pwsid,utility_name,utility_website,water_shortage_plans,water_shortage_plans2,last_update,stage,data,notes
TX1300001,City of Boerne,https://www.ci.boerne.tx.us//149/Utilities,https://www.ci.boerne.tx.us/DocumentCenter/View/14422/Drought-Management-Ordinance-2022-23-Updates?bidId=,https://www.ci.boerne.tx.us/DocumentCenter/View/14422/Drought-Management-Ordinance-2022-23-Updates?bidId=,2022,stage 1,yes,
