date,elev_Ft,storage_AF,fstorage_AF,locid,district,NIDID,name
8/28/2015,536.41,41301,41301,143048,SWF,TX08004,Aquilla Lake
8/29/2015,536.38,41212,41212,143048,SWF,TX08004,Aquilla Lake
8/30/2015,536.36,41153,41153,143048,SWF,TX08004,Aquilla Lake
8/31/2015,536.34,41094,41094,143048,SWF,TX08004,Aquilla Lake
9/1/2015,536.31,41005,41005,143048,SWF,TX08004,Aquilla Lake
9/2/2015,536.28,40916,40916,143048,SWF,TX08004,Aquilla Lake
9/3/2015,536.25,40828,40828,143048,SWF,TX08004,Aquilla Lake
9/4/2015,536.23,40769,40769,143048,SWF,TX08004,Aquilla Lake
9/5/2015,536.2,40680,40680,143048,SWF,TX08004,Aquilla Lake
9/6/2015,536.18,40620,40620,143048,SWF,TX08004,Aquilla Lake
9/7/2015,536.16,40562,40562,143048,SWF,TX08004,Aquilla Lake
9/8/2015,536.13,40473,40473,143048,SWF,TX08004,Aquilla Lake
9/9/2015,536.11,40414,40414,143048,SWF,TX08004,Aquilla Lake
9/10/2015,536.13,40473,40473,143048,SWF,TX08004,Aquilla Lake
9/11/2015,536.1,40384,40384,143048,SWF,TX08004,Aquilla Lake
9/12/2015,536.08,40325,40325,143048,SWF,TX08004,Aquilla Lake
9/13/2015,536.03,40178,40178,143048,SWF,TX08004,Aquilla Lake
9/14/2015,535.98,40032,40032,143048,SWF,TX08004,Aquilla Lake
9/15/2015,535.95,39948,39948,143048,SWF,TX08004,Aquilla Lake
9/16/2015,535.92,39864,39864,143048,SWF,TX08004,Aquilla Lake
9/17/2015,535.89,39779,39779,143048,SWF,TX08004,Aquilla Lake
9/18/2015,535.87,39723,39723,143048,SWF,TX08004,Aquilla Lake
9/19/2015,535.86,39695,39695,143048,SWF,TX08004,Aquilla Lake
9/20/2015,535.83,39619,39619,143048,SWF,TX08004,Aquilla Lake
9/21/2015,535.81,39565,39565,143048,SWF,TX08004,Aquilla Lake
9/22/2015,535.79,39498,39498,143048,SWF,TX08004,Aquilla Lake
9/23/2015,535.77,39432,39432,143048,SWF,TX08004,Aquilla Lake
9/24/2015,535.74,39362,39362,143048,SWF,TX08004,Aquilla Lake
9/25/2015,535.72,39301,39301,143048,SWF,TX08004,Aquilla Lake
9/26/2015,535.69,39207,39207,143048,SWF,TX08004,Aquilla Lake
9/27/2015,535.66,39138,39138,143048,SWF,TX08004,Aquilla Lake
9/28/2015,535.63,39055,39055,143048,SWF,TX08004,Aquilla Lake
9/29/2015,535.61,38992,38992,143048,SWF,TX08004,Aquilla Lake
9/30/2015,535.59,38928,38928,143048,SWF,TX08004,Aquilla Lake
10/1/2015,535.57,38866,38866,143048,SWF,TX08004,Aquilla Lake
10/2/2015,535.54,38800,38800,143048,SWF,TX08004,Aquilla Lake
10/3/2015,535.44,38514,38514,143048,SWF,TX08004,Aquilla Lake
10/4/2015,535.35,38261,38261,143048,SWF,TX08004,Aquilla Lake
10/5/2015,535.27,38036,38036,143048,SWF,TX08004,Aquilla Lake
10/6/2015,535.18,37773,37773,143048,SWF,TX08004,Aquilla Lake
10/7/2015,535.18,37778,37778,143048,SWF,TX08004,Aquilla Lake
10/8/2015,535.17,37755,37755,143048,SWF,TX08004,Aquilla Lake
10/9/2015,535.15,37698,37698,143048,SWF,TX08004,Aquilla Lake
10/10/2015,535.14,37670,37670,143048,SWF,TX08004,Aquilla Lake
10/11/2015,535.09,37530,37530,143048,SWF,TX08004,Aquilla Lake
10/12/2015,535.06,37445,37445,143048,SWF,TX08004,Aquilla Lake
10/13/2015,535.05,37417,37417,143048,SWF,TX08004,Aquilla Lake
10/14/2015,535.02,37333,37333,143048,SWF,TX08004,Aquilla Lake
10/15/2015,534.99,37250,37250,143048,SWF,TX08004,Aquilla Lake
10/16/2015,534.96,37170,37170,143048,SWF,TX08004,Aquilla Lake
10/17/2015,534.93,37104,37104,143048,SWF,TX08004,Aquilla Lake
10/18/2015,534.9,37010,37010,143048,SWF,TX08004,Aquilla Lake
10/19/2015,534.84,36851,36851,143048,SWF,TX08004,Aquilla Lake
10/20/2015,534.81,36771,36771,143048,SWF,TX08004,Aquilla Lake
10/21/2015,534.78,36691,36691,143048,SWF,TX08004,Aquilla Lake
10/22/2015,534.78,36691,36691,143048,SWF,TX08004,Aquilla Lake
10/23/2015,534.79,36718,36718,143048,SWF,TX08004,Aquilla Lake
10/24/2015,536.85,42586,42586,143048,SWF,TX08004,Aquilla Lake
10/25/2015,543.09,64188,64188,143048,SWF,TX08004,Aquilla Lake
10/26/2015,543.61,66427,66427,143048,SWF,TX08004,Aquilla Lake
10/27/2015,542.99,63749,63749,143048,SWF,TX08004,Aquilla Lake
10/28/2015,542.08,59972,59972,143048,SWF,TX08004,Aquilla Lake
10/29/2015,541.43,57626,57626,143048,SWF,TX08004,Aquilla Lake
10/30/2015,540.89,55738,55738,143048,SWF,TX08004,Aquilla Lake
10/31/2015,540.75,55257,55257,143048,SWF,TX08004,Aquilla Lake
11/1/2015,542.65,62366,62366,143048,SWF,TX08004,Aquilla Lake
11/2/2015,542.85,63175,63175,143048,SWF,TX08004,Aquilla Lake
11/3/2015,542.39,61288,61288,143048,SWF,TX08004,Aquilla Lake
11/4/2015,541.76,58816,58816,143048,SWF,TX08004,Aquilla Lake
11/5/2015,541.13,56579,56579,143048,SWF,TX08004,Aquilla Lake
11/6/2015,540.5,54362,54362,143048,SWF,TX08004,Aquilla Lake
11/7/2015,539.84,52126,52126,143048,SWF,TX08004,Aquilla Lake
11/8/2015,539.14,49805,49805,143048,SWF,TX08004,Aquilla Lake
11/9/2015,538.38,47314,47314,143048,SWF,TX08004,Aquilla Lake
11/10/2015,538.02,46190,46190,143048,SWF,TX08004,Aquilla Lake
11/11/2015,537.94,45925,45925,143048,SWF,TX08004,Aquilla Lake
11/12/2015,537.91,45834,45834,143048,SWF,TX08004,Aquilla Lake
11/13/2015,537.85,45634,45634,143048,SWF,TX08004,Aquilla Lake
11/14/2015,537.78,45435,45435,143048,SWF,TX08004,Aquilla Lake
11/15/2015,537.72,45251,45251,143048,SWF,TX08004,Aquilla Lake
11/16/2015,537.66,45067,45067,143048,SWF,TX08004,Aquilla Lake
11/17/2015,537.34,44090,44090,143048,SWF,TX08004,Aquilla Lake
11/18/2015,537.48,44516,44516,143048,SWF,TX08004,Aquilla Lake
11/19/2015,537.51,44608,44608,143048,SWF,TX08004,Aquilla Lake
11/20/2015,537.54,44700,44700,143048,SWF,TX08004,Aquilla Lake
11/21/2015,537.55,44732,44732,143048,SWF,TX08004,Aquilla Lake
11/22/2015,537.56,44770,44770,143048,SWF,TX08004,Aquilla Lake
11/23/2015,537.57,44776,44776,143048,SWF,TX08004,Aquilla Lake
11/24/2015,537.56,44749,44749,143048,SWF,TX08004,Aquilla Lake
11/25/2015,537.55,44718,44718,143048,SWF,TX08004,Aquilla Lake
11/26/2015,537.55,44737,44737,143048,SWF,TX08004,Aquilla Lake
11/27/2015,537.65,45052,45052,143048,SWF,TX08004,Aquilla Lake
11/28/2015,539.42,50723,50723,143048,SWF,TX08004,Aquilla Lake
11/29/2015,542.94,63548,63548,143048,SWF,TX08004,Aquilla Lake
11/30/2015,546.1,77942,77942,143048,SWF,TX08004,Aquilla Lake
12/1/2015,546.93,82108,82108,143048,SWF,TX08004,Aquilla Lake
12/2/2015,546.12,78060,78060,143048,SWF,TX08004,Aquilla Lake
12/3/2015,545.13,73324,73324,143048,SWF,TX08004,Aquilla Lake
12/4/2015,544.14,68794,68794,143048,SWF,TX08004,Aquilla Lake
12/5/2015,543.37,65384,65384,143048,SWF,TX08004,Aquilla Lake
12/6/2015,542.77,62864,62864,143048,SWF,TX08004,Aquilla Lake
12/7/2015,542.17,60376,60376,143048,SWF,TX08004,Aquilla Lake
12/8/2015,541.66,58460,58460,143048,SWF,TX08004,Aquilla Lake
12/9/2015,541.18,56756,56756,143048,SWF,TX08004,Aquilla Lake
12/10/2015,540.74,55205,55205,143048,SWF,TX08004,Aquilla Lake
12/11/2015,540.32,53760,53760,143048,SWF,TX08004,Aquilla Lake
12/12/2015,540.05,52832,52832,143048,SWF,TX08004,Aquilla Lake
12/13/2015,539.91,52361,52361,143048,SWF,TX08004,Aquilla Lake
12/14/2015,540.12,53072,53072,143048,SWF,TX08004,Aquilla Lake
12/15/2015,540,52676,52676,143048,SWF,TX08004,Aquilla Lake
12/16/2015,539.81,52025,52025,143048,SWF,TX08004,Aquilla Lake
12/17/2015,539.55,51157,51157,143048,SWF,TX08004,Aquilla Lake
12/18/2015,539.28,50272,50272,143048,SWF,TX08004,Aquilla Lake
12/19/2015,539.19,49956,49956,143048,SWF,TX08004,Aquilla Lake
12/20/2015,539.1,49655,49655,143048,SWF,TX08004,Aquilla Lake
12/21/2015,539.01,49355,49355,143048,SWF,TX08004,Aquilla Lake
12/22/2015,538.93,49096,49096,143048,SWF,TX08004,Aquilla Lake
12/23/2015,538.83,48775,48775,143048,SWF,TX08004,Aquilla Lake
12/24/2015,538.75,48518,48518,143048,SWF,TX08004,Aquilla Lake
12/25/2015,538.65,48197,48197,143048,SWF,TX08004,Aquilla Lake
12/26/2015,538.53,47828,47828,143048,SWF,TX08004,Aquilla Lake
12/27/2015,538.79,48631,48631,143048,SWF,TX08004,Aquilla Lake
12/28/2015,541.96,59514,59514,143048,SWF,TX08004,Aquilla Lake
12/29/2015,543.06,64058,64058,143048,SWF,TX08004,Aquilla Lake
12/30/2015,542.9,63382,63382,143048,SWF,TX08004,Aquilla Lake
12/31/2015,542.54,61890,61890,143048,SWF,TX08004,Aquilla Lake
1/1/2016,542.3,60894,60894,143048,SWF,TX08004,Aquilla Lake
1/2/2016,542,59654,59654,143048,SWF,TX08004,Aquilla Lake
1/3/2016,541.68,58532,58532,143048,SWF,TX08004,Aquilla Lake
1/4/2016,541.38,57466,57466,143048,SWF,TX08004,Aquilla Lake
1/5/2016,541.05,56295,56295,143048,SWF,TX08004,Aquilla Lake
1/6/2016,540.71,55102,55102,143048,SWF,TX08004,Aquilla Lake
1/7/2016,540.46,54224,54224,143048,SWF,TX08004,Aquilla Lake
1/8/2016,540.32,53760,53760,143048,SWF,TX08004,Aquilla Lake
1/9/2016,540.05,52832,52832,143048,SWF,TX08004,Aquilla Lake
1/10/2016,539.72,51724,51724,143048,SWF,TX08004,Aquilla Lake
1/11/2016,539.36,50523,50523,143048,SWF,TX08004,Aquilla Lake
1/12/2016,539.23,50072,50072,143048,SWF,TX08004,Aquilla Lake
1/13/2016,539.04,49472,49472,143048,SWF,TX08004,Aquilla Lake
1/14/2016,538.86,48872,48872,143048,SWF,TX08004,Aquilla Lake
1/15/2016,538.68,48310,48310,143048,SWF,TX08004,Aquilla Lake
1/16/2016,538.62,48117,48117,143048,SWF,TX08004,Aquilla Lake
1/17/2016,538.51,47747,47747,143048,SWF,TX08004,Aquilla Lake
1/18/2016,538.42,47458,47458,143048,SWF,TX08004,Aquilla Lake
1/19/2016,538.32,47137,47137,143048,SWF,TX08004,Aquilla Lake
1/20/2016,538.23,46848,46848,143048,SWF,TX08004,Aquilla Lake
1/21/2016,538.12,46495,46495,143048,SWF,TX08004,Aquilla Lake
1/22/2016,538.05,46270,46270,143048,SWF,TX08004,Aquilla Lake
1/23/2016,537.91,45834,45834,143048,SWF,TX08004,Aquilla Lake
1/24/2016,537.8,45496,45496,143048,SWF,TX08004,Aquilla Lake
1/25/2016,537.72,45246,45246,143048,SWF,TX08004,Aquilla Lake
1/26/2016,537.75,45343,45343,143048,SWF,TX08004,Aquilla Lake
1/27/2016,537.75,45343,45343,143048,SWF,TX08004,Aquilla Lake
1/28/2016,537.75,45343,45343,143048,SWF,TX08004,Aquilla Lake
1/29/2016,537.74,45325,45325,143048,SWF,TX08004,Aquilla Lake
1/30/2016,537.77,45418,45418,143048,SWF,TX08004,Aquilla Lake
1/31/2016,537.82,45550,45550,143048,SWF,TX08004,Aquilla Lake
2/1/2016,537.9,45803,45803,143048,SWF,TX08004,Aquilla Lake
2/2/2016,537.91,45834,45834,143048,SWF,TX08004,Aquilla Lake
2/3/2016,537.93,45910,45910,143048,SWF,TX08004,Aquilla Lake
2/4/2016,537.9,45803,45803,143048,SWF,TX08004,Aquilla Lake
2/5/2016,537.87,45711,45711,143048,SWF,TX08004,Aquilla Lake
2/6/2016,537.83,45580,45580,143048,SWF,TX08004,Aquilla Lake
2/7/2016,537.78,45425,45425,143048,SWF,TX08004,Aquilla Lake
2/8/2016,537.71,45228,45228,143048,SWF,TX08004,Aquilla Lake
2/9/2016,537.66,45062,45062,143048,SWF,TX08004,Aquilla Lake
2/10/2016,537.6,44894,44894,143048,SWF,TX08004,Aquilla Lake
2/11/2016,537.6,44885,44885,143048,SWF,TX08004,Aquilla Lake
2/12/2016,537.6,44885,44885,143048,SWF,TX08004,Aquilla Lake
2/13/2016,537.6,44885,44885,143048,SWF,TX08004,Aquilla Lake
2/14/2016,537.6,44885,44885,143048,SWF,TX08004,Aquilla Lake
2/15/2016,537.6,44885,44885,143048,SWF,TX08004,Aquilla Lake
2/16/2016,537.6,44898,44898,143048,SWF,TX08004,Aquilla Lake
2/17/2016,537.6,44884,44884,143048,SWF,TX08004,Aquilla Lake
2/18/2016,537.57,44792,44792,143048,SWF,TX08004,Aquilla Lake
2/19/2016,537.54,44700,44700,143048,SWF,TX08004,Aquilla Lake
2/20/2016,537.54,44700,44700,143048,SWF,TX08004,Aquilla Lake
2/21/2016,537.55,44730,44730,143048,SWF,TX08004,Aquilla Lake
2/22/2016,537.63,44991,44991,143048,SWF,TX08004,Aquilla Lake
2/23/2016,537.84,45619,45619,143048,SWF,TX08004,Aquilla Lake
2/24/2016,539.26,50206,50206,143048,SWF,TX08004,Aquilla Lake
2/25/2016,539.91,52376,52376,143048,SWF,TX08004,Aquilla Lake
2/26/2016,539.7,51658,51658,143048,SWF,TX08004,Aquilla Lake
2/27/2016,539.45,50824,50824,143048,SWF,TX08004,Aquilla Lake
2/28/2016,539.16,49872,49872,143048,SWF,TX08004,Aquilla Lake
2/29/2016,538.91,49032,49032,143048,SWF,TX08004,Aquilla Lake
3/1/2016,538.12,46479,46479,143048,SWF,TX08004,Aquilla Lake
3/2/2016,538.11,46451,46451,143048,SWF,TX08004,Aquilla Lake
3/3/2016,538.15,46591,46591,143048,SWF,TX08004,Aquilla Lake
3/4/2016,538.15,46591,46591,143048,SWF,TX08004,Aquilla Lake
3/5/2016,538.14,46568,46568,143048,SWF,TX08004,Aquilla Lake
3/6/2016,538.13,46529,46529,143048,SWF,TX08004,Aquilla Lake
3/7/2016,538.12,46502,46502,143048,SWF,TX08004,Aquilla Lake
3/8/2016,538.6,48036,48036,143048,SWF,TX08004,Aquilla Lake
3/9/2016,539.92,52392,52392,143048,SWF,TX08004,Aquilla Lake
3/10/2016,542.38,61205,61205,143048,SWF,TX08004,Aquilla Lake
3/11/2016,543.94,67884,67884,143048,SWF,TX08004,Aquilla Lake
3/12/2016,544.01,68212,68212,143048,SWF,TX08004,Aquilla Lake
3/13/2016,544.3,69510,69510,143048,SWF,TX08004,Aquilla Lake
3/14/2016,544.03,68281,68281,143048,SWF,TX08004,Aquilla Lake
3/15/2016,543.12,64340,64340,143048,SWF,TX08004,Aquilla Lake
3/16/2016,542.35,61081,61081,143048,SWF,TX08004,Aquilla Lake
3/17/2016,541.5,57892,57892,143048,SWF,TX08004,Aquilla Lake
3/18/2016,540.62,54792,54792,143048,SWF,TX08004,Aquilla Lake
3/19/2016,540.25,53502,53502,143048,SWF,TX08004,Aquilla Lake
3/20/2016,539.66,51524,51524,143048,SWF,TX08004,Aquilla Lake
3/21/2016,539.09,49622,49622,143048,SWF,TX08004,Aquilla Lake
3/22/2016,538.49,47683,47683,143048,SWF,TX08004,Aquilla Lake
3/23/2016,537.93,45895,45895,143048,SWF,TX08004,Aquilla Lake
3/24/2016,538.03,46192,46192,143048,SWF,TX08004,Aquilla Lake
3/25/2016,538.02,46174,46174,143048,SWF,TX08004,Aquilla Lake
3/26/2016,538,46109,46109,143048,SWF,TX08004,Aquilla Lake
3/27/2016,538.03,46192,46192,143048,SWF,TX08004,Aquilla Lake
3/28/2016,538.03,46206,46206,143048,SWF,TX08004,Aquilla Lake
3/29/2016,538.02,46174,46174,143048,SWF,TX08004,Aquilla Lake
3/30/2016,538,46109,46109,143048,SWF,TX08004,Aquilla Lake
3/31/2016,538.05,45028,45028,143048,SWF,TX08004,Aquilla Lake
4/1/2016,538.06,45028,45028,143048,SWF,TX08004,Aquilla Lake
4/2/2016,538.05,44996,44996,143048,SWF,TX08004,Aquilla Lake
4/3/2016,538.03,44931,44931,143048,SWF,TX08004,Aquilla Lake
4/4/2016,538.02,44899,44899,143048,SWF,TX08004,Aquilla Lake
4/5/2016,538.01,44862,44862,143048,SWF,TX08004,Aquilla Lake
4/6/2016,538.17,45397,45397,143048,SWF,TX08004,Aquilla Lake
4/7/2016,538.23,45574,45574,143048,SWF,TX08004,Aquilla Lake
4/8/2016,538.24,45606,45606,143048,SWF,TX08004,Aquilla Lake
4/9/2016,538.18,45413,45413,143048,SWF,TX08004,Aquilla Lake
4/10/2016,538.15,45317,45317,143048,SWF,TX08004,Aquilla Lake
4/11/2016,538.3,45799,45799,143048,SWF,TX08004,Aquilla Lake
4/12/2016,538.81,47437,47437,143048,SWF,TX08004,Aquilla Lake
4/13/2016,538.77,47308,47308,143048,SWF,TX08004,Aquilla Lake
4/14/2016,538.71,47116,47116,143048,SWF,TX08004,Aquilla Lake
4/15/2016,538.65,46939,46939,143048,SWF,TX08004,Aquilla Lake
4/16/2016,538.58,46698,46698,143048,SWF,TX08004,Aquilla Lake
4/17/2016,538.54,46569,46569,143048,SWF,TX08004,Aquilla Lake
4/18/2016,540.13,51850,51850,143048,SWF,TX08004,Aquilla Lake
4/19/2016,542.91,62170,62170,143048,SWF,TX08004,Aquilla Lake
4/20/2016,543.25,63610,63610,143048,SWF,TX08004,Aquilla Lake
4/21/2016,544.22,67872,67872,143048,SWF,TX08004,Aquilla Lake
4/22/2016,544.94,71148,71148,143048,SWF,TX08004,Aquilla Lake
4/23/2016,545.02,71517,71517,143048,SWF,TX08004,Aquilla Lake
4/24/2016,545.02,71517,71517,143048,SWF,TX08004,Aquilla Lake
4/25/2016,545,71423,71423,143048,SWF,TX08004,Aquilla Lake
4/26/2016,544.55,69374,69374,143048,SWF,TX08004,Aquilla Lake
4/27/2016,544.16,67598,67598,143048,SWF,TX08004,Aquilla Lake
4/28/2016,543.7,65544,65544,143048,SWF,TX08004,Aquilla Lake
4/29/2016,542.59,60802,60802,143048,SWF,TX08004,Aquilla Lake
4/30/2016,542.19,59164,59164,143048,SWF,TX08004,Aquilla Lake
5/1/2016,541.89,58003,58003,143048,SWF,TX08004,Aquilla Lake
5/2/2016,541.42,56334,56334,143048,SWF,TX08004,Aquilla Lake
5/3/2016,540.92,54550,54550,143048,SWF,TX08004,Aquilla Lake
5/4/2016,540.38,52675,52675,143048,SWF,TX08004,Aquilla Lake
5/5/2016,539.85,50884,50884,143048,SWF,TX08004,Aquilla Lake
5/6/2016,539.71,50400,50400,143048,SWF,TX08004,Aquilla Lake
5/7/2016,539.49,49683,49683,143048,SWF,TX08004,Aquilla Lake
5/8/2016,539.23,48798,48798,143048,SWF,TX08004,Aquilla Lake
5/9/2016,539.04,48198,48198,143048,SWF,TX08004,Aquilla Lake
5/10/2016,538.83,47501,47501,143048,SWF,TX08004,Aquilla Lake
5/11/2016,538.74,47212,47212,143048,SWF,TX08004,Aquilla Lake
5/12/2016,538.56,46618,46618,143048,SWF,TX08004,Aquilla Lake
5/13/2016,538.41,46152,46152,143048,SWF,TX08004,Aquilla Lake
5/14/2016,538.2,45477,45477,143048,SWF,TX08004,Aquilla Lake
5/15/2016,537.99,44804,44804,143048,SWF,TX08004,Aquilla Lake
5/16/2016,537.87,44444,44444,143048,SWF,TX08004,Aquilla Lake
5/17/2016,537.87,44434,44434,143048,SWF,TX08004,Aquilla Lake
5/18/2016,537.88,44465,44465,143048,SWF,TX08004,Aquilla Lake
5/19/2016,537.88,44465,44465,143048,SWF,TX08004,Aquilla Lake
5/20/2016,537.94,44650,44650,143048,SWF,TX08004,Aquilla Lake
5/21/2016,537.94,44650,44650,143048,SWF,TX08004,Aquilla Lake
5/22/2016,537.94,44650,44650,143048,SWF,TX08004,Aquilla Lake
5/23/2016,537.94,44650,44650,143048,SWF,TX08004,Aquilla Lake
5/24/2016,537.91,44560,44560,143048,SWF,TX08004,Aquilla Lake
5/25/2016,537.92,44598,44598,143048,SWF,TX08004,Aquilla Lake
5/26/2016,537.94,44650,44650,143048,SWF,TX08004,Aquilla Lake
5/27/2016,538.16,45349,45349,143048,SWF,TX08004,Aquilla Lake
5/28/2016,538.42,46184,46184,143048,SWF,TX08004,Aquilla Lake
5/29/2016,538.51,46473,46473,143048,SWF,TX08004,Aquilla Lake
5/30/2016,538.55,46594,46594,143048,SWF,TX08004,Aquilla Lake
5/31/2016,538.57,46666,46666,143048,SWF,TX08004,Aquilla Lake
6/1/2016,538.77,47308,47308,143048,SWF,TX08004,Aquilla Lake
6/2/2016,538.9,47726,47726,143048,SWF,TX08004,Aquilla Lake
6/3/2016,540,51403,51403,143048,SWF,TX08004,Aquilla Lake
6/4/2016,540.6,53449,53449,143048,SWF,TX08004,Aquilla Lake
6/5/2016,540.72,53862,53862,143048,SWF,TX08004,Aquilla Lake
6/6/2016,540.73,53896,53896,143048,SWF,TX08004,Aquilla Lake
6/7/2016,540.7,53793,53793,143048,SWF,TX08004,Aquilla Lake
6/8/2016,540.66,53655,53655,143048,SWF,TX08004,Aquilla Lake
6/9/2016,540.6,53449,53449,143048,SWF,TX08004,Aquilla Lake
6/10/2016,540.54,53243,53243,143048,SWF,TX08004,Aquilla Lake
6/11/2016,540.47,53002,53002,143048,SWF,TX08004,Aquilla Lake
6/12/2016,540.4,52761,52761,143048,SWF,TX08004,Aquilla Lake
6/13/2016,542.16,59060,59060,143048,SWF,TX08004,Aquilla Lake
6/14/2016,544.19,67758,67758,143048,SWF,TX08004,Aquilla Lake
6/15/2016,544.41,68759,68759,143048,SWF,TX08004,Aquilla Lake
6/16/2016,544.44,68873,68873,143048,SWF,TX08004,Aquilla Lake
6/17/2016,544.42,68782,68782,143048,SWF,TX08004,Aquilla Lake
6/18/2016,544.39,68645,68645,143048,SWF,TX08004,Aquilla Lake
6/19/2016,544.35,68463,68463,143048,SWF,TX08004,Aquilla Lake
6/20/2016,544.32,68327,68327,143048,SWF,TX08004,Aquilla Lake
6/21/2016,544.14,67507,67507,143048,SWF,TX08004,Aquilla Lake
6/22/2016,543.95,66652,66652,143048,SWF,TX08004,Aquilla Lake
6/23/2016,543.73,65674,65674,143048,SWF,TX08004,Aquilla Lake
6/24/2016,543.54,64892,64892,143048,SWF,TX08004,Aquilla Lake
6/25/2016,543.36,64088,64088,143048,SWF,TX08004,Aquilla Lake
6/26/2016,543.18,63305,63305,143048,SWF,TX08004,Aquilla Lake
6/27/2016,542.99,62482,62482,143048,SWF,TX08004,Aquilla Lake
6/28/2016,542.75,61497,61497,143048,SWF,TX08004,Aquilla Lake
6/29/2016,542.64,61030,61030,143048,SWF,TX08004,Aquilla Lake
6/30/2016,542.44,60201,60201,143048,SWF,TX08004,Aquilla Lake
7/1/2016,542,58379,58379,143048,SWF,TX08004,Aquilla Lake
7/2/2016,541.64,57098,57098,143048,SWF,TX08004,Aquilla Lake
7/3/2016,541.26,55766,55766,143048,SWF,TX08004,Aquilla Lake
7/4/2016,540.96,54687,54687,143048,SWF,TX08004,Aquilla Lake
7/5/2016,540.6,53425,53425,143048,SWF,TX08004,Aquilla Lake
7/6/2016,540.57,53346,53346,143048,SWF,TX08004,Aquilla Lake
7/7/2016,540.29,52382,52382,143048,SWF,TX08004,Aquilla Lake
7/8/2016,539.9,51068,51068,143048,SWF,TX08004,Aquilla Lake
7/9/2016,539.53,49816,49816,143048,SWF,TX08004,Aquilla Lake
7/10/2016,539.23,48798,48798,143048,SWF,TX08004,Aquilla Lake
7/11/2016,538.79,47376,47376,143048,SWF,TX08004,Aquilla Lake
7/12/2016,538.61,46789,46789,143048,SWF,TX08004,Aquilla Lake
7/13/2016,538.54,46569,46569,143048,SWF,TX08004,Aquilla Lake
7/14/2016,538.5,46441,46441,143048,SWF,TX08004,Aquilla Lake
7/15/2016,538.47,46345,46345,143048,SWF,TX08004,Aquilla Lake
7/16/2016,538.44,46248,46248,143048,SWF,TX08004,Aquilla Lake
7/17/2016,538.39,46088,46088,143048,SWF,TX08004,Aquilla Lake
7/18/2016,538.35,45959,45959,143048,SWF,TX08004,Aquilla Lake
7/19/2016,538.3,45799,45799,143048,SWF,TX08004,Aquilla Lake
7/20/2016,538.27,45702,45702,143048,SWF,TX08004,Aquilla Lake
7/21/2016,538.23,45574,45574,143048,SWF,TX08004,Aquilla Lake
7/22/2016,538.18,45413,45413,143048,SWF,TX08004,Aquilla Lake
7/23/2016,538.14,45285,45285,143048,SWF,TX08004,Aquilla Lake
7/24/2016,538.09,45124,45124,143048,SWF,TX08004,Aquilla Lake
7/25/2016,538.05,44996,44996,143048,SWF,TX08004,Aquilla Lake
7/26/2016,538,44835,44835,143048,SWF,TX08004,Aquilla Lake
7/27/2016,537.96,44712,44712,143048,SWF,TX08004,Aquilla Lake
7/28/2016,537.9,44527,44527,143048,SWF,TX08004,Aquilla Lake
7/29/2016,537.85,44372,44372,143048,SWF,TX08004,Aquilla Lake
7/30/2016,537.81,44249,44249,143048,SWF,TX08004,Aquilla Lake
7/31/2016,537.75,44064,44064,143048,SWF,TX08004,Aquilla Lake
8/1/2016,537.69,43879,43879,143048,SWF,TX08004,Aquilla Lake
8/2/2016,537.66,43786,43786,143048,SWF,TX08004,Aquilla Lake
8/3/2016,537.61,43632,43632,143048,SWF,TX08004,Aquilla Lake
8/4/2016,537.58,43540,43540,143048,SWF,TX08004,Aquilla Lake
8/5/2016,537.55,43447,43447,143048,SWF,TX08004,Aquilla Lake
8/6/2016,537.52,43355,43355,143048,SWF,TX08004,Aquilla Lake
8/7/2016,537.48,43231,43231,143048,SWF,TX08004,Aquilla Lake
8/8/2016,537.45,43139,43139,143048,SWF,TX08004,Aquilla Lake
8/9/2016,537.35,42810,42810,143048,SWF,TX08004,Aquilla Lake
8/10/2016,537.42,43069,43069,143048,SWF,TX08004,Aquilla Lake
8/11/2016,537.41,43010,43010,143048,SWF,TX08004,Aquilla Lake
8/12/2016,537.33,42766,42766,143048,SWF,TX08004,Aquilla Lake
8/13/2016,537.25,42536,42536,143048,SWF,TX08004,Aquilla Lake
8/14/2016,537.27,42592,42592,143048,SWF,TX08004,Aquilla Lake
8/15/2016,537.24,42482,42482,143048,SWF,TX08004,Aquilla Lake
8/16/2016,537.32,42742,42742,143048,SWF,TX08004,Aquilla Lake
8/17/2016,537.3,42692,42692,143048,SWF,TX08004,Aquilla Lake
8/18/2016,538.75,47260,47260,143048,SWF,TX08004,Aquilla Lake
8/19/2016,539.99,51344,51344,143048,SWF,TX08004,Aquilla Lake
8/20/2016,540.02,51454,51454,143048,SWF,TX08004,Aquilla Lake
8/21/2016,540.17,51970,51970,143048,SWF,TX08004,Aquilla Lake
8/22/2016,540,51402,51402,143048,SWF,TX08004,Aquilla Lake
8/23/2016,539.64,50183,50183,143048,SWF,TX08004,Aquilla Lake
8/24/2016,539.47,49599,49599,143048,SWF,TX08004,Aquilla Lake
8/25/2016,539.25,48898,48898,143048,SWF,TX08004,Aquilla Lake
8/26/2016,539.03,48148,48148,143048,SWF,TX08004,Aquilla Lake
8/27/2016,538.87,47629,47629,143048,SWF,TX08004,Aquilla Lake
8/28/2016,538.69,47051,47051,143048,SWF,TX08004,Aquilla Lake
