pwsid,utility_name,utility_website,water_shortage_plans,water_shortage_plans2,last_update,stage,data
TX1300001,City of Boerne,https://www.ci.boerne.tx.us//149/Utilities,https://www.ci.boerne.tx.us/DocumentCenter/View/14425/DIVISION_2___CONSERVATION_AND_EMERGENCY_DROUGHT_MANAGEMENT,https://www.ci.boerne.tx.us/DocumentCenter/View/14425/DIVISION_2___CONSERVATION_AND_EMERGENCY_DROUGHT_MANAGEMENT,2006,stage 2,yes
