"site_id","name","basin","county","latitude","longitude","stream_segment","date","sample_depth","flow_severity","pH","conductivity","dissolved_oxygen","air_temp","water_temp","ecoli_avg","secchi_disk_transparency","nitrate_nitrogen","year"
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2021-10-21",0.3,"Normal",7.7,491,6,20,19.5,NA,NA,NA,2021
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2021-10-21",0.3,NA,NA,NA,NA,NA,NA,NA,NA,0.125,2021
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2021-11-18",0.3,"Normal",7.8,556,6.6,12,16,NA,NA,NA,2021
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2021-11-18",0.3,"Normal",NA,NA,NA,NA,NA,NA,NA,0.086,2021
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2021-12-16",0.3,"Normal",7.6,565,7.35,20,19.4,NA,NA,NA,2021
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2021-12-16",0.3,"Normal",NA,NA,NA,NA,NA,NA,NA,0,2021
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"1999-07-16",0.3,"Normal",7.75,510,9.7,35.5,32,NA,0.49,NA,1999
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2000-12-16",0.3,"Low",7.9,730,NA,16,14,NA,NA,NA,2000
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2001-01-28",0.3,"Low",7.4,680,7.3,19.5,17,NA,NA,NA,2001
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2001-10-19",0.26,"Low",7.6,670,8.2,20,19.5,NA,NA,NA,2001
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2003-05-23",0.2,"Low",8,610,9.5,30.1,28.5,NA,0,NA,2003
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2003-06-20",0.25,"Low",8,530,13.7,35.5,31.5,NA,0,NA,2003
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2004-04-16",0.95,"Low",7.5,770,8.8,19,19.5,NA,0,NA,2004
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2005-08-18",0.25,"No flow",8.1,610,9.7,37,31,NA,0.25,NA,2005
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2005-10-18",0.25,"No flow",8.1,640,7.15,25,21,NA,NA,NA,2005
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2006-02-17",0.2,"Normal",7.6,810,7.9,9,10,NA,NA,NA,2006
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2006-04-22",0.1,"No flow",7.7,690,5.1,21,22,NA,NA,NA,2006
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2006-05-19",0.1,"No flow",7.6,570,9.9,29,25,NA,NA,NA,2006
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2006-12-15",0.12,"No flow",7.9,830,8.6,17,14,NA,NA,NA,2006
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2007-03-17",0.18,"Normal",7.6,760,8.05,12,16.5,NA,NA,NA,2007
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2007-04-19",0.16,"No flow",7.7,780,8.15,15.4,17.2,NA,NA,NA,2007
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2007-05-18",0.22,"No flow",7.8,680,6.2,19.5,19,NA,NA,NA,2007
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2007-06-22",0.2,"No flow",7.6,670,2.45,23,24,NA,NA,NA,2007
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2007-07-17",0.21,"No flow",7.6,650,3.05,24.5,25,NA,NA,NA,2007
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2007-08-17",0.22,"No flow",7.4,480,1.5,25,24.5,NA,NA,NA,2007
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2007-09-25",0.22,"No flow",7.6,650,3.4,22,21.5,NA,NA,NA,2007
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2007-10-24",0.19,"No flow",7.6,660,3.75,13,14.5,NA,NA,NA,2007
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2007-12-18",0.22,"No flow",7.7,640,6.1,17,13,NA,NA,NA,2007
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2008-02-20",0.16,"Low",7.7,460,9,15.5,14,NA,NA,NA,2008
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2008-03-25",0.18,"Low",7.7,510,5.45,14,15,NA,NA,NA,2008
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2008-04-17",0.14,"No flow",7.8,640,3.2,20,19.5,NA,NA,NA,2008
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2008-11-21",NA,"No flow",NA,NA,NA,0,0,NA,0,NA,2008
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2009-12-18",0.1,"Normal",7.7,780,8.3,11,12.5,NA,NA,NA,2009
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2010-01-20",0.22,"Normal",7.9,610,11.7,8.5,12,NA,0.47,NA,2010
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2010-01-25",0.25,"Normal",7.7,760,9,12.5,12,NA,NA,NA,2010
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2010-03-18",0.2,"Normal",7.6,750,8.4,16.5,15,NA,NA,NA,2010
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2010-04-15",0.24,"High",7.6,750,4.4,18,18,NA,NA,NA,2010
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2010-05-20",0.22,"Normal",7.8,660,7.75,22,23,NA,NA,NA,2010
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2010-06-17",0.3,"Normal",NA,590,7.6,26,25,NA,NA,NA,2010
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2010-07-14",0.22,"Normal",7.6,670,5.8,29,26.5,NA,NA,NA,2010
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2010-09-23",0.22,"Normal",7.7,680,6.7,23,23.5,NA,NA,NA,2010
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2011-02-17",0.2,"Normal",7.8,530,8.05,16.5,16,NA,NA,NA,2011
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2011-04-20",0.22,"Low",7.6,660,0.98,22.5,24,NA,0.58,NA,2011
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2011-05-19",0.2,"Low",7.6,630,1,22,24,NA,0.4,NA,2011
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2011-06-16",0.14,"Low",7.7,950,2.1,25,25,NA,NA,NA,2011
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2012-01-19",0.2,"Normal",7.7,770,9.9,14.5,14,NA,NA,NA,2012
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2012-02-16",0.2,"No flow",7.7,780,8.55,10,14,NA,NA,NA,2012
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2012-03-15",0.25,"Normal",7.6,790,6.25,18.5,19.5,NA,NA,NA,2012
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2012-04-19",0.35,"Normal",7.8,770,8.3,15,20,NA,NA,NA,2012
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2012-05-17",0.27,"Normal",7.6,770,5.8,19,20.5,NA,NA,NA,2012
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2012-06-21",0.2,"Normal",7.6,570,4.8,26,27,NA,NA,NA,2012
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2012-09-20",0.22,"High",7.6,950,3.9,21.5,23,NA,NA,NA,2012
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2012-10-18",0.2,"No flow",7.3,780,3.12,15.5,20,NA,NA,NA,2012
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2012-11-15",0.22,"No flow",7.7,740,5.4,8,13,NA,NA,NA,2012
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2013-01-17",0.24,"High",7.8,770,7.55,6,7,NA,NA,NA,2013
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2013-02-21",0.2,"No flow",7.5,700,5,16,15,NA,NA,NA,2013
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2013-03-21",0.05,NA,NA,NA,NA,NA,NA,10,NA,NA,2013
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2013-04-18",0.1,"No flow",NA,NA,6.05,NA,22,NA,NA,NA,2013
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2013-05-16",0.01,"No flow",7.9,560,4.95,20,23,NA,NA,NA,2013
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2013-06-10",0.25,"Normal",7,480,5.65,26.5,25,NA,NA,NA,2013
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2013-06-20",0.32,"High",NA,NA,3.7,22.5,25.5,NA,NA,NA,2013
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2013-07-18",0.24,"No flow",NA,NA,4.05,23,NA,NA,NA,NA,2013
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2013-08-15",0,NA,NA,NA,0,26,0,NA,NA,NA,2013
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2013-09-19",0.1,"No flow",7.8,620,4.4,24,25,620,NA,NA,2013
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2013-10-17",0.2,"No flow",7.3,750,4.5,12.5,16,NA,NA,NA,2013
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2013-11-21",0.19,"No flow",7.2,730,7.6,20,17,NA,NA,NA,2013
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2013-12-19",0.25,"High",7.9,870,8.5,15,12.5,NA,NA,NA,2013
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2014-01-16",0.3,"High",8,730,11.2,9.5,9.5,NA,NA,NA,2014
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2014-02-20",0.2,"No flow",8,590,8.55,18,17,NA,NA,NA,2014
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2014-03-20",0.2,"Low",7.7,430,5.6,18,13,90,NA,NA,2014
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2014-04-17",0,"Dry",NA,NA,NA,NA,NA,NA,NA,NA,2014
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2014-05-15",0.12,"Low",7.7,740,6.5,16.5,17.5,NA,NA,NA,2014
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2014-06-19",0.015,"No flow",6.9,710,6.2,22.5,25.7,400,NA,NA,2014
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2014-07-17",0.2,"Low",7.3,530,2.4,22.5,26.5,NA,NA,NA,2014
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2014-08-21",0.18,"Low",7.9,510,2.3,27,26,NA,NA,0,2014
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2014-08-21",0.18,"Low",7.9,510,2.3,27,26,NA,NA,0.234,2014
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2014-11-20",0.25,"No flow",7.9,800,5.7,15,12.5,NA,NA,NA,2014
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2014-12-18",0.2,"Normal",7.8,810,5.8,14,14,20,NA,NA,2014
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2015-01-15",0.25,"Low",7.8,840,8.8,10.1,8,NA,NA,NA,2015
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2015-02-19",0.15,"Normal",7.6,810,8.3,15,11.5,NA,NA,NA,2015
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2015-03-12",0.18,"High",7.7,790,9.45,12,13,30,NA,NA,2015
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2015-06-18",0.3,"High",7.6,860,4.45,26,24,440,NA,NA,2015
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2015-08-20",0.27,"Normal",7.6,770,4.5,26,26,NA,NA,NA,2015
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2015-09-17",0.2,"Normal",7.6,660,2.1,22.5,25,10,NA,NA,2015
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2015-11-19",0.31,"High",7.5,810,5.1,17.5,15,NA,NA,NA,2015
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2016-01-21",0.15,"Normal",7.3,790,5.3,15,15,NA,NA,NA,2016
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2016-03-17",0.3,"High",7.7,690,6.9,18.5,20.5,350,NA,NA,2016
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2016-06-16",0.3,"High",7.6,790,6.55,25.5,26,350,NA,NA,2016
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2016-07-21",0.2,"Normal",7.6,710,3.7,27,28,NA,NA,NA,2016
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2016-08-18",0.3,"High",7.3,410,2.3,23.5,24,NA,NA,NA,2016
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2017-05-18",0.12,"Low",6.9,740,4.9,23,23,NA,NA,NA,2017
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2017-07-20",0.3,"Low",7.7,620,3,29,28.5,NA,NA,NA,2017
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2017-09-21",0.22,"Low",7.3,430,3.75,24,26,1810,NA,NA,2017
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2017-10-19",0.15,"Normal",7.9,700,6.1,16.5,16.5,NA,NA,NA,2017
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2018-01-18",0.3,"Normal",7.9,730,10.35,0,4.5,NA,NA,NA,2018
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2018-03-15",0.3,"Normal",7.9,700,11.8,14,15,10,NA,NA,2018
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2018-04-19",0.3,"High",7.6,670,10,15.5,18.5,NA,NA,NA,2018
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2018-05-17",0.25,"Normal",7.6,660,6.8,30,24,NA,NA,NA,2018
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2018-06-21",0.28,"No flow",7.5,560,3.7,25,26,600,NA,NA,2018
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2018-07-19",0.3,"Low",7.6,700,4.5,29,28,NA,NA,NA,2018
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2018-08-16",0.3,"Low",7.8,570,4.1,27.5,27,NA,NA,NA,2018
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2018-09-20",0.3,"No flow",7.6,760,4.1,29,29.5,0,NA,NA,2018
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2018-10-18",0.15,"Normal",7.7,850,4.3,10,16,NA,NA,NA,2018
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2018-11-15",0.3,"High",7.6,840,5.7,14.5,12,NA,NA,NA,2018
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2018-12-20",0.3,"Low",7.5,770,6.1,12,14.5,40,NA,0.558,2018
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2019-01-17",0.3,"Normal",7.8,800,4,14,14.5,0,NA,NA,2019
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2019-02-21",0.3,"High",7.6,NA,5.35,10.5,12.5,NA,NA,NA,2019
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2019-03-21",0.3,"High",7.6,750,5.35,15,16.5,NA,NA,NA,2019
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2019-04-18",0.3,"High",7.6,NA,5.85,17,18.5,NA,NA,NA,2019
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2019-05-16",0.1,"No flow",7.5,738,5.5,29.5,25.2,0,NA,0.3,2019
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2019-06-20",0.3,"Low",7.4,749,4.9,26.5,26.3,290,NA,NA,2019
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2019-07-18",0.3,"No flow",7.6,749,3.6,27.5,25.6,0,NA,NA,2019
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2019-08-15",0.53,"No flow",7.6,694,2.55,27,27.8,NA,0.53,NA,2019
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2019-09-19",0.3,"No flow",NA,505,2.7,24,26,150,NA,NA,2019
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2019-10-17",0.15,"No flow",7.7,650,5.55,18.5,18.3,NA,NA,NA,2019
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2019-11-21",0.3,"Normal",7.7,716,5.85,20,18,NA,NA,NA,2019
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2019-12-19",0.1,"No flow",7.9,592,7.75,10,6,NA,NA,NA,2019
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2020-01-16",0.15,"No flow",7.8,538,6.2,20,20.1,60,NA,NA,2020
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2020-02-20",0.15,"Normal",7.3,766,6.5,7,12.4,NA,NA,NA,2020
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2020-07-16",0.3,"No flow",7.7,544,4.2,27,27.7,40,NA,NA,2020
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2020-08-20",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2020-09-17",0.3,"No flow",7.6,774,3.95,24,24.5,NA,NA,NA,2020
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2020-10-15",0.15,"No flow",7.6,573,3.95,24,23.4,NA,NA,NA,2020
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2020-11-19",0,"No flow",NA,NA,NA,16.5,NA,NA,NA,NA,2020
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2020-12-17",0,"No flow",NA,NA,NA,NA,NA,NA,NA,NA,2020
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2021-01-21",0.04,"No flow",7.7,590,7.75,14,12.8,NA,NA,NA,2021
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2021-01-21",0.04,"No flow",NA,NA,NA,NA,NA,140,NA,NA,2021
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2021-02-25",0.15,"Normal",7.8,770,7.15,15,18.1,NA,NA,NA,2021
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2021-03-18",0.15,"No flow",7.8,539,7.4,10,13.4,NA,NA,NA,2021
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2021-04-15",0.3,"No flow",7.7,432,6.45,18,21.7,NA,NA,NA,2021
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2021-05-20",0.3,"No flow",7.6,606,5.3,24,21,NA,NA,NA,2021
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2021-05-20",0.3,NA,NA,NA,NA,NA,NA,530,NA,NA,2021
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2021-06-17",0.15,"Normal",7.7,739,6,27,27.8,NA,NA,NA,2021
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2021-08-18",0.15,"Normal",7.4,788,6.25,28,26.4,NA,NA,NA,2021
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2021-10-21",0.12,"Normal",7.4,724,5.2,22,21.6,NA,0.61,NA,2021
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2021-11-18",0.15,"Normal",7.7,712,6.7,12.5,17.8,NA,NA,NA,2021
"80186","Cibolo Nature Center Marsh","San Antonio","Kendall",29.78418,-98.70562,1908,"2021-12-16",0.54,"Low",7.3,712,2.75,19.5,19.9,NA,NA,NA,2021
"80230","Guadalupe River Immediately Below Canyon Lake Dam","Guadalupe","Comal",29.87,-98.19306,1812,"2005-01-18",0.66,"Normal",7.7,450,8.85,12.5,12,NA,NA,NA,2005
"80230","Guadalupe River Immediately Below Canyon Lake Dam","Guadalupe","Comal",29.87,-98.19306,1812,"2005-02-15",0.66,"High",7.75,440,12.35,16.5,12.5,NA,NA,NA,2005
"80230","Guadalupe River Immediately Below Canyon Lake Dam","Guadalupe","Comal",29.87,-98.19306,1812,"2005-03-11",0.5,"Normal",8.5,NA,9.75,27,14,NA,1,NA,2005
"80230","Guadalupe River Immediately Below Canyon Lake Dam","Guadalupe","Comal",29.87,-98.19306,1812,"2005-03-15",0.66,"High",7.8,430,14.3,8.5,12,NA,NA,NA,2005
"80230","Guadalupe River Immediately Below Canyon Lake Dam","Guadalupe","Comal",29.87,-98.19306,1812,"2005-05-17",0.66,"High",7.6,450,10.35,23,17,NA,NA,NA,2005
"80230","Guadalupe River Immediately Below Canyon Lake Dam","Guadalupe","Comal",29.87,-98.19306,1812,"2005-06-02",0.5,"Normal",7.5,490,4.8,22,17,NA,0,NA,2005
"80230","Guadalupe River Immediately Below Canyon Lake Dam","Guadalupe","Comal",29.87,-98.19306,1812,"2005-06-04",0,"Normal",7.5,NA,5.15,34,17,NA,0,NA,2005
"80230","Guadalupe River Immediately Below Canyon Lake Dam","Guadalupe","Comal",29.87,-98.19306,1812,"2005-06-21",0.66,"Normal",7.1,460,7.8,24,17,NA,NA,NA,2005
"80230","Guadalupe River Immediately Below Canyon Lake Dam","Guadalupe","Comal",29.87,-98.19306,1812,"2005-07-19",0.66,"High",7.6,440,7.9,24.5,17.5,NA,NA,NA,2005
"80230","Guadalupe River Immediately Below Canyon Lake Dam","Guadalupe","Comal",29.87,-98.19306,1812,"2006-01-27",0.5,"Low",7,NA,7.65,14.5,15,NA,0.5,NA,2006
"80230","Guadalupe River Immediately Below Canyon Lake Dam","Guadalupe","Comal",29.87,-98.19306,1812,"2006-02-21",0.66,"Normal",8,400,13,12,12.5,NA,1,NA,2006
"80230","Guadalupe River Immediately Below Canyon Lake Dam","Guadalupe","Comal",29.87,-98.19306,1812,"2006-03-21",0.66,"Low",7.9,400,11.5,18,12.9,NA,1,NA,2006
"80230","Guadalupe River Immediately Below Canyon Lake Dam","Guadalupe","Comal",29.87,-98.19306,1812,"2006-04-18",0.33,"Low",7.8,400,8.7,22,14.5,NA,1,NA,2006
"80230","Guadalupe River Immediately Below Canyon Lake Dam","Guadalupe","Comal",29.87,-98.19306,1812,"2006-05-09",0.66,"Normal",7.6,430,10.1,26,14.5,NA,0.33,NA,2006
"80230","Guadalupe River Immediately Below Canyon Lake Dam","Guadalupe","Comal",29.87,-98.19306,1812,"2006-06-13",0.66,"Low",7.5,NA,11.4,25,14,NA,0.33,NA,2006
"80230","Guadalupe River Immediately Below Canyon Lake Dam","Guadalupe","Comal",29.87,-98.19306,1812,"2006-07-11",0.66,"Normal",7.7,420,12.85,24,15,NA,0.33,NA,2006
"80230","Guadalupe River Immediately Below Canyon Lake Dam","Guadalupe","Comal",29.87,-98.19306,1812,"2006-08-08",0.33,"Low",7.7,430,12.2,22,15,NA,0.33,NA,2006
"80230","Guadalupe River Immediately Below Canyon Lake Dam","Guadalupe","Comal",29.87,-98.19306,1812,"2006-09-12",0.33,"Low",7.8,420,12.3,21,15,NA,0.33,NA,2006
"80230","Guadalupe River Immediately Below Canyon Lake Dam","Guadalupe","Comal",29.87,-98.19306,1812,"2006-10-10",0.33,"Low",7.2,410,12.4,25,15,NA,NA,NA,2006
