"site_id","name","basin","county","latitude","longitude","stream_segment","date","sample_depth","flow_severity","pH","conductivity","dissolved_oxygen","air_temp","water_temp","ecoli_avg","secchi_disk_transparency","nitrate_nitrogen","year"
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2014-04-17",0.2,"Low",8,930,6,14,15,NA,NA,15,2014
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2014-05-15",0.2,"Low",7.5,550,5.2,14,14,NA,NA,7,2014
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2014-05-15",0.2,"Low",7.5,550,5.2,14,14,NA,NA,7,2014
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2014-06-19",0.15,"Low",8,770,4,25.5,25,120,NA,8,2014
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2014-07-17",0.4,"Low",7.7,NA,4.8,27,24,NA,NA,NA,2014
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2014-08-21",0.27,"Low",8,900,4.9,24,25,NA,NA,15,2014
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2014-09-18",0.1,"Low",7.5,860,3.8,23,24.5,120,NA,15,2014
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2014-09-18",0.1,"Low",7.5,860,3.8,23,24.5,120,NA,15,2014
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2014-10-16",0.15,"Normal",0,850,4.75,12,16,NA,NA,15,2014
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2014-11-20",0.2,"Normal",7.3,710,7.5,25,13,NA,NA,7.39,2014
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2014-12-18",0.21,"Normal",7.7,830,5.7,14,14,NA,NA,8,2014
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2014-12-18",0.21,"Normal",7.7,830,5.7,14,14,NA,NA,8.04,2014
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2015-01-15",0.15,"Normal",7,780,9,7,9.6,NA,NA,8.19,2015
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2015-02-19",0.15,"Normal",7.6,810,8.3,15,11.5,NA,NA,NA,2015
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2015-03-12",0.16,"Normal",8,690,7,12,13,160,NA,4.78,2015
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2016-10-20",0.15,"Low",7.8,730,4.1,21,23,NA,NA,NA,2016
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2017-02-16",0.3,"High",7.7,510,7.3,6,12,NA,NA,NA,2017
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2017-09-21",0.16,"Low",7.5,880,4.8,24,24,40,NA,NA,2017
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2018-04-19",0.15,"Low",7.5,850,6.2,15,17,0,NA,11.4,2018
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2018-05-17",0.15,"Low",8,750,5.1,24,23,0,NA,8.12,2018
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2018-06-21",0.15,"Low",8,930,6.6,24,24,120,NA,NA,2018
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2018-07-19",0.15,"Low",8,NA,5.3,26,25,0,NA,NA,2018
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2018-08-16",0.15,"Low",8,820,4.1,27,25,0,NA,NA,2018
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2018-09-20",0.2,"Low",7.7,570,5.65,23,25,0,NA,1.25,2018
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2018-10-18",0.5,"Flood",8,520,7,10,16,0,NA,1.07,2018
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2018-11-15",0.15,"High",7.6,600,7.8,11,11,0,NA,1.69,2018
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2018-12-20",0.21,"Normal",7.75,600,7.25,12,12,50,NA,1.89,2018
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2019-01-17",0.15,"High",8,590,8,12,14,0,NA,1.66,2019
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2019-02-21",0.5,"Normal",7.5,610,7.7,10,12,0,NA,2.41,2019
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2019-03-21",0.21,"Low",8,620,6.5,13,15,40,NA,3.42,2019
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2019-04-18",0.15,"High",7.5,NA,5.4,16,19,0,NA,1.25,2019
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2019-05-16",0.15,"High",7,563,5.65,22,23.8,0,NA,1.23,2019
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2019-06-20",0.15,"Normal",7.5,526,3.9,27,26.7,100,NA,3.08,2019
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2019-07-18",0.15,"Normal",7.9,651,4.15,26,26.7,0,NA,5.32,2019
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2019-08-15",0.2,"Low",8,799,4,25,26.4,NA,NA,NA,2019
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2019-09-19",0.21,"Low",8,922,4.8,26,25.5,60,NA,11.3,2019
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2019-10-17",0.22,"Low",8,500,4.65,17.9,18.8,NA,NA,1.2,2019
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2019-11-21",0.18,"Low",8,1080,4.5,20,20.2,NA,NA,11.7,2019
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2019-12-19",0.15,"Low",8,972,7.8,3.4,8,NA,NA,11.3,2019
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2020-01-16",0.15,"Low",8,884,5.5,20,19.8,250,NA,NA,2020
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2020-02-20",0.25,"Normal",8,796,6.7,7,12,NA,NA,7.39,2020
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2020-07-16",0.24,"Low",8,873,0,26,26,50,NA,11.1,2020
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2020-08-20",0.15,"Low",8,892,5.25,19,23.7,NA,NA,14.8,2020
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2020-09-17",0.15,"Low",8,742,4.9,24,26,NA,NA,9.17,2020
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2020-10-15",0.18,"Low",8,860,5.15,22,22,NA,NA,12.6,2020
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2020-11-19",0.21,"Low",8,967,6.5,24,24,NA,NA,NA,2020
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2020-12-17",0.24,"Low",7.6,911,7.05,4,17,NA,NA,7.37,2020
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2021-01-21",0.11,"Low",8,1222,7.9,14,15,20,NA,NA,2021
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2021-02-25",0.22,"Low",8,867,7.2,17,15,NA,NA,14.8,2021
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2021-03-18",0.21,"Low",8,832,5.95,9,13.2,NA,NA,5.72,2021
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2021-04-15",0.15,"Low",8,830,4.95,17,20,NA,NA,NA,2021
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2021-05-20",0.21,NA,NA,NA,NA,NA,NA,NA,NA,4.68,2021
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2021-05-20",0.21,"Normal",8,496,5.4,17,19.8,NA,NA,NA,2021
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2021-05-20",0.21,NA,NA,NA,NA,NA,NA,370,NA,NA,2021
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2021-06-17",0.2,"Normal",NA,NA,NA,NA,NA,NA,NA,3.39,2021
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2021-06-17",0.2,"Normal",7.6,670,5.2,25,25,NA,NA,NA,2021
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2021-07-15",0.21,"Normal",8,621,5.1,22,25,NA,NA,NA,2021
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2021-07-15",0.21,NA,NA,NA,NA,NA,NA,NA,NA,1.08,2021
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2021-08-19",0.21,"Normal",NA,NA,NA,NA,NA,NA,NA,0.447,2021
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2021-08-19",0.21,"Normal",8,385,4.4,26,25.7,NA,NA,NA,2021
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2021-09-16",0.22,NA,NA,NA,NA,NA,NA,NA,NA,0.215,2021
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2021-09-16",0.22,"Low",8,715,5,22,23.5,NA,NA,NA,2021
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2021-09-21",0.22,NA,NA,NA,NA,NA,NA,50,NA,NA,2021
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2021-10-21",0.12,"Normal",7.6,NA,5.15,18.5,21,NA,NA,NA,2021
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2021-10-21",0.12,NA,NA,NA,NA,NA,NA,NA,NA,0.13,2021
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2021-11-18",0.225,"Normal",NA,NA,NA,NA,NA,NA,NA,0.269,2021
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2021-11-18",0.225,"Normal",7.8,684,6.2,12.5,16.8,NA,NA,NA,2021
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2021-12-16",0.17,"Normal",8,753,NA,20.1,19,NA,NA,NA,2021
"15126","Cibolo Creek @ Menger Creek","San Antonio","Kendall",29.775,-98.70917,1908,"2021-12-16",0.17,"Normal",NA,NA,NA,NA,NA,NA,NA,NA,2021
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2012-03-15",0.15,"Normal",7.9,540,7.9,22,20,NA,NA,NA,2012
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2012-04-19",0.15,"Normal",7.8,630,6,20,23,NA,NA,NA,2012
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2012-05-17",0.15,"Normal",7.8,470,6.8,21.5,25,NA,NA,NA,2012
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2012-06-21",0.15,"No flow",7.5,450,4.15,25,28,NA,NA,NA,2012
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2012-07-19",0.17,"No flow",8,350,5.75,25,28,NA,NA,NA,2012
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2012-08-16",0.17,"No flow",7.6,340,4.1,23,29,NA,NA,NA,2012
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2012-09-20",0.17,"No flow",8,230,7.05,22,23.5,60,0.8,NA,2012
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2012-10-18",0.18,"Low",7.9,460,3,18,21.5,NA,NA,NA,2012
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2012-11-15",0.18,"No flow",8.1,450,6.8,NA,14.5,NA,1.2,NA,2012
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2012-12-20",0.17,"No flow",8.1,540,6.1,4,13,2520,NA,0,2012
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2012-12-20",0.17,"No flow",8.1,540,6.1,4,13,2520,NA,0,2012
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2013-01-17",0.15,"Normal",7.8,NA,7.3,11,9,NA,0.85,1,2013
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2013-04-18",0.17,"No flow",NA,NA,7.1,NA,21,NA,NA,1,2013
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2013-04-18",0.17,"No flow",NA,NA,7.1,NA,21,NA,NA,1,2013
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2013-05-16",0.17,"Normal",NA,NA,5.2,20,23,NA,0.9,2,2013
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2013-05-16",0.17,"Normal",NA,NA,5.2,20,23,NA,0.9,2,2013
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2013-06-20",0.17,"Low",NA,NA,6.4,23,NA,NA,0.8,1,2013
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2013-07-18",0.17,"Low",NA,NA,3.5,23,NA,NA,NA,1,2013
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2013-08-15",0.17,"No flow",7.7,460,2.3,26,29,NA,NA,1,2013
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2013-09-19",0.16,"No flow",7.7,420,2.9,23,26,2350,0.18,1,2013
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2013-10-17",0.16,"Normal",7.7,280,3.7,13,20,NA,0.75,1,2013
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2013-11-21",0.3,"No flow",8.5,330,8.9,21,19,NA,NA,NA,2013
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2013-12-19",0.16,"Low",7.5,330,8.8,17,12.5,NA,NA,0,2013
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2014-01-16",0.16,"Low",8.1,400,9.3,10,10,NA,0.2,1,2014
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2014-02-20",0.16,"No flow",7.9,380,9.6,18,17,NA,0.2,1,2014
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2014-03-20",0.16,"No flow",7.9,450,5.5,11,16,290,0.2,1,2014
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2014-04-17",0.16,"No flow",8.6,420,4.3,15,19,NA,NA,1,2014
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2014-05-15",0.16,"Low",7.9,210,2.7,17,19,NA,0.5,1,2014
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2014-06-19",0.16,"Low",7.8,320,3.5,23,26,780,NA,1,2014
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2014-07-17",0.16,"Low",7.2,450,3.6,23,27,NA,0.3,1,2014
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2014-08-21",0.16,"No flow",7.1,400,5.1,29,28,NA,0.3,1,2014
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2014-09-18",0.16,"No flow",7.8,320,7.2,24,26.7,1340,0.5,1,2014
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2014-10-16",0.16,"No flow",7.8,360,9.3,16.5,20,NA,0.5,1,2014
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2014-11-20",0.16,"Normal",7.9,530,8.9,16.5,11,NA,NA,0.207,2014
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2014-12-18",0.16,"Low",7.8,590,4.7,15.5,15.2,780,1,1,2014
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2014-12-18",0.16,"Low",7.8,590,4.7,15.5,15.2,780,1,1,2014
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2015-01-15",0.16,"Low",8,650,9.3,7,17,NA,NA,1,2015
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2015-03-12",0.16,"Normal",7.6,620,9.6,10,11.9,50,1,0.23,2015
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2018-05-17",0.15,"Normal",6.9,390,5.5,22,25,NA,NA,NA,2018
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2018-05-17",0.15,"Normal",6.9,390,5.5,22,25,0,NA,0.05,2018
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2018-06-21",0.1,"No flow",7,440,2.25,24,25,170,NA,0.13,2018
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2018-06-21",0.1,"No flow",7,440,2.25,24,25,0,NA,0.13,2018
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2018-07-19",0.1,"No flow",7.5,270,6.05,25.2,28,0,NA,0.19,2018
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2018-08-16",0.1,"No flow",7,270,5.3,25,27.2,0,NA,0.03,2018
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2018-09-20",0.1,"No flow",7,460,5.78,24.5,26.7,140,NA,0.25,2018
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2018-09-20",0.1,"No flow",7,460,5.78,24.5,26.7,NA,NA,NA,2018
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2018-10-18",0.1,"High",7,490,6.95,9,15.9,0,NA,0.44,2018
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2018-11-15",0.1,"Normal",7,550,9.55,10,10.9,0,NA,0.7,2018
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2018-12-20",0.1,"Normal",7,540,9.4,11,12.9,90,NA,0.5,2018
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2019-01-17",0.1,"Normal",7,550,9.3,11,13.4,0,NA,0.56,2019
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2019-02-21",0.1,"Normal",7,530,8.65,9.5,12.5,0,NA,0.5,2019
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2019-03-21",0.1,"Low",7,510,8.5,14,16.4,0,NA,0.1,2019
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2019-03-21",0.1,NA,NA,NA,NA,NA,NA,430,NA,NA,2019
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2019-04-17",0.1,NA,7,460,5.8,21,21.1,0,NA,0.11,2019
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2019-04-17",0.1,"Low",7,460,5.8,21,21.1,NA,NA,0.11,2019
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2019-05-16",0.1,"High",7,507,7,22,23,0,NA,0.3,2019
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2019-06-20",0.1,"No flow",7,471,6.25,25,27.4,570,NA,NA,2019
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2019-07-18",0.1,"Low",7,520,7.2,25,28.1,0,NA,0.1,2019
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2019-08-15",0.1,"No flow",7,495,6.65,24.5,29.2,0,NA,0.013,2019
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2019-09-19",0.1,"No flow",7,478,4.9,26,27.4,30,NA,0.12,2019
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2019-10-17",0.1,"No flow",7,423,3.85,14,22.5,NA,NA,0.1,2019
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2019-11-21",0.1,"No flow",7,455,8.65,20,17.2,NA,NA,0.7,2019
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2019-12-19",0.1,"No flow",7,534,4.7,3.5,9.7,NA,NA,0.2,2019
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2020-01-16",0.1,"No flow",7,490,8.3,19.5,16.3,200,NA,0.02,2020
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2020-02-20",0.15,"Normal",7.3,358,6.3,8,6.3,NA,NA,0.212,2020
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2020-07-16",0.15,"Low",7.4,456,3.4,26.6,29.6,40,NA,0.057,2020
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2020-08-20",0.22,"No flow",7.5,412,5,27,28,NA,NA,0.084,2020
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2020-09-17",0.15,"Low",7.8,268,6.4,24.8,25,NA,NA,0.81,2020
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2020-10-15",0.18,"No flow",7.7,411,5.4,24,23.8,NA,NA,0.63,2020
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2020-11-19",0.12,"Low",7.8,346,6.2,18.5,17.1,NA,NA,0.149,2020
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2020-12-17",0,"No flow",NA,NA,NA,NA,NA,NA,NA,NA,2020
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2021-01-21",0.12,"No flow",8,390,9.53,15,13.7,180,NA,0.176,2021
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2021-02-25",0.12,"No flow",7.7,391,11.05,13,14.7,NA,NA,0.128,2021
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2021-03-18",0.12,"Low",7,445,4.65,10.5,14.7,NA,0.58,0.212,2021
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2021-04-15",0.12,"No flow",7,496,2.55,18,21.6,NA,NA,0.92,2021
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2021-05-20",0.12,"Low",7,269,3.2,19,21.2,NA,NA,NA,2021
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2021-05-20",0.12,NA,NA,NA,NA,NA,NA,NA,NA,0.523,2021
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2021-05-20",0.12,NA,NA,NA,NA,NA,NA,620,NA,NA,2021
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2021-06-17",0.12,"High",7,590,5.3,26,27.5,NA,NA,NA,2021
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2021-06-17",0.12,NA,NA,NA,NA,NA,NA,NA,NA,0.547,2021
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2021-07-15",0.3,"High",7.7,541,5.35,24,27.3,NA,NA,NA,2021
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2021-08-19",0.13,"Normal",NA,NA,NA,NA,NA,NA,NA,0.174,2021
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2021-08-19",0.13,"Normal",7.7,499,4.45,25.5,27.4,NA,NA,NA,2021
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2021-09-16",0.22,"Low",7.4,468,5.1,21,25.4,NA,NA,NA,2021
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2021-09-16",0.22,"Low",NA,NA,NA,NA,NA,NA,NA,0.164,2021
"20823","Upper Cibolo Creek @ River Road Park","San Antonio","Kendall",29.78931,-98.72455,1908,"2021-09-21",0.1,NA,NA,NA,NA,NA,NA,70,NA,NA,2021
