"id","date","pcp_in","year","month","day"
"CICT2",2018-12-29,0.07,2018,12,29
"CICT2",2018-12-30,0.02,2018,12,30
"CICT2",2018-12-31,0.02,2018,12,31
"CICT2",2019-01-01,0.06,2019,1,1
"CICT2",2019-01-02,0.03,2019,1,2
"CICT2",2019-01-03,0.11,2019,1,3
"CICT2",2019-01-04,0.51,2019,1,4
"CICT2",2019-01-05,0.58,2019,1,5
"CICT2",2019-01-06,0,2019,1,6
"CICT2",2019-01-07,0,2019,1,7
"CICT2",2019-01-08,0,2019,1,8
"CICT2",2019-01-09,0,2019,1,9
"CICT2",2019-01-10,0,2019,1,10
"CICT2",2019-01-11,0.02,2019,1,11
"CICT2",2019-01-12,0.46,2019,1,12
"CICT2",2019-01-13,0,2019,1,13
"CICT2",2019-01-14,0,2019,1,14
"CICT2",2019-01-15,0,2019,1,15
"CICT2",2019-01-16,0.02,2019,1,16
"CICT2",2019-01-17,0.02,2019,1,17
"CICT2",2019-01-18,0,2019,1,18
"CICT2",2019-01-19,0,2019,1,19
"CICT2",2019-01-20,0,2019,1,20
"CICT2",2019-01-21,0,2019,1,21
"CICT2",2019-01-22,0,2019,1,22
"CICT2",2019-01-23,0.24,2019,1,23
"CICT2",2019-01-24,0,2019,1,24
"CICT2",2019-01-25,0,2019,1,25
"CICT2",2019-01-26,0,2019,1,26
"CICT2",2019-01-27,0.17,2019,1,27
"CICT2",2019-01-28,0,2019,1,28
"CICT2",2019-01-29,0,2019,1,29
"CICT2",2019-01-30,0,2019,1,30
"CICT2",2019-01-31,0,2019,1,31
"CICT2",2019-02-01,0.05,2019,2,1
"CICT2",2019-02-02,0.05,2019,2,2
"CICT2",2019-02-03,0.02,2019,2,3
"CICT2",2019-02-04,0.01,2019,2,4
"CICT2",2019-02-05,0,2019,2,5
"CICT2",2019-02-06,0.01,2019,2,6
"CICT2",2019-02-07,0.01,2019,2,7
"CICT2",2019-02-08,0,2019,2,8
"CICT2",2019-02-09,0.15,2019,2,9
"CICT2",2019-02-10,0.34,2019,2,10
"CICT2",2019-02-11,0.02,2019,2,11
"CICT2",2019-02-12,0.06,2019,2,12
"CICT2",2019-02-13,0,2019,2,13
"CICT2",2019-02-14,0,2019,2,14
"CICT2",2019-02-15,0,2019,2,15
"CICT2",2019-02-16,0,2019,2,16
"CICT2",2019-02-17,0,2019,2,17
"CICT2",2019-02-18,0,2019,2,18
"CICT2",2019-02-19,0,2019,2,19
"CICT2",2019-02-20,0.02,2019,2,20
"CICT2",2019-02-21,0,2019,2,21
"CICT2",2019-02-22,0,2019,2,22
"CICT2",2019-02-23,0.04,2019,2,23
"CICT2",2019-02-24,0,2019,2,24
"CICT2",2019-02-25,0,2019,2,25
"CICT2",2019-02-26,0,2019,2,26
"CICT2",2019-02-27,0.02,2019,2,27
"CICT2",2019-02-28,0,2019,2,28
"CICT2",2019-03-01,0.01,2019,3,1
"CICT2",2019-03-02,0.01,2019,3,2
"CICT2",2019-03-03,0.06,2019,3,3
"CICT2",2019-03-04,0,2019,3,4
"CICT2",2019-03-05,0,2019,3,5
"CICT2",2019-03-06,0,2019,3,6
"CICT2",2019-03-07,0,2019,3,7
"CICT2",2019-03-08,0,2019,3,8
"CICT2",2019-03-09,0,2019,3,9
"CICT2",2019-03-10,0,2019,3,10
"CICT2",2019-03-11,0.02,2019,3,11
"CICT2",2019-03-12,0.04,2019,3,12
"CICT2",2019-03-13,0.31,2019,3,13
"CICT2",2019-03-14,0.05,2019,3,14
"CICT2",2019-03-15,0,2019,3,15
"CICT2",2019-03-16,0,2019,3,16
"CICT2",2019-03-17,0,2019,3,17
"CICT2",2019-03-18,0,2019,3,18
"CICT2",2019-03-19,0,2019,3,19
"CICT2",2019-03-20,0,2019,3,20
"CICT2",2019-03-21,0,2019,3,21
"CICT2",2019-03-22,0,2019,3,22
"CICT2",2019-03-23,0,2019,3,23
"CICT2",2019-03-24,0,2019,3,24
"CICT2",2019-03-25,0.01,2019,3,25
"CICT2",2019-03-26,0,2019,3,26
"CICT2",2019-03-27,0,2019,3,27
"CICT2",2019-03-28,0,2019,3,28
"CICT2",2019-03-29,0,2019,3,29
"CICT2",2019-03-30,0,2019,3,30
"CICT2",2019-03-31,0,2019,3,31
"CICT2",2019-04-01,0,2019,4,1
"CICT2",2019-04-02,0,2019,4,2
"CICT2",2019-04-03,0,2019,4,3
"CICT2",2019-04-04,0.12,2019,4,4
"CICT2",2019-04-05,0,2019,4,5
"CICT2",2019-04-06,0,2019,4,6
"CICT2",2019-04-07,0.23,2019,4,7
"CICT2",2019-04-08,0.56,2019,4,8
"CICT2",2019-04-09,0.12,2019,4,9
"CICT2",2019-04-10,0,2019,4,10
"CICT2",2019-04-11,0,2019,4,11
"CICT2",2019-04-12,0,2019,4,12
"CICT2",2019-04-13,0,2019,4,13
"CICT2",2019-04-14,0.34,2019,4,14
"CICT2",2019-04-15,0.02,2019,4,15
"CICT2",2019-04-16,0,2019,4,16
"CICT2",2019-04-17,0,2019,4,17
"CICT2",2019-04-18,0.01,2019,4,18
"CICT2",2019-04-19,0.02,2019,4,19
"CICT2",2019-04-20,0.01,2019,4,20
"CICT2",2019-04-21,0.01,2019,4,21
"CICT2",2019-04-22,0,2019,4,22
"CICT2",2019-04-23,0.01,2019,4,23
"CICT2",2019-04-24,0.03,2019,4,24
"CICT2",2019-04-25,0.03,2019,4,25
"CICT2",2019-04-26,0.01,2019,4,26
"CICT2",2019-04-27,0.01,2019,4,27
"CICT2",2019-04-28,0.01,2019,4,28
"CICT2",2019-04-29,0,2019,4,29
"CICT2",2019-04-30,0.01,2019,4,30
"CICT2",2019-05-01,0.01,2019,5,1
"CICT2",2019-05-02,0.01,2019,5,2
"CICT2",2019-05-03,0,2019,5,3
"CICT2",2019-05-04,0.01,2019,5,4
"CICT2",2019-05-05,0.01,2019,5,5
"CICT2",2019-05-06,0.07,2019,5,6
"CICT2",2019-05-07,0.02,2019,5,7
"CICT2",2019-05-08,0.01,2019,5,8
"CICT2",2019-05-09,0.01,2019,5,9
"CICT2",2019-05-10,0.01,2019,5,10
"CICT2",2019-05-11,0.01,2019,5,11
"CICT2",2019-05-12,0.01,2019,5,12
"CICT2",2019-05-13,0.01,2019,5,13
"CICT2",2019-05-14,0,2019,5,14
"CICT2",2019-05-15,0.01,2019,5,15
"CICT2",2019-05-16,0,2019,5,16
"CICT2",2019-05-17,0.01,2019,5,17
"CICT2",2019-05-18,0,2019,5,18
"CICT2",2019-05-19,0.01,2019,5,19
"CICT2",2019-05-20,0,2019,5,20
"CICT2",2019-05-21,0,2019,5,21
"CICT2",2019-05-22,0,2019,5,22
"CICT2",2019-05-23,0.01,2019,5,23
"CICT2",2019-05-24,0,2019,5,24
"CICT2",2019-05-25,0,2019,5,25
"CICT2",2019-05-26,0,2019,5,26
"CICT2",2019-05-27,0,2019,5,27
"CICT2",2019-05-28,0,2019,5,28
"CICT2",2019-05-29,0,2019,5,29
"CICT2",2019-05-30,0.09,2019,5,30
"CICT2",2019-05-31,0.02,2019,5,31
"CICT2",2019-06-01,0,2019,6,1
"CICT2",2019-06-02,0,2019,6,2
"CICT2",2019-06-03,0,2019,6,3
"CICT2",2019-06-04,0,2019,6,4
"CICT2",2019-06-05,0.15,2019,6,5
"CICT2",2019-06-06,0.18,2019,6,6
"CICT2",2019-06-07,0.1,2019,6,7
"CICT2",2019-06-08,0,2019,6,8
"CICT2",2019-06-09,0,2019,6,9
"CICT2",2019-06-10,2.36,2019,6,10
"CICT2",2019-06-11,0,2019,6,11
"CICT2",2019-06-12,0.13,2019,6,12
"CICT2",2019-06-13,0,2019,6,13
"CICT2",2019-06-14,0,2019,6,14
"CICT2",2019-06-15,0,2019,6,15
"CICT2",2019-06-16,0,2019,6,16
"CICT2",2019-06-17,1,2019,6,17
"CICT2",2019-06-18,0.12,2019,6,18
"CICT2",2019-06-19,0,2019,6,19
"CICT2",2019-06-20,0,2019,6,20
"CICT2",2019-06-21,0,2019,6,21
"CICT2",2019-06-22,0.21,2019,6,22
"CICT2",2019-06-23,0.02,2019,6,23
"CICT2",2019-06-24,0,2019,6,24
"CICT2",2019-06-25,0.25,2019,6,25
"CICT2",2019-06-26,1.16,2019,6,26
"CICT2",2019-06-27,0.58,2019,6,27
"CICT2",2019-06-28,0.1,2019,6,28
"CICT2",2019-06-29,0.03,2019,6,29
"CICT2",2019-06-30,0.3,2019,6,30
"CICT2",2019-07-01,0.37,2019,7,1
"CICT2",2019-07-02,0,2019,7,2
"CICT2",2019-07-03,0,2019,7,3
"CICT2",2019-07-04,0,2019,7,4
"CICT2",2019-07-05,0,2019,7,5
"CICT2",2019-07-06,0,2019,7,6
"CICT2",2019-07-07,0,2019,7,7
"CICT2",2019-07-08,0,2019,7,8
"CICT2",2019-07-09,0,2019,7,9
"CICT2",2019-07-10,0,2019,7,10
"CICT2",2019-07-11,0,2019,7,11
"CICT2",2019-07-12,0,2019,7,12
"CICT2",2019-07-13,0.02,2019,7,13
"CICT2",2019-07-14,0,2019,7,14
"CICT2",2019-07-15,0,2019,7,15
"CICT2",2019-07-16,0,2019,7,16
"CICT2",2019-07-17,0,2019,7,17
"CICT2",2019-07-18,0,2019,7,18
"CICT2",2019-07-19,0,2019,7,19
"CICT2",2019-07-20,0,2019,7,20
"CICT2",2019-07-21,0,2019,7,21
"CICT2",2019-07-22,0,2019,7,22
"CICT2",2019-07-23,0,2019,7,23
"CICT2",2019-07-24,0,2019,7,24
"CICT2",2019-07-25,0,2019,7,25
"CICT2",2019-07-26,0,2019,7,26
"CICT2",2019-07-27,0,2019,7,27
"CICT2",2019-07-28,0,2019,7,28
"CICT2",2019-07-29,0,2019,7,29
"CICT2",2019-07-30,0,2019,7,30
"CICT2",2019-07-31,0,2019,7,31
"CICT2",2019-08-01,0,2019,8,1
"CICT2",2019-08-02,0,2019,8,2
"CICT2",2019-08-03,0,2019,8,3
"CICT2",2019-08-04,0.11,2019,8,4
"CICT2",2019-08-05,0,2019,8,5
"CICT2",2019-08-06,0,2019,8,6
"CICT2",2019-08-07,0,2019,8,7
"CICT2",2019-08-08,0,2019,8,8
"CICT2",2019-08-09,0,2019,8,9
"CICT2",2019-08-10,0,2019,8,10
"CICT2",2019-08-11,0,2019,8,11
"CICT2",2019-08-12,0,2019,8,12
"CICT2",2019-08-13,0,2019,8,13
"CICT2",2019-08-14,0,2019,8,14
"CICT2",2019-08-15,0.27,2019,8,15
"CICT2",2019-08-16,0,2019,8,16
"CICT2",2019-08-17,0,2019,8,17
"CICT2",2019-08-18,0,2019,8,18
"CICT2",2019-08-19,0,2019,8,19
"CICT2",2019-08-20,0,2019,8,20
"CICT2",2019-08-21,0,2019,8,21
"CICT2",2019-08-22,0,2019,8,22
"CICT2",2019-08-23,0.39,2019,8,23
"CICT2",2019-08-24,0,2019,8,24
"CICT2",2019-08-25,0.01,2019,8,25
"CICT2",2019-08-26,0,2019,8,26
"CICT2",2019-08-27,0,2019,8,27
"CICT2",2019-08-28,0,2019,8,28
"CICT2",2019-08-29,0,2019,8,29
"CICT2",2019-08-30,0,2019,8,30
"CICT2",2019-08-31,0,2019,8,31
"CICT2",2019-09-01,0,2019,9,1
"CICT2",2019-09-02,0.03,2019,9,2
"CICT2",2019-09-03,0,2019,9,3
"CICT2",2019-09-04,0,2019,9,4
"CICT2",2019-09-05,0,2019,9,5
"CICT2",2019-09-06,0.03,2019,9,6
"CICT2",2019-09-07,0,2019,9,7
"CICT2",2019-09-08,0,2019,9,8
"CICT2",2019-09-09,0,2019,9,9
"CICT2",2019-09-10,0,2019,9,10
"CICT2",2019-09-11,0,2019,9,11
"CICT2",2019-09-12,0.59,2019,9,12
"CICT2",2019-09-13,0,2019,9,13
"CICT2",2019-09-14,0,2019,9,14
"CICT2",2019-09-15,0,2019,9,15
"CICT2",2019-09-16,0,2019,9,16
"CICT2",2019-09-17,0,2019,9,17
"CICT2",2019-09-18,0,2019,9,18
"CICT2",2019-09-19,0,2019,9,19
"CICT2",2019-09-20,0.12,2019,9,20
"CICT2",2019-09-21,0.03,2019,9,21
"CICT2",2019-09-22,0,2019,9,22
"CICT2",2019-09-23,0,2019,9,23
"CICT2",2019-09-24,0,2019,9,24
"CICT2",2019-09-25,0,2019,9,25
"CICT2",2019-09-26,0,2019,9,26
"CICT2",2019-09-27,0,2019,9,27
"CICT2",2019-09-28,0,2019,9,28
"CICT2",2019-09-29,0.3,2019,9,29
"CICT2",2019-09-30,0,2019,9,30
"CICT2",2019-10-01,0.05,2019,10,1
"CICT2",2019-10-02,0,2019,10,2
"CICT2",2019-10-03,0,2019,10,3
"CICT2",2019-10-04,0,2019,10,4
"CICT2",2019-10-05,0,2019,10,5
"CICT2",2019-10-06,0,2019,10,6
"CICT2",2019-10-07,0,2019,10,7
"CICT2",2019-10-08,0,2019,10,8
"CICT2",2019-10-09,0,2019,10,9
"CICT2",2019-10-10,0,2019,10,10
"CICT2",2019-10-11,0.01,2019,10,11
"CICT2",2019-10-12,0,2019,10,12
"CICT2",2019-10-13,0,2019,10,13
"CICT2",2019-10-14,0,2019,10,14
"CICT2",2019-10-15,0,2019,10,15
"CICT2",2019-10-16,1.89,2019,10,16
"CICT2",2019-10-17,0.01,2019,10,17
"CICT2",2019-10-18,0,2019,10,18
"CICT2",2019-10-19,0,2019,10,19
"CICT2",2019-10-20,0,2019,10,20
"CICT2",2019-10-21,0.2,2019,10,21
"CICT2",2019-10-22,0,2019,10,22
"CICT2",2019-10-23,0,2019,10,23
"CICT2",2019-10-24,0,2019,10,24
"CICT2",2019-10-25,0.73,2019,10,25
"CICT2",2019-10-26,0,2019,10,26
"CICT2",2019-10-27,0,2019,10,27
"CICT2",2019-10-28,0,2019,10,28
"CICT2",2019-10-29,0.14,2019,10,29
"CICT2",2019-10-30,0.19,2019,10,30
"CICT2",2019-10-31,0.04,2019,10,31
"CICT2",2019-11-01,0,2019,11,1
"CICT2",2019-11-02,0,2019,11,2
"CICT2",2019-11-03,0,2019,11,3
"CICT2",2019-11-04,0,2019,11,4
"CICT2",2019-11-05,0,2019,11,5
"CICT2",2019-11-06,0.07,2019,11,6
"CICT2",2019-11-07,0.08,2019,11,7
"CICT2",2019-11-08,0.27,2019,11,8
"CICT2",2019-11-09,0.03,2019,11,9
"CICT2",2019-11-10,0,2019,11,10
"CICT2",2019-11-11,0,2019,11,11
"CICT2",2019-11-12,0.02,2019,11,12
"CICT2",2019-11-13,0.05,2019,11,13
"CICT2",2019-11-14,0.02,2019,11,14
"CICT2",2019-11-15,0.19,2019,11,15
"CICT2",2019-11-16,0,2019,11,16
"CICT2",2019-11-17,0,2019,11,17
"CICT2",2019-11-18,0,2019,11,18
"CICT2",2019-11-19,0,2019,11,19
"CICT2",2019-11-20,0,2019,11,20
"CICT2",2019-11-21,0,2019,11,21
"CICT2",2019-11-22,0,2019,11,22
"CICT2",2019-11-23,0,2019,11,23
"CICT2",2019-11-24,0,2019,11,24
"CICT2",2019-11-25,0,2019,11,25
"CICT2",2019-11-26,0,2019,11,26
"CICT2",2019-11-27,0,2019,11,27
"CICT2",2019-11-28,0.03,2019,11,28
"CICT2",2019-11-29,0.07,2019,11,29
"CICT2",2019-11-30,0.2,2019,11,30
"CICT2",2019-12-01,0.01,2019,12,1
"CICT2",2019-12-02,0,2019,12,2
"CICT2",2019-12-03,0,2019,12,3
"CICT2",2019-12-04,0,2019,12,4
"CICT2",2019-12-05,0,2019,12,5
"CICT2",2019-12-06,0,2019,12,6
"CICT2",2019-12-07,0,2019,12,7
"CICT2",2019-12-08,0,2019,12,8
"CICT2",2019-12-09,0,2019,12,9
"CICT2",2019-12-10,0,2019,12,10
"CICT2",2019-12-11,0.15,2019,12,11
"CICT2",2019-12-12,0,2019,12,12
"CICT2",2019-12-13,0,2019,12,13
"CICT2",2019-12-14,0,2019,12,14
"CICT2",2019-12-15,0,2019,12,15
"CICT2",2019-12-16,0,2019,12,16
"CICT2",2019-12-17,0.02,2019,12,17
"CICT2",2019-12-18,0,2019,12,18
"CICT2",2019-12-19,0,2019,12,19
"CICT2",2019-12-20,0,2019,12,20
"CICT2",2019-12-21,0.29,2019,12,21
"CICT2",2019-12-22,0,2019,12,22
"CICT2",2019-12-23,0,2019,12,23
"CICT2",2019-12-24,0,2019,12,24
"CICT2",2019-12-25,0,2019,12,25
"CICT2",2019-12-26,0,2019,12,26
"CICT2",2019-12-27,0,2019,12,27
"CICT2",2019-12-28,0,2019,12,28
"CICT2",2019-12-29,0.01,2019,12,29
"CICT2",2019-12-30,0,2019,12,30
"CICT2",2019-12-31,0,2019,12,31
"CICT2",2020-01-01,0,2020,1,1
"CICT2",2020-01-02,0,2020,1,2
"CICT2",2020-01-03,0,2020,1,3
"CICT2",2020-01-04,0,2020,1,4
"CICT2",2020-01-05,0,2020,1,5
"CICT2",2020-01-06,0,2020,1,6
"CICT2",2020-01-07,0,2020,1,7
"CICT2",2020-01-08,0,2020,1,8
"CICT2",2020-01-09,0,2020,1,9
"CICT2",2020-01-10,0,2020,1,10
"CICT2",2020-01-11,0.76,2020,1,11
"CICT2",2020-01-12,0,2020,1,12
"CICT2",2020-01-13,0,2020,1,13
"CICT2",2020-01-14,0.03,2020,1,14
"CICT2",2020-01-15,0,2020,1,15
"CICT2",2020-01-16,0.04,2020,1,16
"CICT2",2020-01-17,1.28,2020,1,17
"CICT2",2020-01-18,0.29,2020,1,18
"CICT2",2020-01-19,0,2020,1,19
"CICT2",2020-01-20,0,2020,1,20
"CICT2",2020-01-21,0,2020,1,21
"CICT2",2020-01-22,0.28,2020,1,22
"CICT2",2020-01-23,0.21,2020,1,23
"CICT2",2020-01-24,0,2020,1,24
"CICT2",2020-01-25,0.01,2020,1,25
"CICT2",2020-01-26,0.06,2020,1,26
"CICT2",2020-01-27,0,2020,1,27
"CICT2",2020-01-28,0.32,2020,1,28
"CICT2",2020-01-29,0,2020,1,29
"CICT2",2020-01-30,0,2020,1,30
"CICT2",2020-01-31,0,2020,1,31
"CICT2",2020-02-01,0,2020,2,1
"CICT2",2020-02-02,0,2020,2,2
"CICT2",2020-02-03,0,2020,2,3
"CICT2",2020-02-04,0,2020,2,4
"CICT2",2020-02-05,0,2020,2,5
"CICT2",2020-02-06,0,2020,2,6
"CICT2",2020-02-07,0,2020,2,7
"CICT2",2020-02-08,0,2020,2,8
"CICT2",2020-02-09,0.04,2020,2,9
"CICT2",2020-02-10,0.06,2020,2,10
"CICT2",2020-02-11,0.1,2020,2,11
"CICT2",2020-02-12,1.25,2020,2,12
"CICT2",2020-02-13,0.01,2020,2,13
"CICT2",2020-02-14,0,2020,2,14
"CICT2",2020-02-15,0,2020,2,15
"CICT2",2020-02-16,0,2020,2,16
"CICT2",2020-02-17,0,2020,2,17
"CICT2",2020-02-18,0,2020,2,18
"CICT2",2020-02-19,0.02,2020,2,19
"CICT2",2020-02-20,0.04,2020,2,20
"CICT2",2020-02-21,0.07,2020,2,21
"CICT2",2020-02-22,0,2020,2,22
"CICT2",2020-02-23,0,2020,2,23
"CICT2",2020-02-24,0,2020,2,24
"CICT2",2020-02-25,0,2020,2,25
"CICT2",2020-02-26,0,2020,2,26
"CICT2",2020-02-27,0,2020,2,27
"CICT2",2020-02-28,0,2020,2,28
"CICT2",2020-02-29,0,2020,2,29
"CICT2",2020-03-01,0,2020,3,1
"CICT2",2020-03-02,0,2020,3,2
"CICT2",2020-03-03,0,2020,3,3
"CICT2",2020-03-04,0.49,2020,3,4
"CICT2",2020-03-05,0.07,2020,3,5
"CICT2",2020-03-06,0,2020,3,6
"CICT2",2020-03-07,0,2020,3,7
"CICT2",2020-03-08,0,2020,3,8
"CICT2",2020-03-09,0,2020,3,9
"CICT2",2020-03-10,0.11,2020,3,10
"CICT2",2020-03-11,0.01,2020,3,11
"CICT2",2020-03-12,0,2020,3,12
"CICT2",2020-03-13,0,2020,3,13
"CICT2",2020-03-14,0,2020,3,14
"CICT2",2020-03-15,0,2020,3,15
"CICT2",2020-03-16,0.12,2020,3,16
"CICT2",2020-03-17,0.01,2020,3,17
"CICT2",2020-03-18,0.03,2020,3,18
"CICT2",2020-03-19,0,2020,3,19
"CICT2",2020-03-20,0.1,2020,3,20
"CICT2",2020-03-21,0.31,2020,3,21
"CICT2",2020-03-22,0.65,2020,3,22
"CICT2",2020-03-23,0.08,2020,3,23
"CICT2",2020-03-24,0,2020,3,24
"CICT2",2020-03-25,0,2020,3,25
"CICT2",2020-03-26,0,2020,3,26
"CICT2",2020-03-27,0,2020,3,27
"CICT2",2020-03-28,0,2020,3,28
"CICT2",2020-03-29,0,2020,3,29
"CICT2",2020-03-30,0,2020,3,30
"CICT2",2020-03-31,0.05,2020,3,31
"CICT2",2020-04-01,0,2020,4,1
"CICT2",2020-04-02,0,2020,4,2
"CICT2",2020-04-03,0.22,2020,4,3
"CICT2",2020-04-04,0.42,2020,4,4
"CICT2",2020-04-05,0.61,2020,4,5
"CICT2",2020-04-06,0,2020,4,6
"CICT2",2020-04-07,0,2020,4,7
"CICT2",2020-04-08,0,2020,4,8
"CICT2",2020-04-09,0,2020,4,9
"CICT2",2020-04-10,0.04,2020,4,10
"CICT2",2020-04-11,0.01,2020,4,11
"CICT2",2020-04-12,0.09,2020,4,12
"CICT2",2020-04-13,0,2020,4,13
"CICT2",2020-04-14,0,2020,4,14
"CICT2",2020-04-15,0,2020,4,15
"CICT2",2020-04-16,0,2020,4,16
