"site","julian","date","mean_depth_ft","status","colorStatus"
5758203,"1","2020-01-01",58.44,"Extremely Wet","navy"
5758203,"32","2020-02-01",58.445,"Extremely Wet","navy"
5758203,"61","2020-03-01",58.45,"Extremely Wet","navy"
5758203,"92","2020-04-01",58.455,"Extremely Wet","navy"
5758203,"122","2020-05-01",58.46,"Extremely Wet","navy"
5758203,"153","2020-06-01",58.465,"Extremely Wet","navy"
5758203,"183","2020-07-01",58.465,"Extremely Wet","navy"
5758203,"214","2020-08-01",58.465,"Extremely Wet","navy"
5758203,"245","2020-09-01",58.465,"Extremely Wet","navy"
5758203,"275","2020-10-01",58.47,"Extremely Wet","navy"
5758203,"306","2020-11-01",58.465,"Extremely Wet","navy"
5758203,"336","2020-12-01",58.46,"Extremely Wet","navy"
5758203,"1","2021-01-01",58.46,"Extremely Wet","navy"
5758203,"32","2021-02-01",58.465,"Extremely Wet","navy"
5758203,"60","2021-03-01",58.46,"Extremely Wet","navy"
5758203,"91","2021-04-01",58.48,"Extremely Wet","navy"
5758203,"121","2021-05-01",58.475,"Extremely Wet","navy"
5758203,"152","2021-06-01",58.48,"Extremely Wet","navy"
5758203,"182","2021-07-01",58.475,"Extremely Wet","navy"
5758203,"213","2021-08-01",58.465,"Extremely Wet","navy"
5758203,"244","2021-09-01",58.47,"Extremely Wet","navy"
5758203,"274","2021-10-01",58.475,"Extremely Wet","navy"
5758203,"305","2021-11-01",58.47,"Very Wet","blue"
5758203,"335","2021-12-01",58.47,"Very Wet","blue"
5758203,"1","2022-01-01",58.465,"Very Wet","blue"
5758203,"32","2022-02-01",58.465,"Extremely Wet","navy"
5758203,"60","2022-03-01",58.48,"Very Wet","blue"
5758402,"1","2020-01-01",177.41,"Moderately Dry","orange"
5758402,"32","2020-02-01",177.305,"Moderately Dry","orange"
5758402,"61","2020-03-01",177.165,"Moderately Dry","orange"
5758402,"92","2020-04-01",177.09,"Extremely Dry","darkred"
5758402,"122","2020-05-01",177.66,"Extremely Dry","darkred"
5758402,"153","2020-06-01",178.8,"Extremely Dry","darkred"
5758402,"183","2020-07-01",180.46,"Extremely Dry","darkred"
5758402,"214","2020-08-01",182.26,"Extremely Dry","darkred"
5758402,"245","2020-09-01",181.555,"Extremely Dry","darkred"
5758402,"275","2020-10-01",181.885,"Extremely Dry","darkred"
5758402,"306","2020-11-01",183.115,"Extremely Dry","darkred"
5758402,"336","2020-12-01",183.06,"Extremely Dry","darkred"
5758402,"1","2021-01-01",183.595,"Extremely Dry","darkred"
5758402,"32","2021-02-01",183.675,"Extremely Dry","darkred"
5758402,"60","2021-03-01",184.11,"Extremely Dry","darkred"
5758402,"91","2021-04-01",184.765,"Extremely Dry","darkred"
5758402,"121","2021-05-01",184.795,"Extremely Dry","darkred"
5758402,"152","2021-06-01",184.17,"Extremely Dry","darkred"
5758402,"182","2021-07-01",184.28,"Extremely Dry","darkred"
5758402,"213","2021-08-01",185.445,"Extremely Dry","darkred"
5758402,"244","2021-09-01",185.755,"Extremely Dry","darkred"
5758402,"274","2021-10-01",185.37,"Extremely Dry","darkred"
5758402,"305","2021-11-01",185.055,"Extremely Dry","darkred"
5758402,"335","2021-12-01",184.945,"Extremely Dry","darkred"
5758402,"1","2022-01-01",184.67,"Extremely Dry","darkred"
5758402,"32","2022-02-01",184.01,"Extremely Dry","darkred"
5758402,"60","2022-03-01",184.915,"Extremely Dry","darkred"
6801314,"1","2020-01-01",151.185,"Moderately Dry","orange"
6801314,"32","2020-02-01",159.845,"Moderately Dry","orange"
6801314,"61","2020-03-01",158.285,"Moderately Dry","orange"
6801314,"92","2020-04-01",160.12,"Moderately Dry","orange"
6801314,"122","2020-05-01",162.92,"Extremely Dry","darkred"
6801314,"153","2020-06-01",163.595,"Moderately Dry","orange"
6801314,"183","2020-07-01",170.985,"Extremely Dry","darkred"
6801314,"214","2020-08-01",172.275,"Extremely Dry","darkred"
6801314,"245","2020-09-01",166.38,"Moderately Dry","orange"
6801314,"275","2020-10-01",165.69,"Extremely Dry","darkred"
6801314,"306","2020-11-01",166.97,"Extremely Dry","darkred"
6801314,"336","2020-12-01",165.71,"Extremely Dry","darkred"
6801314,"1","2021-01-01",168.115,"Extremely Dry","darkred"
6801314,"32","2021-02-01",169.28,"Very Dry","red"
6801314,"60","2021-03-01",171.765,"Extremely Dry","darkred"
6801314,"91","2021-04-01",173.84,"Extremely Dry","darkred"
6801314,"121","2021-05-01",176.185,"Extremely Dry","darkred"
6801314,"152","2021-06-01",177.125,"Extremely Dry","darkred"
6801314,"182","2021-07-01",176.615,"Extremely Dry","darkred"
6801314,"213","2021-08-01",175.445,"Very Dry","red"
6801314,"244","2021-09-01",174.49,"Extremely Dry","darkred"
6801314,"274","2021-10-01",175.31,"Extremely Dry","darkred"
6801314,"305","2021-11-01",176.09,"Extremely Dry","darkred"
6801314,"335","2021-12-01",177.285,"Extremely Dry","darkred"
6801314,"1","2022-01-01",177.255,"Extremely Dry","darkred"
6801314,"32","2022-02-01",175.745,"Extremely Dry","darkred"
6801314,"60","2022-03-01",176.205,"Extremely Dry","darkred"
6801608,"1","2020-01-01",55.57,"Moderately Dry","orange"
6801608,"32","2020-02-01",55.475,"Moderately Wet","cornflowerblue"
6801608,"61","2020-03-01",55.445,"Moderately Dry","orange"
6801608,"92","2020-04-01",55.47,"Moderately Dry","orange"
6801608,"122","2020-05-01",55.53,"Extremely Dry","darkred"
6801608,"153","2020-06-01",55.7,"Extremely Dry","darkred"
6801608,"183","2020-07-01",55.65,"Extremely Dry","darkred"
6801608,"214","2020-08-01",55.675,"Extremely Dry","darkred"
6801608,"245","2020-09-01",55.63,"Extremely Dry","darkred"
6801608,"275","2020-10-01",55.675,"Extremely Dry","darkred"
6801608,"306","2020-11-01",55.66,"Extremely Dry","darkred"
6801608,"336","2020-12-01",55.78,"Extremely Dry","darkred"
6801608,"1","2021-01-01",55.765,"Extremely Dry","darkred"
6801608,"32","2021-02-01",55.77,"Extremely Dry","darkred"
6801608,"60","2021-03-01",55.855,"Extremely Dry","darkred"
6801608,"91","2021-04-01",55.85,"Extremely Dry","darkred"
6801608,"121","2021-05-01",55.425,"Moderately Dry","orange"
6801608,"152","2021-06-01",55.35,"Moderately Dry","orange"
6801608,"182","2021-07-01",55.345,"Moderately Wet","cornflowerblue"
6801608,"213","2021-08-01",55.455,"Moderately Wet","cornflowerblue"
6801608,"244","2021-09-01",55.535,"Moderately Dry","orange"
6801608,"274","2021-10-01",55.425,"Moderately Wet","cornflowerblue"
6801608,"305","2021-11-01",55.255,"Moderately Wet","cornflowerblue"
6801608,"335","2021-12-01",55.26,"Very Wet","blue"
6801608,"1","2022-01-01",55.465,"Moderately Wet","cornflowerblue"
6801608,"32","2022-02-01",55.5,"Moderately Dry","orange"
6801608,"60","2022-03-01",55.54,"Moderately Dry","orange"
6802302,"1","2020-01-01",223.555,"Moderately Dry","orange"
6802302,"32","2020-02-01",223.165,"Moderately Dry","orange"
6802302,"61","2020-03-01",221.285,"Extremely Wet","navy"
6802302,"92","2020-04-01",219.665,"Extremely Dry","darkred"
6802302,"122","2020-05-01",223.45,"Extremely Wet","navy"
6802302,"153","2020-06-01",222.51,"Extremely Wet","navy"
6802302,"183","2020-07-01",231.625,"Extremely Wet","navy"
6802302,"214","2020-08-01",234.625,"Extremely Wet","navy"
6802302,"245","2020-09-01",233.075,"Extremely Wet","navy"
6802302,"275","2020-10-01",235.11,"Extremely Wet","navy"
6802302,"306","2020-11-01",232.68,"Extremely Wet","navy"
6802302,"336","2020-12-01",230.025,"Extremely Wet","navy"
6802302,"1","2021-01-01",229.275,"Extremely Dry","darkred"
6802302,"32","2021-02-01",226.94,"Extremely Dry","darkred"
6802302,"60","2021-03-01",226.06,"Extremely Dry","darkred"
6802302,"91","2021-04-01",226.24,"Extremely Wet","navy"
6802302,"121","2021-05-01",223.17,"Extremely Wet","navy"
6802302,"152","2021-06-01",225.31,"Extremely Wet","navy"
6802302,"182","2021-07-01",221.48,"Extremely Dry","darkred"
6802302,"213","2021-08-01",222.695,"Extremely Wet","navy"
6802302,"244","2021-09-01",224.035,"Extremely Wet","navy"
6802302,"274","2021-10-01",222.105,"Extremely Dry","darkred"
6802302,"305","2021-11-01",218.935,"Extremely Wet","navy"
6802302,"335","2021-12-01",219.985,"Extremely Wet","navy"
6802302,"1","2022-01-01",220.265,"Extremely Wet","navy"
6802302,"32","2022-02-01",221.425,"Extremely Wet","navy"
6802302,"60","2022-03-01",223.39,"Extremely Wet","navy"
6802406,"1","2020-01-01",268.105,"Moderately Dry","orange"
6802406,"32","2020-02-01",266.58,"Moderately Dry","orange"
6802406,"61","2020-03-01",267.115,"Moderately Dry","orange"
6802406,"92","2020-04-01",266.885,"Moderately Dry","orange"
6802406,"122","2020-05-01",269.98,"Moderately Dry","orange"
6802406,"153","2020-06-01",275.365,"Extremely Dry","darkred"
6802406,"183","2020-07-01",281.105,"Extremely Dry","darkred"
6802406,"214","2020-08-01",283.81,"Extremely Dry","darkred"
6802406,"245","2020-09-01",281.645,"Extremely Dry","darkred"
6802406,"275","2020-10-01",284.435,"Extremely Dry","darkred"
6802406,"306","2020-11-01",284.2,"Extremely Dry","darkred"
6802406,"336","2020-12-01",282.52,"Extremely Dry","darkred"
6802406,"1","2021-01-01",278.5,"Extremely Dry","darkred"
6802406,"32","2021-02-01",279.8,"Extremely Dry","darkred"
6802406,"60","2021-03-01",280.875,"Extremely Dry","darkred"
6802406,"91","2021-04-01",281.195,"Extremely Dry","darkred"
6802406,"121","2021-05-01",286.075,"Extremely Dry","darkred"
6802406,"152","2021-06-01",283.205,"Extremely Dry","darkred"
6802406,"182","2021-07-01",279.805,"Extremely Dry","darkred"
6802406,"213","2021-08-01",279.105,"Extremely Dry","darkred"
6802406,"244","2021-09-01",281.34,"Extremely Dry","darkred"
6802406,"274","2021-10-01",279.84,"Extremely Dry","darkred"
6802406,"305","2021-11-01",278,"Very Dry","red"
6802406,"335","2021-12-01",277.2,"Extremely Dry","darkred"
6802406,"1","2022-01-01",277.63,"Extremely Dry","darkred"
6802406,"32","2022-02-01",278.31,"Extremely Dry","darkred"
6802406,"60","2022-03-01",280.73,"Extremely Dry","darkred"
6802407,"1","2020-01-01",357.555,"Moderately Dry","orange"
6802407,"32","2020-02-01",356.92,"Moderately Dry","orange"
6802407,"61","2020-03-01",353.8,"Moderately Dry","orange"
6802407,"92","2020-04-01",353.94,"Moderately Dry","orange"
6802407,"122","2020-05-01",355.11,"Moderately Dry","orange"
6802407,"153","2020-06-01",366.23,"Extremely Dry","darkred"
6802407,"183","2020-07-01",376.45,"Extremely Dry","darkred"
6802407,"214","2020-08-01",380.315,"Extremely Dry","darkred"
6802407,"245","2020-09-01",374.685,"Extremely Dry","darkred"
6802407,"275","2020-10-01",378.04,"Extremely Dry","darkred"
6802407,"306","2020-11-01",376.28,"Extremely Dry","darkred"
6802407,"336","2020-12-01",373.365,"Extremely Dry","darkred"
6802407,"1","2021-01-01",369.605,"Extremely Dry","darkred"
6802407,"32","2021-02-01",370.14,"Extremely Dry","darkred"
6802407,"60","2021-03-01",370.515,"Extremely Dry","darkred"
6802407,"91","2021-04-01",374.125,"Extremely Dry","darkred"
6802407,"121","2021-05-01",374.16,"Extremely Dry","darkred"
6802407,"152","2021-06-01",381.455,"Extremely Dry","darkred"
6802407,"182","2021-07-01",382.675,"Extremely Dry","darkred"
6802407,"213","2021-08-01",371.065,"Moderately Dry","orange"
6802407,"244","2021-09-01",372.04,"Extremely Dry","darkred"
6802407,"274","2021-10-01",370.63,"Very Dry","red"
6802407,"305","2021-11-01",368.895,"Extremely Dry","darkred"
6802407,"335","2021-12-01",366.075,"Extremely Dry","darkred"
6802407,"1","2022-01-01",365.625,"Very Dry","red"
6802407,"32","2022-02-01",366.08,"Extremely Dry","darkred"
6802407,"60","2022-03-01",368.625,"Extremely Dry","darkred"
6802508,"1","2020-01-01",104.4,"Moderately Dry","orange"
6802508,"32","2020-02-01",102.4,"Very Dry","red"
6802508,"61","2020-03-01",101.7,"Extremely Dry","darkred"
6802508,"92","2020-04-01",100,"Extremely Dry","darkred"
6802508,"122","2020-05-01",107.335,"Extremely Dry","darkred"
6802508,"153","2020-06-01",105.66,"Extremely Dry","darkred"
6802508,"183","2020-07-01",113.65,"Extremely Dry","darkred"
6802508,"214","2020-08-01",118.765,"Moderately Dry","orange"
6802508,"245","2020-09-01",119.9,"Extremely Dry","darkred"
6802508,"275","2020-10-01",119.6,"Extremely Dry","darkred"
6802508,"306","2020-11-01",121.6,"Extremely Dry","darkred"
6802508,"336","2020-12-01",118.15,"Extremely Dry","darkred"
6802508,"1","2021-01-01",115.6,"Extremely Dry","darkred"
6802508,"32","2021-02-01",121.3,"Extremely Dry","darkred"
6802508,"60","2021-03-01",121.9,"Extremely Dry","darkred"
6802508,"91","2021-04-01",122.7,"Extremely Dry","darkred"
6802508,"121","2021-05-01",116.9,"Extremely Dry","darkred"
6802508,"152","2021-06-01",110.15,"Very Dry","red"
6802508,"182","2021-07-01",106.55,"Moderately Dry","orange"
6802508,"213","2021-08-01",106.75,"Moderately Dry","orange"
6802508,"244","2021-09-01",111.8,"Moderately Dry","orange"
6802508,"274","2021-10-01",110.25,"Very Dry","red"
6802508,"305","2021-11-01",109.2,"Very Dry","red"
6802508,"335","2021-12-01",110.5,"Extremely Dry","darkred"
6802508,"1","2022-01-01",112.7,"Extremely Dry","darkred"
6802508,"32","2022-02-01",118.9,"Extremely Dry","darkred"
6802508,"60","2022-03-01",116.5,"Extremely Dry","darkred"
6802609,"1","2020-01-01",141.76,"Extremely Dry","darkred"
6802609,"32","2020-02-01",138.035,"Extremely Dry","darkred"
6802609,"61","2020-03-01",138.155,"Extremely Dry","darkred"
6802609,"92","2020-04-01",138.13,"Extremely Dry","darkred"
6802609,"122","2020-05-01",143.795,"Extremely Dry","darkred"
6802609,"153","2020-06-01",144.88,"Extremely Dry","darkred"
6802609,"183","2020-07-01",155.145,"Extremely Dry","darkred"
6802609,"214","2020-08-01",162.605,"Extremely Dry","darkred"
6802609,"245","2020-09-01",160.555,"Extremely Dry","darkred"
6802609,"275","2020-10-01",158.39,"Extremely Dry","darkred"
6802609,"306","2020-11-01",158.74,"Extremely Dry","darkred"
6802609,"336","2020-12-01",151.55,"Extremely Dry","darkred"
6802609,"1","2021-01-01",148.285,"Extremely Dry","darkred"
6802609,"32","2021-02-01",151.64,"Extremely Dry","darkred"
6802609,"60","2021-03-01",157.12,"Extremely Dry","darkred"
6802609,"91","2021-04-01",155.82,"Extremely Dry","darkred"
6802609,"121","2021-05-01",150.99,"Extremely Dry","darkred"
6802609,"152","2021-06-01",145.825,"Extremely Dry","darkred"
6802609,"182","2021-07-01",143.665,"Moderately Dry","orange"
6802609,"213","2021-08-01",142.06,"Moderately Dry","orange"
6802609,"244","2021-09-01",152.06,"Very Dry","red"
6802609,"274","2021-10-01",146.905,"Very Dry","red"
6802609,"305","2021-11-01",144.255,"Very Dry","red"
6802609,"335","2021-12-01",146.715,"Extremely Dry","darkred"
6802609,"1","2022-01-01",156.08,"Extremely Dry","darkred"
6802609,"32","2022-02-01",167.78,"Extremely Dry","darkred"
6802609,"60","2022-03-01",163.695,"Extremely Dry","darkred"
6802807,"1","2020-01-01",183.925,"Very Dry","red"
6802807,"32","2020-02-01",182.12,"Very Dry","red"
6802807,"61","2020-03-01",180.73,"Extremely Dry","darkred"
6802807,"92","2020-04-01",182.29,"Extremely Dry","darkred"
6802807,"122","2020-05-01",187.305,"Extremely Dry","darkred"
6802807,"153","2020-06-01",191.05,"Extremely Dry","darkred"
6802807,"183","2020-07-01",196.01,"Extremely Dry","darkred"
6802807,"214","2020-08-01",202.765,"Extremely Dry","darkred"
6802807,"245","2020-09-01",202.92,"Extremely Dry","darkred"
6802807,"275","2020-10-01",201.02,"Extremely Dry","darkred"
6802807,"306","2020-11-01",199.38,"Extremely Dry","darkred"
6802807,"336","2020-12-01",195.945,"Extremely Dry","darkred"
6802807,"1","2021-01-01",193.19,"Extremely Dry","darkred"
6802807,"32","2021-02-01",193.095,"Extremely Dry","darkred"
6802807,"60","2021-03-01",194.49,"Extremely Dry","darkred"
6802807,"91","2021-04-01",196.86,"Extremely Dry","darkred"
6802807,"121","2021-05-01",195.11,"Extremely Dry","darkred"
6802807,"152","2021-06-01",194.325,"Extremely Dry","darkred"
6802807,"182","2021-07-01",192.34,"Very Dry","red"
6802807,"213","2021-08-01",192.285,"Moderately Dry","orange"
6802807,"244","2021-09-01",192.845,"Moderately Dry","orange"
6802807,"274","2021-10-01",191.92,"Extremely Dry","darkred"
6802807,"305","2021-11-01",191.205,"Very Dry","red"
6802807,"335","2021-12-01",191.575,"Extremely Dry","darkred"
6802807,"1","2022-01-01",191.535,"Extremely Dry","darkred"
6802807,"32","2022-02-01",193.445,"Extremely Dry","darkred"
6802807,"60","2022-03-01",194.695,"Extremely Dry","darkred"
6803109,"1","2020-01-01",49.91,"Moderately Wet","cornflowerblue"
6803109,"32","2020-02-01",46.835,"Moderately Wet","cornflowerblue"
6803109,"61","2020-03-01",46.1,"Moderately Dry","orange"
6803109,"92","2020-04-01",48.185,"Extremely Dry","darkred"
6803109,"122","2020-05-01",52.77,"Extremely Dry","darkred"
6803109,"153","2020-06-01",59.92,"Extremely Dry","darkred"
6803109,"183","2020-07-01",62.515,"Extremely Dry","darkred"
6803109,"214","2020-08-01",67.54,"Extremely Dry","darkred"
6803109,"245","2020-09-01",58.865,"Moderately Dry","orange"
6803109,"275","2020-10-01",59.94,"Moderately Wet","cornflowerblue"
6803109,"306","2020-11-01",60.39,"Moderately Dry","orange"
6803109,"336","2020-12-01",59.005,"Extremely Dry","darkred"
6803109,"1","2021-01-01",59.26,"Very Dry","red"
6803109,"32","2021-02-01",59.245,"Extremely Dry","darkred"
6803109,"60","2021-03-01",58.605,"Extremely Dry","darkred"
6803109,"91","2021-04-01",59.68,"Very Dry","red"
6803109,"121","2021-05-01",57.455,"Very Dry","red"
6803109,"152","2021-06-01",50.835,"Moderately Dry","orange"
6803109,"182","2021-07-01",49.99,"Very Wet","blue"
6803109,"213","2021-08-01",52.31,"Very Wet","blue"
6803109,"244","2021-09-01",56.155,"Moderately Wet","cornflowerblue"
6803109,"274","2021-10-01",58.48,"Moderately Dry","orange"
6803109,"305","2021-11-01",54.425,"Moderately Dry","orange"
6803109,"335","2021-12-01",53.35,"Moderately Wet","cornflowerblue"
6803109,"1","2022-01-01",53.89,"Moderately Dry","orange"
6803109,"32","2022-02-01",54.135,"Moderately Dry","orange"
6803109,"60","2022-03-01",57.005,"Very Dry","red"
6803305,"1","2020-01-01",232.74,"Moderately Wet","cornflowerblue"
6803305,"32","2020-02-01",230.675,"Moderately Wet","cornflowerblue"
6803305,"61","2020-03-01",234.235,"Extremely Wet","navy"
6803305,"92","2020-04-01",238.625,"Extremely Wet","navy"
6803305,"122","2020-05-01",239.695,"Extremely Wet","navy"
6803305,"153","2020-06-01",240.125,"Extremely Wet","navy"
6803305,"183","2020-07-01",257.4,"Extremely Wet","navy"
6803305,"214","2020-08-01",258.545,"Extremely Wet","navy"
6803305,"245","2020-09-01",260.505,"Extremely Wet","navy"
6803305,"275","2020-10-01",259.365,"Extremely Wet","navy"
6803305,"306","2020-11-01",255.38,"Extremely Dry","darkred"
6803305,"336","2020-12-01",251.77,"Extremely Dry","darkred"
6803305,"1","2021-01-01",255.755,"Extremely Dry","darkred"
6803305,"32","2021-02-01",249.45,"Extremely Dry","darkred"
6803305,"60","2021-03-01",244.255,"Extremely Dry","darkred"
6803305,"91","2021-04-01",244.795,"Extremely Dry","darkred"
6803305,"121","2021-05-01",241.76,"Moderately Dry","orange"
6803305,"152","2021-06-01",243.145,"Moderately Dry","orange"
6803305,"182","2021-07-01",238.385,"Moderately Wet","cornflowerblue"
6803305,"213","2021-08-01",261.005,"Moderately Dry","orange"
6803305,"244","2021-09-01",247.86,"Moderately Wet","cornflowerblue"
6803305,"274","2021-10-01",245.235,"Moderately Wet","cornflowerblue"
6803305,"305","2021-11-01",239.885,"Moderately Wet","cornflowerblue"
6803305,"335","2021-12-01",236.17,"Moderately Wet","cornflowerblue"
6803305,"1","2022-01-01",234.475,"Moderately Dry","orange"
6803305,"32","2022-02-01",235.255,"Moderately Dry","orange"
6803305,"60","2022-03-01",239.9,"Moderately Wet","cornflowerblue"
6803406,"1","2020-01-01",227.96,"Moderately Wet","cornflowerblue"
6803406,"32","2020-02-01",225.045,"Moderately Wet","cornflowerblue"
6803406,"61","2020-03-01",225.01,"Extremely Dry","darkred"
6803406,"92","2020-04-01",227.735,"Extremely Dry","darkred"
6803406,"122","2020-05-01",238.575,"Extremely Dry","darkred"
6803406,"153","2020-06-01",247.575,"Extremely Dry","darkred"
6803406,"183","2020-07-01",255.005,"Extremely Dry","darkred"
6803406,"214","2020-08-01",257.6,"Extremely Dry","darkred"
6803406,"245","2020-09-01",255.58,"Extremely Dry","darkred"
6803406,"275","2020-10-01",256.525,"Extremely Dry","darkred"
6803406,"306","2020-11-01",255.38,"Extremely Dry","darkred"
6803406,"336","2020-12-01",250.16,"Extremely Dry","darkred"
6803406,"1","2021-01-01",246.545,"Extremely Dry","darkred"
6803406,"32","2021-02-01",247.185,"Extremely Dry","darkred"
6803406,"60","2021-03-01",250.31,"Extremely Dry","darkred"
6803406,"91","2021-04-01",253.27,"Extremely Dry","darkred"
6803406,"121","2021-05-01",249.585,"Extremely Dry","darkred"
6803406,"152","2021-06-01",244.3,"Extremely Dry","darkred"
6803406,"182","2021-07-01",241.76,"Moderately Dry","orange"
6803406,"213","2021-08-01",240.895,"Moderately Wet","cornflowerblue"
6803406,"244","2021-09-01",244.865,"Moderately Wet","cornflowerblue"
6803406,"274","2021-10-01",245.28,"Moderately Dry","orange"
6803406,"305","2021-11-01",244.435,"Moderately Dry","orange"
6803406,"335","2021-12-01",242.56,"Very Dry","red"
6803406,"1","2022-01-01",241.955,"Extremely Dry","darkred"
6803406,"32","2022-02-01",240.42,"Extremely Dry","darkred"
6803406,"60","2022-03-01",242.33,"Very Dry","red"
6803804,"1","2020-01-01",253.31,"Extremely Dry","darkred"
6803804,"32","2020-02-01",248.895,"Very Dry","red"
6803804,"61","2020-03-01",249.495,"Extremely Dry","darkred"
6803804,"92","2020-04-01",251.21,"Extremely Dry","darkred"
6803804,"122","2020-05-01",258.53,"Extremely Dry","darkred"
6803804,"153","2020-06-01",271.315,"Extremely Dry","darkred"
6803804,"183","2020-07-01",303.95,"Extremely Dry","darkred"
6803804,"214","2020-08-01",310.345,"Extremely Dry","darkred"
6803804,"245","2020-09-01",286.485,"Extremely Dry","darkred"
6803804,"275","2020-10-01",282.06,"Extremely Dry","darkred"
6803804,"306","2020-11-01",270.655,"Extremely Dry","darkred"
6803804,"336","2020-12-01",266.36,"Extremely Dry","darkred"
6803804,"1","2021-01-01",259.95,"Extremely Dry","darkred"
6803804,"32","2021-02-01",266.62,"Extremely Dry","darkred"
6803804,"60","2021-03-01",252.425,"Extremely Dry","darkred"
6803804,"91","2021-04-01",256.71,"Extremely Dry","darkred"
6803804,"121","2021-05-01",258.215,"Very Dry","red"
6803804,"152","2021-06-01",253.99,"Very Dry","red"
6803804,"182","2021-07-01",255.57,"Moderately Dry","orange"
6803804,"213","2021-08-01",258.11,"Moderately Dry","orange"
6803804,"244","2021-09-01",259.335,"Moderately Dry","orange"
6803804,"274","2021-10-01",257.775,"Moderately Dry","orange"
6803804,"305","2021-11-01",272.85,"Extremely Dry","darkred"
6803804,"335","2021-12-01",250.995,"Very Dry","red"
6803804,"1","2022-01-01",249.875,"Very Dry","red"
6803804,"32","2022-02-01",251.105,"Extremely Dry","darkred"
6803804,"60","2022-03-01",249.175,"Extremely Dry","darkred"
6804214,"1","2020-01-01",166.08,"Moderately Wet","cornflowerblue"
6804214,"32","2020-02-01",165.695,"Moderately Wet","cornflowerblue"
6804214,"61","2020-03-01",166.105,"Extremely Dry","darkred"
6804214,"92","2020-04-01",168.635,"Extremely Dry","darkred"
6804214,"122","2020-05-01",169.75,"Extremely Dry","darkred"
6804214,"153","2020-06-01",168.52,"Extremely Dry","darkred"
6804214,"183","2020-07-01",178.7,"Extremely Dry","darkred"
6804214,"214","2020-08-01",177.52,"Extremely Dry","darkred"
6804214,"245","2020-09-01",174.115,"Extremely Dry","darkred"
6804214,"275","2020-10-01",172.675,"Extremely Dry","darkred"
6804214,"306","2020-11-01",177.175,"Moderately Dry","orange"
6804214,"336","2020-12-01",175.325,"Moderately Dry","orange"
6804214,"1","2021-01-01",174.2,"Moderately Dry","orange"
6804214,"32","2021-02-01",173.17,"Moderately Dry","orange"
6804214,"60","2021-03-01",173.17,"Moderately Wet","cornflowerblue"
6804214,"91","2021-04-01",175.015,"Moderately Wet","cornflowerblue"
6804214,"121","2021-05-01",175.675,"Moderately Wet","cornflowerblue"
6804214,"152","2021-06-01",173.865,"Moderately Wet","cornflowerblue"
6804214,"182","2021-07-01",172.5,"Moderately Wet","cornflowerblue"
6804214,"213","2021-08-01",171.575,"Very Wet","blue"
6804214,"244","2021-09-01",173.05,"Moderately Wet","cornflowerblue"
6804214,"274","2021-10-01",171.95,"Very Wet","blue"
6804214,"305","2021-11-01",171.515,"Moderately Dry","orange"
6804214,"335","2021-12-01",170.84,"Moderately Dry","orange"
6804214,"1","2022-01-01",171.35,"Moderately Wet","cornflowerblue"
6804214,"32","2022-02-01",171.035,"Moderately Wet","cornflowerblue"
6804214,"60","2022-03-01",171.075,"Moderately Wet","cornflowerblue"
6804312,"1","2020-01-01",122.855,"Moderately Wet","cornflowerblue"
6804312,"32","2020-02-01",124.33,"Moderately Wet","cornflowerblue"
6804312,"61","2020-03-01",125.18,"Moderately Dry","orange"
6804312,"92","2020-04-01",125.7,"Moderately Dry","orange"
6804312,"122","2020-05-01",125.66,"Moderately Dry","orange"
6804312,"153","2020-06-01",123.19,"Moderately Wet","cornflowerblue"
6804312,"183","2020-07-01",126.255,"Moderately Wet","cornflowerblue"
6804312,"214","2020-08-01",128.61,"Moderately Wet","cornflowerblue"
6804312,"245","2020-09-01",128.91,"Moderately Wet","cornflowerblue"
6804312,"275","2020-10-01",129.795,"Moderately Wet","cornflowerblue"
6804312,"306","2020-11-01",130.9,"Moderately Wet","cornflowerblue"
6804312,"336","2020-12-01",131.53,"Moderately Wet","cornflowerblue"
6804312,"1","2021-01-01",132.23,"Moderately Dry","orange"
6804312,"32","2021-02-01",134.9,"Extremely Dry","darkred"
6804312,"60","2021-03-01",138.43,"Extremely Dry","darkred"
6804312,"91","2021-04-01",140.71,"Extremely Dry","darkred"
6804312,"121","2021-05-01",139.095,"Extremely Dry","darkred"
6804312,"152","2021-06-01",135.52,"Very Dry","red"
6804312,"182","2021-07-01",133.85,"Moderately Dry","orange"
6804312,"213","2021-08-01",134.62,"Moderately Dry","orange"
6804312,"244","2021-09-01",136.72,"Moderately Dry","orange"
6804312,"274","2021-10-01",134.46,"Moderately Dry","orange"
6804312,"305","2021-11-01",132.705,"Very Dry","red"
6804312,"335","2021-12-01",132.74,"Very Dry","red"
6804312,"1","2022-01-01",133.3,"Moderately Dry","orange"
6804312,"32","2022-02-01",134.36,"Very Dry","red"
6804312,"60","2022-03-01",136.415,"Extremely Dry","darkred"
6804313,"1","2020-01-01",144.55,"Moderately Wet","cornflowerblue"
6804313,"32","2020-02-01",147.7,"Moderately Wet","cornflowerblue"
6804313,"61","2020-03-01",151.1,"Moderately Dry","orange"
6804313,"92","2020-04-01",150.23,"Moderately Dry","orange"
6804313,"122","2020-05-01",150.85,"Moderately Dry","orange"
6804313,"153","2020-06-01",149.3,"Moderately Dry","orange"
6804313,"183","2020-07-01",150.6,"Moderately Dry","orange"
