"site","julian","date","mean_depth_ft","status","colorStatus"
6811708,"60","2022-03-01",228.09,"Moderately Dry","orange"
6811814,"1","2020-01-01",231.65,"Moderately Wet","cornflowerblue"
6811814,"32","2020-02-01",228.65,"Moderately Wet","cornflowerblue"
6811814,"61","2020-03-01",232.7,"Extremely Dry","darkred"
6811814,"92","2020-04-01",233,"Extremely Dry","darkred"
6811814,"122","2020-05-01",228.14,"Moderately Dry","orange"
6811814,"153","2020-06-01",234.76,"Moderately Dry","orange"
6811814,"183","2020-07-01",239.65,"Extremely Dry","darkred"
6811814,"214","2020-08-01",241.25,"Extremely Dry","darkred"
6811814,"245","2020-09-01",236.5,"Moderately Dry","orange"
6811814,"275","2020-10-01",239.6,"Extremely Dry","darkred"
6811814,"306","2020-11-01",239.2,"Extremely Dry","darkred"
6811814,"336","2020-12-01",237,"Extremely Dry","darkred"
6811814,"1","2021-01-01",235.5,"Extremely Dry","darkred"
6811814,"32","2021-02-01",234.6,"Extremely Dry","darkred"
6811814,"60","2021-03-01",235.75,"Very Dry","red"
6811814,"91","2021-04-01",238.05,"Very Dry","red"
6811814,"121","2021-05-01",224.8,"Moderately Wet","cornflowerblue"
6811814,"152","2021-06-01",222.55,"Moderately Wet","cornflowerblue"
6811814,"182","2021-07-01",214.36,"Extremely Wet","navy"
6811814,"213","2021-08-01",228.4,"Extremely Wet","navy"
6811814,"244","2021-09-01",229.55,"Moderately Wet","cornflowerblue"
6811814,"274","2021-10-01",226.75,"Moderately Wet","cornflowerblue"
6811814,"305","2021-11-01",231.55,"Moderately Dry","orange"
6811814,"335","2021-12-01",232.9,"Moderately Dry","orange"
6811814,"1","2022-01-01",234.45,"Very Dry","red"
6811814,"32","2022-02-01",234.4,"Very Dry","red"
6811814,"60","2022-03-01",235.95,"Extremely Dry","darkred"
6812106,"1","2020-01-01",100.225,"Moderately Dry","orange"
6812106,"32","2020-02-01",99.62,"Moderately Wet","cornflowerblue"
6812106,"61","2020-03-01",99.33,"Extremely Dry","darkred"
6812106,"92","2020-04-01",99.975,"Moderately Dry","orange"
6812106,"122","2020-05-01",97.075,"Moderately Wet","cornflowerblue"
6812106,"153","2020-06-01",98.42,"Moderately Wet","cornflowerblue"
6812106,"183","2020-07-01",100.53,"Moderately Wet","cornflowerblue"
6812106,"214","2020-08-01",101.145,"Moderately Dry","orange"
6812106,"245","2020-09-01",93.05,"Moderately Wet","cornflowerblue"
6812106,"275","2020-10-01",98.745,"Moderately Wet","cornflowerblue"
6812106,"306","2020-11-01",100.015,"Moderately Wet","cornflowerblue"
6812106,"336","2020-12-01",100.57,"Moderately Wet","cornflowerblue"
6812106,"1","2021-01-01",101.065,"Moderately Dry","orange"
6812106,"32","2021-02-01",101.41,"Very Dry","red"
6812106,"60","2021-03-01",101.68,"Very Dry","red"
6812106,"91","2021-04-01",102.125,"Very Dry","red"
6812106,"121","2021-05-01",92.79,"Moderately Wet","cornflowerblue"
6812106,"152","2021-06-01",93.91,"Moderately Wet","cornflowerblue"
6812106,"182","2021-07-01",92.79,"Very Wet","blue"
6812106,"213","2021-08-01",95.995,"Very Wet","blue"
6812106,"244","2021-09-01",96.09,"Moderately Wet","cornflowerblue"
6812106,"274","2021-10-01",89.875,"Very Wet","blue"
6812106,"305","2021-11-01",95.67,"Moderately Wet","cornflowerblue"
6812106,"335","2021-12-01",97.445,"Moderately Wet","cornflowerblue"
6812106,"1","2022-01-01",98.795,"Moderately Wet","cornflowerblue"
6812106,"32","2022-02-01",99.48,"Moderately Wet","cornflowerblue"
6812106,"60","2022-03-01",100.16,"Moderately Wet","cornflowerblue"
6812413,"1","2020-01-01",222.7,"Moderately Wet","cornflowerblue"
6812413,"32","2020-02-01",224.1,"Moderately Dry","orange"
6812413,"61","2020-03-01",226.55,"Extremely Dry","darkred"
6812413,"92","2020-04-01",226.9,"Extremely Dry","darkred"
6812413,"122","2020-05-01",230.61,"Extremely Dry","darkred"
6812413,"153","2020-06-01",236.55,"Extremely Dry","darkred"
6812413,"183","2020-07-01",237.1,"Extremely Dry","darkred"
6812413,"214","2020-08-01",240.3,"Extremely Dry","darkred"
6812413,"245","2020-09-01",236.25,"Extremely Dry","darkred"
6812413,"275","2020-10-01",233.9,"Extremely Dry","darkred"
6812413,"306","2020-11-01",231.35,"Extremely Dry","darkred"
6812413,"336","2020-12-01",229.55,"Extremely Dry","darkred"
6812413,"1","2021-01-01",227.6,"Very Dry","red"
6812413,"32","2021-02-01",229.35,"Very Dry","red"
6812413,"60","2021-03-01",231.2,"Extremely Dry","darkred"
6812413,"91","2021-04-01",235.8,"Extremely Dry","darkred"
6812413,"121","2021-05-01",233,"Moderately Dry","orange"
6812413,"152","2021-06-01",218.81,"Moderately Wet","cornflowerblue"
6812413,"182","2021-07-01",214.7,"Moderately Wet","cornflowerblue"
6812413,"213","2021-08-01",214.5,"Extremely Wet","navy"
6812413,"244","2021-09-01",215.2,"Extremely Wet","navy"
6812413,"274","2021-10-01",214.15,"Very Wet","blue"
6812413,"305","2021-11-01",210.9,"Very Wet","blue"
6812413,"335","2021-12-01",210.75,"Very Wet","blue"
6812413,"1","2022-01-01",213.25,"Moderately Wet","cornflowerblue"
6812413,"32","2022-02-01",215.65,"Moderately Wet","cornflowerblue"
6812413,"60","2022-03-01",219.3,"Moderately Wet","cornflowerblue"
6812507,"1","2020-01-01",268.69,"Very Wet","blue"
6812507,"32","2020-02-01",269.555,"Very Wet","blue"
6812507,"61","2020-03-01",270.565,"Moderately Dry","orange"
6812507,"92","2020-04-01",270.72,"Moderately Dry","orange"
6812507,"122","2020-05-01",269.665,"Moderately Dry","orange"
6812507,"153","2020-06-01",271.17,"Moderately Dry","orange"
6812507,"183","2020-07-01",270.885,"Moderately Dry","orange"
6812507,"214","2020-08-01",271.33,"Moderately Dry","orange"
6812507,"245","2020-09-01",270.41,"Moderately Dry","orange"
6812507,"275","2020-10-01",271.255,"Moderately Dry","orange"
6812507,"306","2020-11-01",271.585,"Moderately Dry","orange"
6812507,"336","2020-12-01",270.445,"Moderately Dry","orange"
6812507,"1","2021-01-01",270.75,"Moderately Dry","orange"
6812507,"32","2021-02-01",270.86,"Very Dry","red"
6812507,"60","2021-03-01",271.04,"Moderately Dry","orange"
6812507,"91","2021-04-01",271.725,"Moderately Dry","orange"
6812507,"121","2021-05-01",271.995,"Very Dry","red"
6812507,"152","2021-06-01",272.04,"Moderately Dry","orange"
6812507,"182","2021-07-01",273.25,"Moderately Dry","orange"
6812507,"213","2021-08-01",272.72,"Moderately Dry","orange"
6812507,"244","2021-09-01",273.84,"Extremely Dry","darkred"
6812507,"274","2021-10-01",270.245,"Moderately Wet","cornflowerblue"
6812507,"305","2021-11-01",269.685,"Moderately Wet","cornflowerblue"
6812507,"335","2021-12-01",273.635,"Extremely Dry","darkred"
6812507,"1","2022-01-01",272.19,"Very Dry","red"
6812507,"32","2022-02-01",270.27,"Moderately Dry","orange"
6812507,"60","2022-03-01",270.66,"Moderately Dry","orange"
6812509,"1","2020-01-01",234.64,"Moderately Dry","orange"
6812509,"32","2020-02-01",234.86,"Moderately Dry","orange"
6812509,"61","2020-03-01",234.79,"Extremely Dry","darkred"
6812509,"92","2020-04-01",235.025,"Extremely Dry","darkred"
6812509,"122","2020-05-01",232.795,"Moderately Wet","cornflowerblue"
6812509,"153","2020-06-01",235.415,"Moderately Dry","orange"
6812509,"183","2020-07-01",240.48,"Extremely Dry","darkred"
6812509,"214","2020-08-01",237.085,"Extremely Dry","darkred"
6812509,"245","2020-09-01",235.705,"Extremely Dry","darkred"
6812509,"275","2020-10-01",236.045,"Extremely Dry","darkred"
6812509,"306","2020-11-01",236.18,"Extremely Dry","darkred"
6812509,"336","2020-12-01",235.535,"Extremely Dry","darkred"
6812509,"1","2021-01-01",235.5,"Very Dry","red"
6812509,"32","2021-02-01",235.935,"Very Dry","red"
6812509,"60","2021-03-01",236.09,"Extremely Dry","darkred"
6812509,"91","2021-04-01",236.285,"Very Dry","red"
6812509,"121","2021-05-01",234.91,"Moderately Wet","cornflowerblue"
6812509,"152","2021-06-01",230.505,"Moderately Wet","cornflowerblue"
6812509,"182","2021-07-01",230.85,"Moderately Wet","cornflowerblue"
6812509,"213","2021-08-01",232.105,"Extremely Wet","navy"
6812509,"244","2021-09-01",234.335,"Moderately Wet","cornflowerblue"
6812509,"274","2021-10-01",232.53,"Very Wet","blue"
6812509,"305","2021-11-01",231.935,"Moderately Wet","cornflowerblue"
6812509,"335","2021-12-01",233.725,"Moderately Wet","cornflowerblue"
6812509,"1","2022-01-01",234.49,"Moderately Dry","orange"
6812509,"32","2022-02-01",235.015,"Moderately Dry","orange"
6812509,"60","2022-03-01",235.685,"Very Dry","red"
