"site","mean_depth_ft","month","year","julian"
6803109,46.805,8,2015,"213"
6803109,52.515,9,2015,"244"
6803109,52.99,10,2015,"274"
6803109,49.01,11,2015,"305"
6803109,51.6,12,2015,"335"
6803109,42.11,1,2016,"1"
6803109,47.125,2,2016,"32"
6803109,38.95,3,2016,"61"
6803109,37.46,4,2016,"92"
6803109,33.95,5,2016,"122"
6803109,34.17,6,2016,"153"
6803109,41,7,2016,"183"
6803109,49.48,8,2016,"214"
6803109,54.99,9,2016,"245"
6803109,54.73,10,2016,"275"
6803109,46.225,11,2016,"306"
6803109,43.78,12,2016,"336"
6803109,39.9,1,2017,"1"
6803109,35.505,2,2017,"32"
6803109,34.425,3,2017,"60"
6803109,35.37,4,2017,"91"
6803109,42.585,5,2017,"121"
6803109,44.835,6,2017,"152"
6803109,50.22,7,2017,"182"
6803109,55.83,8,2017,"213"
6803109,52.53,9,2017,"244"
6803109,54.08,10,2017,"274"
6803109,47.02,11,2017,"305"
6803109,45.06,12,2017,"335"
6803109,46.51,1,2018,"1"
6803109,45.115,2,2018,"32"
6803109,43.68,3,2018,"60"
6803109,45.84,4,2018,"91"
6803109,47.96,5,2018,"121"
6803109,53.02,6,2018,"152"
6803109,59.89,7,2018,"182"
6803109,66.16,8,2018,"213"
6803109,59.415,9,2018,"244"
6803109,54.555,10,2018,"274"
6803109,44.965,11,2018,"305"
6803109,38.5,12,2018,"335"
6803109,36.325,1,2019,"1"
6803109,38.71,2,2019,"32"
6803109,39.47,3,2019,"60"
6803109,42.645,4,2019,"91"
6803109,41.595,5,2019,"121"
6803109,44.44,6,2019,"152"
6803109,51.995,7,2019,"182"
6803109,57.585,8,2019,"213"
6803109,60.19,9,2019,"244"
6803109,61.885,10,2019,"274"
6803109,58.335,11,2019,"305"
6803109,57.74,12,2019,"335"
6803109,49.91,1,2020,"1"
6803109,46.835,2,2020,"32"
6803109,46.1,3,2020,"61"
6803109,48.185,4,2020,"92"
6803109,52.77,5,2020,"122"
6803109,59.92,6,2020,"153"
6803109,62.515,7,2020,"183"
6803109,67.54,8,2020,"214"
6803109,58.865,9,2020,"245"
6803109,59.94,10,2020,"275"
6803109,60.39,11,2020,"306"
6803109,59.005,12,2020,"336"
6803109,59.26,1,2021,"1"
6803109,59.245,2,2021,"32"
6803109,58.605,3,2021,"60"
6803109,59.68,4,2021,"91"
6803109,57.455,5,2021,"121"
6803109,50.835,6,2021,"152"
6803109,49.99,7,2021,"182"
6803109,52.31,8,2021,"213"
6803109,56.155,9,2021,"244"
6803109,58.48,10,2021,"274"
6803109,54.425,11,2021,"305"
6803109,53.35,12,2021,"335"
6803109,53.89,1,2022,"1"
6803109,54.135,2,2022,"32"
6803109,57.005,3,2022,"60"
6803305,212.54,11,2016,"306"
6803305,208.775,12,2016,"336"
6803305,206.505,1,2017,"1"
6803305,204.77,2,2017,"32"
6803305,203.385,3,2017,"60"
6803305,221.28,4,2017,"91"
6803305,233.09,5,2017,"121"
6803305,233.81,6,2017,"152"
6803305,239.01,7,2017,"182"
6803305,247.105,8,2017,"213"
6803305,248.48,9,2017,"244"
6803305,247.88,10,2017,"274"
6803305,243.57,11,2017,"305"
6803305,239.12,12,2017,"335"
6803305,236.715,1,2018,"1"
6803305,238.065,2,2018,"32"
6803305,240.425,3,2018,"60"
6803305,242.99,4,2018,"91"
6803305,248.735,5,2018,"121"
6803305,256.77,6,2018,"152"
6803305,261.375,7,2018,"182"
6803305,263.315,8,2018,"213"
6803305,261.015,9,2018,"244"
6803305,255.615,10,2018,"274"
6803305,244.665,11,2018,"305"
6803305,236.405,12,2018,"335"
6803305,228.575,1,2019,"1"
6803305,226.525,2,2019,"32"
6803305,224.485,3,2019,"60"
6803305,222.805,4,2019,"91"
6803305,219.33,5,2019,"121"
6803305,224.255,6,2019,"152"
6803305,227.615,7,2019,"182"
6803305,234.055,8,2019,"213"
6803305,243.41,9,2019,"244"
6803305,240.205,10,2019,"274"
6803305,235.19,11,2019,"305"
6803305,234.77,12,2019,"335"
6803305,232.74,1,2020,"1"
6803305,230.675,2,2020,"32"
6803305,234.235,3,2020,"61"
6803305,238.625,4,2020,"92"
6803305,239.695,5,2020,"122"
6803305,240.125,6,2020,"153"
6803305,257.4,7,2020,"183"
6803305,258.545,8,2020,"214"
6803305,260.505,9,2020,"245"
6803305,259.365,10,2020,"275"
6803305,255.38,11,2020,"306"
6803305,251.77,12,2020,"336"
6803305,255.755,1,2021,"1"
6803305,249.45,2,2021,"32"
6803305,244.255,3,2021,"60"
6803305,244.795,4,2021,"91"
6803305,241.76,5,2021,"121"
6803305,243.145,6,2021,"152"
6803305,238.385,7,2021,"182"
6803305,261.005,8,2021,"213"
6803305,247.86,9,2021,"244"
6803305,245.235,10,2021,"274"
6803305,239.885,11,2021,"305"
6803305,236.17,12,2021,"335"
6803305,234.475,1,2022,"1"
6803305,235.255,2,2022,"32"
6803305,239.9,3,2022,"60"
6803406,243.075,6,2011,"152"
6803406,252.775,7,2011,"182"
6803406,257.505,8,2011,"213"
6803406,258.49,9,2011,"244"
6803406,251.225,10,2011,"274"
6803406,245.18,11,2011,"305"
6803406,238.32,12,2011,"335"
6803406,231.795,1,2012,"1"
6803406,225.89,2,2012,"32"
6803406,220.645,3,2012,"61"
6803406,219.395,4,2012,"92"
6803406,222.415,5,2012,"122"
6803406,227.02,6,2012,"153"
6803406,232.22,7,2012,"183"
6803406,244.88,8,2012,"214"
6803406,248.48,9,2012,"245"
6803406,241.92,10,2012,"275"
6803406,241.745,11,2012,"306"
6803406,238.175,12,2012,"336"
6803406,232.27,1,2013,"1"
6803406,227.915,2,2013,"32"
6803406,227.34,3,2013,"60"
6803406,230.245,4,2013,"91"
6803406,230.42,5,2013,"121"
6803406,231.745,6,2013,"152"
6803406,234.415,7,2013,"182"
6803406,247.45,8,2013,"213"
6803406,248.62,9,2013,"244"
6803406,241.45,10,2013,"274"
6803406,236.99,11,2013,"305"
6803406,232.61,12,2013,"335"
6803406,231.82,1,2014,"1"
6803406,229.485,2,2014,"32"
6803406,229.09,3,2014,"60"
6803406,232.86,4,2014,"91"
6803406,237.665,5,2014,"121"
6803406,238.62,6,2014,"152"
6803406,247.06,7,2014,"182"
6803406,254.83,8,2014,"213"
6803406,255.35,9,2014,"244"
6803406,253.48,10,2014,"274"
6803406,246.925,11,2014,"305"
6803406,244.145,12,2014,"335"
6803406,236.23,1,2015,"1"
6803406,225.815,2,2015,"32"
6803406,215.325,3,2015,"60"
6803406,211.23,4,2015,"91"
6803406,202.72,5,2015,"121"
6803406,193.72,6,2015,"152"
6803406,193.495,7,2015,"182"
6803406,201.195,8,2015,"213"
6803406,212.68,9,2015,"244"
6803406,216.1,10,2015,"274"
6803406,209.625,11,2015,"305"
6803406,202.91,12,2015,"335"
6803406,196.81,1,2016,"1"
6803406,194.415,2,2016,"32"
6803406,192.745,3,2016,"61"
6803406,191.845,4,2016,"92"
6803406,188.525,5,2016,"122"
6803406,184.35,6,2016,"153"
6803406,192.3,7,2016,"183"
6803406,204.58,8,2016,"214"
6803406,204.765,9,2016,"245"
6803406,204.77,10,2016,"275"
6803406,201.25,11,2016,"306"
6803406,194.525,12,2016,"336"
6803406,189.355,1,2017,"1"
6803406,183.795,2,2017,"32"
6803406,181.61,3,2017,"60"
6803406,180.345,4,2017,"91"
6803406,183.92,5,2017,"121"
6803406,187.905,6,2017,"152"
6803406,197.24,7,2017,"182"
6803406,204.56,8,2017,"213"
6803406,213,9,2017,"244"
6803406,214.095,10,2017,"274"
6803406,217.36,11,2017,"305"
6803406,215.855,12,2017,"335"
6803406,215.09,1,2018,"1"
6803406,212.585,2,2018,"32"
6803406,212.305,3,2018,"60"
6803406,218.17,4,2018,"91"
6803406,224.93,5,2018,"121"
6803406,241.25,6,2018,"152"
6803406,248.555,7,2018,"182"
6803406,254.435,8,2018,"213"
6803406,247.21,9,2018,"244"
6803406,223.15,10,2018,"274"
6803406,208.78,11,2018,"305"
6803406,202.38,12,2018,"335"
6803406,193.845,1,2019,"1"
6803406,190.12,2,2019,"32"
6803406,190.445,3,2019,"60"
6803406,192.8,4,2019,"91"
6803406,191.475,5,2019,"121"
6803406,191.73,6,2019,"152"
6803406,196.22,7,2019,"182"
6803406,211.835,8,2019,"213"
6803406,225.89,9,2019,"244"
6803406,233.84,10,2019,"274"
6803406,230.44,11,2019,"305"
6803406,229.36,12,2019,"335"
6803406,227.96,1,2020,"1"
6803406,225.045,2,2020,"32"
6803406,225.01,3,2020,"61"
6803406,227.735,4,2020,"92"
6803406,238.575,5,2020,"122"
6803406,247.575,6,2020,"153"
6803406,255.005,7,2020,"183"
6803406,257.6,8,2020,"214"
6803406,255.58,9,2020,"245"
6803406,256.525,10,2020,"275"
6803406,255.38,11,2020,"306"
6803406,250.16,12,2020,"336"
6803406,246.545,1,2021,"1"
6803406,247.185,2,2021,"32"
6803406,250.31,3,2021,"60"
6803406,253.27,4,2021,"91"
6803406,249.585,5,2021,"121"
6803406,244.3,6,2021,"152"
6803406,241.76,7,2021,"182"
6803406,240.895,8,2021,"213"
6803406,244.865,9,2021,"244"
6803406,245.28,10,2021,"274"
6803406,244.435,11,2021,"305"
6803406,242.56,12,2021,"335"
6803406,241.955,1,2022,"1"
6803406,240.42,2,2022,"32"
6803406,242.33,3,2022,"60"
6803804,191.875,11,2005,"305"
6803804,193.125,12,2005,"335"
6803804,192.625,1,2006,"1"
6803804,190.75,2,2006,"32"
6803804,192.375,3,2006,"60"
6803804,197.035,4,2006,"91"
6803804,205.49,5,2006,"121"
6803804,216.665,6,2006,"152"
6803804,219.46,7,2006,"182"
6803804,209.625,8,2006,"213"
6803804,208.085,9,2006,"244"
6803804,208.835,10,2006,"274"
6803804,213.455,11,2006,"305"
6803804,203.42,12,2006,"335"
6803804,204.25,1,2007,"1"
6803804,203.42,2,2007,"32"
6803804,199.04,3,2007,"60"
6803804,183.835,4,2007,"91"
6803804,177.04,5,2007,"121"
6803804,174.79,6,2007,"152"
6803804,163.5,7,2007,"182"
6803804,162.6,8,2007,"213"
6803804,152.4,9,2007,"244"
6803804,160.15,10,2007,"274"
6803804,158.35,11,2007,"305"
6803804,156.15,12,2007,"335"
6803804,156.65,1,2008,"1"
6803804,158.2,2,2008,"32"
6803804,158.1,3,2008,"61"
6803804,170.01,4,2008,"92"
6803804,179.15,5,2008,"122"
6803804,195.75,6,2008,"153"
6803804,203.3,7,2008,"183"
6803804,199.25,8,2008,"214"
6803804,202.35,9,2008,"245"
6803804,203.45,10,2008,"275"
6803804,203,11,2008,"306"
6803804,202.733333333333,12,2008,"336"
6803804,196.9,1,2009,"1"
6803804,199.6,2,2009,"32"
6803804,198.85,3,2009,"60"
6803804,201.7,4,2009,"91"
6803804,202.15,5,2009,"121"
6803804,203.6,6,2009,"152"
6803804,203.6,7,2009,"182"
6803804,203.75,8,2009,"213"
6803804,213.375,9,2009,"244"
6803804,213.255,10,2009,"274"
6803804,205.525,11,2009,"305"
6803804,199.86,12,2009,"335"
6803804,200.025,1,2010,"1"
6803804,181.435,2,2010,"32"
6803804,173.115,3,2010,"60"
6803804,173.825,4,2010,"91"
6803804,171.76,5,2010,"121"
6803804,176.615,6,2010,"152"
6803804,181.23,7,2010,"182"
6803804,205.31,8,2010,"213"
6803804,190.105,9,2010,"244"
6803804,188.01,10,2010,"274"
6803804,186.93,11,2010,"305"
6803804,183.165,12,2010,"335"
6803804,180.805,1,2011,"1"
6803804,180.68,2,2011,"32"
6803804,188.235,3,2011,"60"
6803804,203.575,4,2011,"91"
6803804,213.345,5,2011,"121"
6803804,234.46,6,2011,"152"
6803804,242.36,7,2011,"182"
6803804,249.66,8,2011,"213"
6803804,250.42,9,2011,"244"
6803804,237.35,10,2011,"274"
6803804,228.4,11,2011,"305"
6803804,217.72,12,2011,"335"
6803804,210.915,1,2012,"1"
6803804,203.85,2,2012,"32"
6803804,199.08,3,2012,"61"
6803804,204.315,4,2012,"92"
6803804,210.035,5,2012,"122"
6803804,226.94,6,2012,"153"
6803804,227.71,7,2012,"183"
6803804,250.18,8,2012,"214"
6803804,249.465,9,2012,"245"
6803804,233.96,10,2012,"275"
6803804,230.27,11,2012,"306"
6803804,227.665,12,2012,"336"
6803804,216.495,1,2013,"1"
6803804,216.06,2,2013,"32"
6803804,219.365,3,2013,"60"
6803804,223.76,4,2013,"91"
6803804,223.81,5,2013,"121"
6803804,226.3,6,2013,"152"
6803804,234.815,7,2013,"182"
6803804,251.375,8,2013,"213"
6803804,253.8,9,2013,"244"
6803804,259.21,10,2013,"274"
6803804,255.25,11,2013,"305"
6803804,247.95,12,2013,"335"
6803804,248.75,1,2014,"1"
6803804,240.91,2,2014,"32"
6803804,248.015,3,2014,"60"
6803804,262.4,4,2014,"91"
6803804,262.71,5,2014,"121"
6803804,263.46,6,2014,"152"
6803804,276.85,7,2014,"182"
6803804,288.275,8,2014,"213"
6803804,277.59,9,2014,"244"
6803804,273.325,10,2014,"274"
6803804,261.525,11,2014,"305"
6803804,254.455,12,2014,"335"
6803804,244.25,1,2015,"1"
6803804,237.435,2,2015,"32"
6803804,234.335,3,2015,"60"
6803804,234.885,4,2015,"91"
6803804,223.675,5,2015,"121"
6803804,215.815,6,2015,"152"
6803804,225.835,7,2015,"182"
6803804,252.85,8,2015,"213"
6803804,260.315,9,2015,"244"
6803804,267.18,10,2015,"274"
6803804,248.2,11,2015,"305"
6803804,232.7,12,2015,"335"
6803804,226.36,1,2016,"1"
6803804,225.415,2,2016,"32"
6803804,224.705,3,2016,"61"
6803804,223.1,4,2016,"92"
6803804,217.66,5,2016,"122"
6803804,215.1,6,2016,"153"
6803804,234.42,7,2016,"183"
6803804,251.53,8,2016,"214"
6803804,247.075,9,2016,"245"
6803804,248.38,10,2016,"275"
6803804,242.775,11,2016,"306"
6803804,234.87,12,2016,"336"
6803804,231.21,1,2017,"1"
6803804,228.545,2,2017,"32"
6803804,225.095,3,2017,"60"
6803804,227.135,4,2017,"91"
6803804,244.765,5,2017,"121"
6803804,251.085,6,2017,"152"
6803804,265.23,7,2017,"182"
6803804,271.245,8,2017,"213"
6803804,284.82,9,2017,"244"
6803804,274.025,10,2017,"274"
6803804,263.335,11,2017,"305"
6803804,251.405,12,2017,"335"
6803804,246.66,1,2018,"1"
6803804,243.92,2,2018,"32"
6803804,242.92,3,2018,"60"
6803804,249.27,4,2018,"91"
6803804,260.525,5,2018,"121"
6803804,289.44,6,2018,"152"
6803804,300.965,7,2018,"182"
6803804,297.7,8,2018,"213"
6803804,272.22,9,2018,"244"
6803804,250.14,10,2018,"274"
6803804,237.425,11,2018,"305"
6803804,233.055,12,2018,"335"
6803804,220.26,1,2019,"1"
6803804,218.685,2,2019,"32"
6803804,220.27,3,2019,"60"
6803804,222.335,4,2019,"91"
6803804,221.93,5,2019,"121"
6803804,226.345,6,2019,"152"
6803804,249.845,7,2019,"182"
6803804,275.075,8,2019,"213"
6803804,284.71,9,2019,"244"
6803804,276.85,10,2019,"274"
6803804,265.76,11,2019,"305"
6803804,259.645,12,2019,"335"
6803804,253.31,1,2020,"1"
6803804,248.895,2,2020,"32"
6803804,249.495,3,2020,"61"
6803804,251.21,4,2020,"92"
6803804,258.53,5,2020,"122"
6803804,271.315,6,2020,"153"
6803804,303.95,7,2020,"183"
6803804,310.345,8,2020,"214"
6803804,286.485,9,2020,"245"
6803804,282.06,10,2020,"275"
6803804,270.655,11,2020,"306"
6803804,266.36,12,2020,"336"
6803804,259.95,1,2021,"1"
6803804,266.62,2,2021,"32"
6803804,252.425,3,2021,"60"
6803804,256.71,4,2021,"91"
6803804,258.215,5,2021,"121"
6803804,253.99,6,2021,"152"
6803804,255.57,7,2021,"182"
6803804,258.11,8,2021,"213"
6803804,259.335,9,2021,"244"
6803804,257.775,10,2021,"274"
6803804,272.85,11,2021,"305"
6803804,250.995,12,2021,"335"
6803804,249.875,1,2022,"1"
6803804,251.105,2,2022,"32"
6803804,249.175,3,2022,"60"
6804214,219.055,11,2012,"306"
6804214,213.03,12,2012,"336"
6804214,209.705,1,2013,"1"
6804214,214.285,2,2013,"32"
6804214,202.385,3,2013,"60"
6804214,199.955,4,2013,"91"
6804214,202.43,5,2013,"121"
6804214,195.215,6,2013,"152"
6804214,214.79,7,2013,"182"
6804214,248.185,8,2013,"213"
6804214,248.655,9,2013,"244"
6804214,213.675,10,2013,"274"
6804214,206.415,11,2013,"305"
6804214,206.735,12,2013,"335"
6804214,221.24,1,2014,"1"
6804214,211.255,2,2014,"32"
6804214,210.7,3,2014,"60"
6804214,231.265,4,2014,"91"
6804214,223.645,5,2014,"121"
6804214,213.245,6,2014,"152"
6804214,233.71,7,2014,"182"
6804214,251.415,8,2014,"213"
6804214,242.295,9,2014,"244"
6804214,240.085,10,2014,"274"
6804214,225.385,11,2014,"305"
6804214,222.055,12,2014,"335"
6804214,222.125,1,2015,"1"
6804214,222.93,2,2015,"32"
6804214,211.245,3,2015,"60"
6804214,210.595,4,2015,"91"
6804214,170.865,5,2015,"121"
6804214,107.7,6,2015,"152"
6804214,131.055,7,2015,"182"
6804214,181.145,8,2015,"213"
6804214,164.57,9,2015,"244"
6804214,180.03,10,2015,"274"
6804214,145.345,11,2015,"305"
6804214,125.26,12,2015,"335"
6804214,117.725,1,2016,"1"
6804214,137.3,2,2016,"32"
6804214,136.45,3,2016,"61"
6804214,128.595,4,2016,"92"
6804214,98.665,5,2016,"122"
6804214,81.085,6,2016,"153"
6804214,113.895,7,2016,"183"
6804214,128.39,8,2016,"214"
6804214,135.715,9,2016,"245"
6804214,166.605,10,2016,"275"
6804214,157.115,11,2016,"306"
6804214,158.25,12,2016,"336"
6804214,156.055,1,2017,"1"
6804214,152.005,2,2017,"32"
6804214,148.81,3,2017,"60"
6804214,149.035,4,2017,"91"
6804214,178.27,5,2017,"121"
6804214,185.935,6,2017,"152"
6804214,196.6,7,2017,"182"
6804214,208.27,8,2017,"213"
6804214,214.47,9,2017,"244"
6804214,197.835,10,2017,"274"
6804214,198.375,11,2017,"305"
6804214,193.16,12,2017,"335"
6804214,196.58,1,2018,"1"
6804214,200.395,2,2018,"32"
6804214,192.845,3,2018,"60"
6804214,222.065,4,2018,"91"
6804214,228.725,5,2018,"121"
6804214,235.915,6,2018,"152"
6804214,246.63,7,2018,"182"
6804214,220.305,8,2018,"213"
6804214,208.8,9,2018,"244"
6804214,179.42,10,2018,"274"
6804214,162.3,11,2018,"305"
6804214,163.58,12,2018,"335"
6804214,150.055,1,2019,"1"
6804214,151.245,2,2019,"32"
6804214,154.195,3,2019,"60"
6804214,155.915,4,2019,"91"
6804214,146.075,5,2019,"121"
6804214,146.92,6,2019,"152"
6804214,160.65,7,2019,"182"
6804214,160.295,8,2019,"213"
6804214,162.31,9,2019,"244"
6804214,161.71,10,2019,"274"
6804214,163.495,11,2019,"305"
6804214,165.09,12,2019,"335"
6804214,166.08,1,2020,"1"
6804214,165.695,2,2020,"32"
6804214,166.105,3,2020,"61"
6804214,168.635,4,2020,"92"
6804214,169.75,5,2020,"122"
6804214,168.52,6,2020,"153"
6804214,178.7,7,2020,"183"
6804214,177.52,8,2020,"214"
6804214,174.115,9,2020,"245"
6804214,172.675,10,2020,"275"
6804214,177.175,11,2020,"306"
6804214,175.325,12,2020,"336"
6804214,174.2,1,2021,"1"
6804214,173.17,2,2021,"32"
6804214,173.17,3,2021,"60"
6804214,175.015,4,2021,"91"
6804214,175.675,5,2021,"121"
6804214,173.865,6,2021,"152"
6804214,172.5,7,2021,"182"
6804214,171.575,8,2021,"213"
6804214,173.05,9,2021,"244"
6804214,171.95,10,2021,"274"
6804214,171.515,11,2021,"305"
6804214,170.84,12,2021,"335"
6804214,171.35,1,2022,"1"
6804214,171.035,2,2022,"32"
6804214,171.075,3,2022,"60"
6804312,101.6,9,2007,"244"
6804312,104.6,10,2007,"274"
6804312,108.15,11,2007,"305"
6804312,109.45,12,2007,"335"
6804312,112.05,1,2008,"1"
6804312,115.6,2,2008,"32"
6804312,118.6,3,2008,"61"
6804312,121.2,4,2008,"92"
6804312,123.45,5,2008,"122"
6804312,126.95,6,2008,"153"
6804312,129.25,7,2008,"183"
6804312,130.1,8,2008,"214"
6804312,132.15,9,2008,"245"
6804312,133.5,10,2008,"275"
6804312,134.6,11,2008,"306"
6804312,135.3,12,2008,"336"
6804312,135.45,1,2009,"1"
6804312,131,2,2009,"32"
6804312,132.2,3,2009,"60"
6804312,133.25,4,2009,"91"
6804312,133.9,5,2009,"121"
6804312,137.55,6,2009,"152"
6804312,137.55,7,2009,"182"
6804312,140.65,8,2009,"213"
6804312,137.625,9,2009,"244"
6804312,134.85,10,2009,"274"
6804312,128.1,11,2009,"305"
6804312,125.8,12,2009,"335"
6804312,123.3,1,2010,"1"
6804312,114.15,2,2010,"32"
6804312,113,3,2010,"60"
6804312,110.7,4,2010,"91"
6804312,110.75,5,2010,"121"
6804312,116.85,6,2010,"152"
6804312,112.3,7,2010,"182"
6804312,115.465,8,2010,"213"
6804312,114.8,9,2010,"244"
6804312,115.06,10,2010,"274"
6804312,116.83,11,2010,"305"
6804312,118.23,12,2010,"335"
6804312,118.825,1,2011,"1"
6804312,124.1,2,2011,"32"
6804312,122.89,3,2011,"60"
6804312,123.92,4,2011,"91"
6804312,126.1,5,2011,"121"
6804312,128.98,6,2011,"152"
6804312,131.95,7,2011,"182"
6804312,134.26,8,2011,"213"
6804312,136.8,9,2011,"244"
6804312,135.225,10,2011,"274"
6804312,136.71,11,2011,"305"
6804312,135.675,12,2011,"335"
6804312,135.53,1,2012,"1"
6804312,134.79,2,2012,"32"
6804312,131.395,3,2012,"61"
6804312,130.655,4,2012,"92"
6804312,129.735,5,2012,"122"
6804312,130.23,6,2012,"153"
6804312,131.235,7,2012,"183"
6804312,134.705,8,2012,"214"
6804312,134.555,9,2012,"245"
6804312,131.42,10,2012,"275"
6804312,132.64,11,2012,"306"
6804312,133.785,12,2012,"336"
6804312,133.415,1,2013,"1"
6804312,134.185,2,2013,"32"
6804312,135.005,3,2013,"60"
6804312,136.665,4,2013,"91"
6804312,135.335,5,2013,"121"
6804312,132.045,6,2013,"152"
6804312,132.71,7,2013,"182"
6804312,135.555,8,2013,"213"
6804312,140.425,9,2013,"244"
6804312,132.83,10,2013,"274"
6804312,130.32,11,2013,"305"
6804312,128.62,12,2013,"335"
6804312,130.65,1,2014,"1"
6804312,130.43,2,2014,"32"
6804312,130.54,3,2014,"60"
6804312,133.57,4,2014,"91"
6804312,134.045,5,2014,"121"
6804312,132.65,6,2014,"152"
6804312,135.855,7,2014,"182"
6804312,143.79,8,2014,"213"
6804312,138.585,9,2014,"244"
6804312,138.3,10,2014,"274"
6804312,138.22,11,2014,"305"
6804312,139.285,12,2014,"335"
6804312,137.37,1,2015,"1"
6804312,132.865,2,2015,"32"
6804312,131.725,3,2015,"60"
6804312,128.915,4,2015,"91"
6804312,124.455,5,2015,"121"
6804312,113.9,6,2015,"152"
6804312,117.075,7,2015,"182"
6804312,117,8,2015,"213"
6804312,118.845,9,2015,"244"
6804312,119.585,10,2015,"274"
6804312,115.165,11,2015,"305"
6804312,111.4,12,2015,"335"
6804312,110.37,1,2016,"1"
6804312,110.96,2,2016,"32"
6804312,111.33,3,2016,"61"
6804312,110.48,4,2016,"92"
6804312,106.42,5,2016,"122"
6804312,102.84,6,2016,"153"
6804312,106.75,7,2016,"183"
6804312,109.04,8,2016,"214"
6804312,109.89,9,2016,"245"
6804312,110.695,10,2016,"275"
6804312,111.73,11,2016,"306"
6804312,111.99,12,2016,"336"
6804312,111.915,1,2017,"1"
6804312,111.51,2,2017,"32"
6804312,110.62,3,2017,"60"
6804312,111.47,4,2017,"91"
6804312,112.43,5,2017,"121"
6804312,113.87,6,2017,"152"
6804312,117.04,7,2017,"182"
6804312,119.48,8,2017,"213"
6804312,121.1,9,2017,"244"
6804312,122.575,10,2017,"274"
6804312,124.24,11,2017,"305"
6804312,124.755,12,2017,"335"
6804312,126.085,1,2018,"1"
6804312,126.34,2,2018,"32"
6804312,127.93,3,2018,"60"
6804312,128.925,4,2018,"91"
6804312,131.065,5,2018,"121"
6804312,135.51,6,2018,"152"
6804312,138.08,7,2018,"182"
6804312,139.19,8,2018,"213"
6804312,133.39,9,2018,"244"
6804312,125.345,10,2018,"274"
6804312,120.81,11,2018,"305"
6804312,119.115,12,2018,"335"
6804312,114.02,1,2019,"1"
6804312,112.95,2,2019,"32"
6804312,113.355,3,2019,"60"
6804312,113.615,4,2019,"91"
6804312,109.005,5,2019,"121"
6804312,109.63,6,2019,"152"
6804312,112.03,7,2019,"182"
6804312,114.465,8,2019,"213"
6804312,115.795,9,2019,"244"
6804312,117.815,10,2019,"274"
6804312,119.68,11,2019,"305"
6804312,121.16,12,2019,"335"
6804312,122.855,1,2020,"1"
6804312,124.33,2,2020,"32"
6804312,125.18,3,2020,"61"
6804312,125.7,4,2020,"92"
6804312,125.66,5,2020,"122"
6804312,123.19,6,2020,"153"
6804312,126.255,7,2020,"183"
6804312,128.61,8,2020,"214"
6804312,128.91,9,2020,"245"
6804312,129.795,10,2020,"275"
6804312,130.9,11,2020,"306"
6804312,131.53,12,2020,"336"
6804312,132.23,1,2021,"1"
6804312,134.9,2,2021,"32"
6804312,138.43,3,2021,"60"
6804312,140.71,4,2021,"91"
6804312,139.095,5,2021,"121"
6804312,135.52,6,2021,"152"
6804312,133.85,7,2021,"182"
6804312,134.62,8,2021,"213"
6804312,136.72,9,2021,"244"
6804312,134.46,10,2021,"274"
6804312,132.705,11,2021,"305"
6804312,132.74,12,2021,"335"
6804312,133.3,1,2022,"1"
6804312,134.36,2,2022,"32"
6804312,136.415,3,2022,"60"
6804313,117.35,9,2007,"244"
6804313,120.2,10,2007,"274"
6804313,123.25,11,2007,"305"
6804313,124.55,12,2007,"335"
6804313,127.75,1,2008,"1"
6804313,130.95,2,2008,"32"
6804313,133.8,3,2008,"61"
6804313,136.4,4,2008,"92"
6804313,138.75,5,2008,"122"
6804313,142.3,6,2008,"153"
6804313,144.25,7,2008,"183"
6804313,145.1,8,2008,"214"
6804313,147.5,9,2008,"245"
6804313,148.9,10,2008,"275"
6804313,150,11,2008,"306"
6804313,150.7,12,2008,"336"
6804313,153,1,2009,"1"
6804313,153.85,2,2009,"32"
6804313,155.4,3,2009,"60"
6804313,156.7,4,2009,"91"
6804313,157.25,5,2009,"121"
6804313,159,6,2009,"152"
6804313,160.85,7,2009,"182"
6804313,163.5,8,2009,"213"
6804313,162.06,9,2009,"244"
6804313,158.35,10,2009,"274"
6804313,154,11,2009,"305"
6804313,152.3,12,2009,"335"
6804313,148.35,1,2010,"1"
6804313,136.05,2,2010,"32"
6804313,128.15,3,2010,"60"
6804313,127.15,4,2010,"91"
6804313,127.015,5,2010,"121"
6804313,128.23,6,2010,"152"
6804313,128.68,7,2010,"182"
6804313,134.165,8,2010,"213"
6804313,131.235,9,2010,"244"
6804313,132.03,10,2010,"274"
6804313,133.68,11,2010,"305"
6804313,136.03,12,2010,"335"
6804313,139.13,1,2011,"1"
6804313,140.935,2,2011,"32"
6804313,143.53,3,2011,"60"
6804313,146.635,4,2011,"91"
6804313,150.305,5,2011,"121"
6804313,152.605,6,2011,"152"
6804313,154.62,7,2011,"182"
6804313,158,8,2011,"213"
6804313,160.09,9,2011,"244"
6804313,160.585,10,2011,"274"
6804313,161.775,11,2011,"305"
6804313,160.845,12,2011,"335"
6804313,161.705,1,2012,"1"
6804313,160.735,2,2012,"32"
6804313,158.65,3,2012,"61"
6804313,156.85,4,2012,"92"
6804313,155.945,5,2012,"122"
6804313,157.695,6,2012,"153"
6804313,158.91,7,2012,"183"
6804313,160.22,8,2012,"214"
6804313,161.175,9,2012,"245"
6804313,158.7,10,2012,"275"
6804313,160.45,11,2012,"306"
