"site","julian","date","depth_ft","status","colorStatus"
"6810616",14,2021-01-14,446.6,"Extremely Dry","darkred"
"6810616",28,2021-01-28,416.4,"Extremely Dry","darkred"
"6810616",42,2021-02-11,423.84,"Extremely Dry","darkred"
"6810616",56,2021-02-25,438.75,"Extremely Dry","darkred"
"6810616",75,2021-03-16,409.35,"Very Dry","red"
"6810616",89,2021-03-30,408.62,"Extremely Dry","darkred"
"6810616",105,2021-04-15,409.1,"Moderately Dry","orange"
"6810616",119,2021-04-29,414.21,"Moderately Dry","orange"
"6810616",133,2021-05-13,406.81,"Extremely Wet","navy"
"6810616",146,2021-05-26,402.31,"Extremely Wet","navy"
"6810616",168,2021-06-17,389.2,"Extremely Wet","navy"
"6810616",180,2021-06-29,418.7,"Moderately Dry","orange"
"6810616",196,2021-07-15,388.85,"Extremely Wet","navy"
"6810616",210,2021-07-29,410.6,"Moderately Dry","orange"
"6810616",228,2021-08-16,408.74,"Extremely Wet","navy"
"6810616",242,2021-08-30,413.09,"Extremely Wet","navy"
"6810616",258,2021-09-15,419.95,"Very Wet","blue"
"6810616",273,2021-09-30,428.62,"Moderately Dry","orange"
"6810616",288,2021-10-15,420.78,"Moderately Dry","orange"
"6810616",301,2021-10-28,417.29,"Moderately Dry","orange"
"6810616",319,2021-11-15,403.64,"Moderately Wet","cornflowerblue"
"6810616",334,2021-11-30,402.04,"Very Wet","blue"
"6810616",348,2021-12-14,403.22,"Extremely Wet","navy"
"6810616",362,2021-12-28,404.65,"Extremely Wet","navy"
"6810616",13,2022-01-13,398.76,"Extremely Wet","navy"
"6810616",27,2022-01-27,389.66,"Extremely Wet","navy"
"6810616",42,2022-02-11,377.87,"Moderately Wet","cornflowerblue"
"6810616",59,2022-02-28,375.36,"Very Dry","red"
"6810616",75,2022-03-16,384.01,"Moderately Dry","orange"
"6810616",89,2022-03-30,402.29,"Moderately Dry","orange"
"6810616",104,2022-04-14,432.22,"Extremely Wet","navy"
"6810616",118,2022-04-28,418.32,"Moderately Dry","orange"
"6810616",132,2022-05-12,419.14,"Extremely Wet","navy"
"6810616",147,2022-05-27,428.72,"Extremely Wet","navy"
"6810616",167,2022-06-16,463.23,"Moderately Dry","orange"
"6810616",180,2022-06-29,463.15,"Extremely Dry","darkred"
"6810616",195,2022-07-14,463.22,"Extremely Dry","darkred"
"6810616",209,2022-07-28,463.27,"Extremely Wet","navy"
"6810616",228,2022-08-16,463.31,"Very Dry","red"
"6810616",242,2022-08-30,448.8,"Moderately Dry","orange"
"6810616",258,2022-09-15,450.5,"Moderately Dry","orange"
"6810616",272,2022-09-29,459.02,"Extremely Dry","darkred"
"6810616",287,2022-10-14,463.27,"Extremely Dry","darkred"
"6810616",300,2022-10-27,463.33,"Extremely Wet","navy"
"6810616",319,2022-11-15,454.02,"Very Dry","red"
"6810616",334,2022-11-30,437.63,"Very Dry","red"
"6810616",348,2022-12-14,427.88,"Extremely Dry","darkred"
"6810616",362,2022-12-28,433.64,"Extremely Dry","darkred"
"6810616",17,2023-01-17,417.65,"Extremely Dry","darkred"
"6810616",30,2023-01-30,409.54,"Extremely Dry","darkred"
"6810616",46,2023-02-15,403.19,"Extremely Dry","darkred"
"6810616",58,2023-02-27,404.98,"Moderately Dry","orange"
"6810616",73,2023-03-14,445.52,"Extremely Dry","darkred"
"6810616",88,2023-03-29,430.04,"Extremely Dry","darkred"
"6810616",103,2023-04-13,423.67,"Extremely Wet","navy"
"6810616",117,2023-04-27,433.3,"Extremely Wet","navy"
"6810616",137,2023-05-17,449.16,"Extremely Dry","darkred"
"6810616",151,2023-05-31,432.99,"Extremely Dry","darkred"
"6810616",166,2023-06-15,439.2,"Moderately Dry","orange"
"6810616",181,2023-06-30,463.33,"Moderately Wet","cornflowerblue"
"6810626",14,2021-01-14,403.9,"Extremely Dry","darkred"
"6810626",28,2021-01-28,400.85,"Extremely Dry","darkred"
"6810626",42,2021-02-11,399.24,"Extremely Dry","darkred"
"6810626",56,2021-02-25,409.9,"Extremely Dry","darkred"
"6810626",75,2021-03-16,393.87,"Extremely Dry","darkred"
"6810626",89,2021-03-30,394.23,"Extremely Dry","darkred"
"6810626",105,2021-04-15,397.97,"Very Dry","red"
"6810626",119,2021-04-29,399.52,"Very Dry","red"
"6810626",133,2021-05-13,394.9,"Extremely Wet","navy"
"6810626",146,2021-05-26,388.05,"Extremely Wet","navy"
"6810626",168,2021-06-17,376.9,"Extremely Wet","navy"
"6810626",180,2021-06-29,388.45,"Moderately Dry","orange"
"6810626",196,2021-07-15,380.75,"Extremely Wet","navy"
"6810626",210,2021-07-29,381.41,"Extremely Wet","navy"
"6810626",228,2021-08-16,390.45,"Extremely Wet","navy"
"6810626",242,2021-08-30,396.22,"Extremely Wet","navy"
"6810626",258,2021-09-15,398.38,"Moderately Wet","cornflowerblue"
"6810626",273,2021-09-30,413.34,"Extremely Dry","darkred"
"6810626",288,2021-10-15,409.11,"Very Dry","red"
"6810626",301,2021-10-28,402.23,"Moderately Dry","orange"
"6810626",319,2021-11-15,388.14,"Moderately Dry","orange"
"6810626",334,2021-11-30,389.55,"Moderately Dry","orange"
"6810626",348,2021-12-14,385.77,"Moderately Dry","orange"
"6810626",362,2021-12-28,387.21,"Extremely Wet","navy"
"6810626",13,2022-01-13,381.2,"Extremely Wet","navy"
"6810626",27,2022-01-27,380.88,"Extremely Wet","navy"
"6810626",42,2022-02-11,378.98,"Moderately Wet","cornflowerblue"
"6810626",59,2022-02-28,367.45,"Very Dry","red"
"6810626",75,2022-03-16,372.1,"Very Dry","red"
"6810626",89,2022-03-30,376.88,"Moderately Dry","orange"
"6810626",104,2022-04-14,413.4,"Extremely Dry","darkred"
"6810626",118,2022-04-28,415.9,"Extremely Dry","darkred"
"6810626",132,2022-05-12,406.8,"Extremely Wet","navy"
"6810626",147,2022-05-27,408,"Extremely Wet","navy"
"6810626",167,2022-06-16,446.6,"Extremely Dry","darkred"
"6810626",180,2022-06-29,439.6,"Extremely Dry","darkred"
"6810626",195,2022-07-14,440.2,"Extremely Dry","darkred"
"6810626",209,2022-07-28,441.49,"Extremely Wet","navy"
"6810626",228,2022-08-16,440.07,"Extremely Dry","darkred"
"6810626",242,2022-08-30,441.43,"Extremely Dry","darkred"
"6810626",258,2022-09-15,437.6,"Extremely Dry","darkred"
"6810626",272,2022-09-29,437.69,"Extremely Dry","darkred"
"6810626",287,2022-10-14,439.12,"Extremely Dry","darkred"
"6810626",300,2022-10-27,439.9,"Extremely Wet","navy"
"6810626",319,2022-11-15,445.04,"Extremely Dry","darkred"
"6810626",334,2022-11-30,430.8,"Extremely Dry","darkred"
"6810626",348,2022-12-14,427.25,"Extremely Dry","darkred"
"6810626",362,2022-12-28,416.8,"Extremely Dry","darkred"
"6810626",17,2023-01-17,402.73,"Extremely Dry","darkred"
"6810626",30,2023-01-30,413.17,"Extremely Dry","darkred"
"6810626",46,2023-02-15,425.65,"Extremely Dry","darkred"
"6810626",58,2023-02-27,416.05,"Extremely Dry","darkred"
"6810626",73,2023-03-14,413.15,"Extremely Dry","darkred"
"6810626",88,2023-03-29,410.8,"Extremely Dry","darkred"
"6810626",103,2023-04-13,406.55,"Extremely Wet","navy"
"6810626",117,2023-04-27,407.6,"Extremely Wet","navy"
"6810626",137,2023-05-17,415.42,"Extremely Dry","darkred"
"6810626",151,2023-05-31,411.65,"Extremely Dry","darkred"
"6810626",166,2023-06-15,415.12,"Extremely Dry","darkred"
"6810626",181,2023-06-30,432.05,"Very Dry","red"
"6810813",14,2021-01-14,514.6,"Moderately Wet","cornflowerblue"
"6810813",28,2021-01-28,508.1,"Moderately Wet","cornflowerblue"
"6810813",42,2021-02-11,508.1,"Moderately Dry","orange"
"6810813",56,2021-02-25,514,"Extremely Wet","navy"
"6810813",75,2021-03-16,508.3,"Extremely Dry","darkred"
"6810813",89,2021-03-30,511.7,"Moderately Dry","orange"
"6810813",105,2021-04-15,511.7,"Moderately Dry","orange"
"6810813",119,2021-04-29,513.6,"Very Dry","red"
"6810813",133,2021-05-13,508.6,"Extremely Wet","navy"
"6810813",146,2021-05-26,503.7,"Extremely Wet","navy"
"6810813",168,2021-06-17,503.6,"Extremely Wet","navy"
"6810813",180,2021-06-29,508.4,"Moderately Wet","cornflowerblue"
"6810813",196,2021-07-15,506.1,"Moderately Dry","orange"
"6810813",210,2021-07-29,511.1,"Extremely Wet","navy"
"6810813",228,2021-08-16,511.2,"Very Wet","blue"
"6810813",242,2021-08-30,514,"Very Wet","blue"
"6810813",258,2021-09-15,515.4,"Moderately Wet","cornflowerblue"
"6810813",273,2021-09-30,517.2,"Moderately Dry","orange"
"6810813",288,2021-10-15,514,"Moderately Dry","orange"
"6810813",301,2021-10-28,511,"Extremely Wet","navy"
"6810813",319,2021-11-15,511.2,"Moderately Wet","cornflowerblue"
"6810813",334,2021-11-30,505,"Moderately Wet","cornflowerblue"
"6810813",348,2021-12-14,503.8,"Moderately Dry","orange"
"6810813",362,2021-12-28,500.1,"Extremely Wet","navy"
"6810813",13,2022-01-13,494.7,"Extremely Wet","navy"
"6810813",27,2022-01-27,499,"Extremely Wet","navy"
"6810813",42,2022-02-11,498.5,"Extremely Wet","navy"
"6810813",59,2022-02-28,498,"Moderately Dry","orange"
"6810813",75,2022-03-16,498.2,"Moderately Dry","orange"
"6810813",89,2022-03-30,513.4,"Extremely Dry","darkred"
"6810813",104,2022-04-14,500.8,"Moderately Dry","orange"
"6810813",118,2022-04-28,498,"Moderately Wet","cornflowerblue"
"6810813",132,2022-05-12,502.3,"Extremely Wet","navy"
"6810813",147,2022-05-27,504.2,"Extremely Wet","navy"
"6810813",167,2022-06-16,515.8,"Moderately Dry","orange"
"6810813",180,2022-06-29,531.4,"Extremely Dry","darkred"
"6810813",195,2022-07-14,534.2,"Extremely Dry","darkred"
"6810813",209,2022-07-28,533.4,"Extremely Wet","navy"
"6810813",228,2022-08-16,527.8,"Moderately Dry","orange"
"6810813",242,2022-08-30,521.8,"Moderately Dry","orange"
"6810813",258,2022-09-15,516.2,"Moderately Dry","orange"
"6810813",272,2022-09-29,517.3,"Extremely Wet","navy"
"6810813",287,2022-10-14,520.1,"Extremely Wet","navy"
"6810813",300,2022-10-27,522.6,"Extremely Wet","navy"
"6810813",319,2022-11-15,521.3,"Moderately Dry","orange"
"6810813",334,2022-11-30,509.4,"Moderately Dry","orange"
"6810813",348,2022-12-14,505.2,"Extremely Dry","darkred"
"6810813",362,2022-12-28,513.2,"Extremely Dry","darkred"
"6810813",17,2023-01-17,503.2,"Extremely Wet","navy"
"6810813",30,2023-01-30,493.1,"Extremely Wet","navy"
"6810813",46,2023-02-15,488.8,"Moderately Dry","orange"
"6810813",58,2023-02-27,491.3,"Extremely Wet","navy"
"6810813",73,2023-03-14,497.6,"Moderately Wet","cornflowerblue"
"6810813",88,2023-03-29,493,"Extremely Wet","navy"
"6810813",103,2023-04-13,488.9,"Extremely Wet","navy"
"6810813",117,2023-04-27,488.8,"Extremely Wet","navy"
"6810813",137,2023-05-17,489.4,"Extremely Wet","navy"
"6810813",151,2023-05-31,490,"Moderately Dry","orange"
"6810813",166,2023-06-15,492.2,"Moderately Dry","orange"
"6810813",181,2023-06-30,505.7,"Moderately Wet","cornflowerblue"
"6810912",14,2021-01-14,452,"Extremely Dry","darkred"
"6810912",28,2021-01-28,450.45,"Extremely Dry","darkred"
"6810912",42,2021-02-11,450.4,"Extremely Dry","darkred"
"6810912",56,2021-02-25,452.05,"Extremely Dry","darkred"
"6810912",75,2021-03-16,448.65,"Extremely Dry","darkred"
"6810912",89,2021-03-30,449.98,"Extremely Dry","darkred"
"6810912",105,2021-04-15,450.56,"Moderately Dry","orange"
"6810912",119,2021-04-29,451.34,"Very Dry","red"
"6810912",133,2021-05-13,455.35,"Extremely Dry","darkred"
"6810912",146,2021-05-26,453.86,"Extremely Wet","navy"
"6810912",168,2021-06-17,453.25,"Extremely Wet","navy"
"6810912",180,2021-06-29,456.55,"Moderately Dry","orange"
"6810912",196,2021-07-15,455.35,"Extremely Wet","navy"
"6810912",210,2021-07-29,457.92,"Moderately Dry","orange"
"6810912",228,2021-08-16,458.03,"Extremely Dry","darkred"
"6810912",242,2021-08-30,459.21,"Extremely Dry","darkred"
"6810912",258,2021-09-15,459.55,"Very Dry","red"
"6810912",273,2021-09-30,460.21,"Very Dry","red"
"6810912",288,2021-10-15,457.87,"Moderately Dry","orange"
"6810912",301,2021-10-28,455.98,"Moderately Dry","orange"
"6810912",319,2021-11-15,456.36,"Very Dry","red"
"6810912",334,2021-11-30,456.55,"Very Dry","red"
"6810912",348,2021-12-14,455.76,"Extremely Dry","darkred"
"6810912",362,2021-12-28,454.12,"Extremely Wet","navy"
"6810913",14,2021-01-14,36.25,"Extremely Dry","darkred"
"6810913",28,2021-01-28,36.33,"Extremely Dry","darkred"
"6810913",42,2021-02-11,36.27,"Extremely Dry","darkred"
"6810913",56,2021-02-25,36.49,"Extremely Dry","darkred"
"6810913",75,2021-03-16,36.99,"Extremely Dry","darkred"
"6810913",89,2021-03-30,36.44,"Extremely Dry","darkred"
"6810913",105,2021-04-15,36.45,"Very Dry","red"
"6810913",119,2021-04-29,36.12,"Extremely Dry","darkred"
"6810913",133,2021-05-13,36.33,"Extremely Dry","darkred"
"6810913",146,2021-05-26,34.05,"Extremely Wet","navy"
"6810913",168,2021-06-17,28.9,"Extremely Wet","navy"
"6810913",180,2021-06-29,29.55,"Moderately Wet","cornflowerblue"
"6810913",196,2021-07-15,28.19,"Extremely Wet","navy"
"6810913",210,2021-07-29,28.75,"Extremely Wet","navy"
"6810913",228,2021-08-16,27.54,"Extremely Wet","navy"
"6810913",242,2021-08-30,29.6,"Extremely Wet","navy"
"6810913",258,2021-09-15,33.37,"Extremely Wet","navy"
"6810913",273,2021-09-30,34.9,"Moderately Dry","orange"
"6810913",288,2021-10-15,32.47,"Extremely Wet","navy"
"6810913",301,2021-10-28,29.44,"Extremely Wet","navy"
"6810913",319,2021-11-15,29.65,"Very Wet","blue"
"6810913",334,2021-11-30,31.19,"Extremely Wet","navy"
"6810913",348,2021-12-14,33.56,"Extremely Wet","navy"
"6810913",362,2021-12-28,34.35,"Extremely Wet","navy"
"6810913",13,2022-01-13,34.87,"Extremely Wet","navy"
"6810913",27,2022-01-27,35,"Extremely Wet","navy"
"6810913",43,2022-02-12,35.35,"Extremely Dry","darkred"
"6810913",59,2022-02-28,35.37,"Very Wet","blue"
"6810913",75,2022-03-16,35.4,"Very Dry","red"
"6810913",89,2022-03-30,35.63,"Moderately Dry","orange"
"6810913",104,2022-04-14,35.66,"Extremely Dry","darkred"
"6810913",118,2022-04-28,35.5,"Extremely Dry","darkred"
"6810913",132,2022-05-12,35.68,"Extremely Wet","navy"
"6810913",147,2022-05-27,35.85,"Extremely Wet","navy"
"6810913",167,2022-06-16,36.48,"Extremely Dry","darkred"
"6810913",180,2022-06-29,35.96,"Moderately Dry","orange"
"6810913",195,2022-07-14,36.09,"Extremely Dry","darkred"
"6810913",209,2022-07-28,36.33,"Extremely Wet","navy"
"6810913",228,2022-08-16,36.11,"Very Wet","blue"
"6810913",242,2022-08-30,36.27,"Moderately Dry","orange"
"6810913",258,2022-09-15,36.14,"Moderately Dry","orange"
"6810913",272,2022-09-29,36.55,"Extremely Dry","darkred"
"6810913",287,2022-10-14,36.6,"Extremely Dry","darkred"
"6810913",300,2022-10-27,36.55,"Extremely Wet","navy"
"6810913",319,2022-11-15,36.68,"Moderately Dry","orange"
"6810913",334,2022-11-30,36.29,"Moderately Dry","orange"
"6810913",348,2022-12-14,37,"Extremely Dry","darkred"
"6810913",362,2022-12-28,37.25,"Extremely Dry","darkred"
"6810913",17,2023-01-17,36.88,"Moderately Dry","orange"
"6810913",30,2023-01-30,36.25,"Extremely Dry","darkred"
"6810913",46,2023-02-15,37.14,"Extremely Dry","darkred"
"6810913",58,2023-02-27,37.25,"Extremely Dry","darkred"
"6810913",73,2023-03-14,36.38,"Moderately Dry","orange"
"6810913",88,2023-03-29,36.4,"Extremely Dry","darkred"
"6810913",103,2023-04-13,36.86,"Extremely Wet","navy"
"6810913",117,2023-04-27,36.2,"Extremely Wet","navy"
"6810913",137,2023-05-17,36.16,"Extremely Dry","darkred"
"6810913",151,2023-05-31,36.11,"Extremely Wet","navy"
"6810913",166,2023-06-15,32.96,"Moderately Dry","orange"
"6810913",181,2023-06-30,33.25,"Extremely Wet","navy"
"6811211",14,2021-01-14,103.9,"Extremely Dry","darkred"
"6811211",28,2021-01-28,104.15,"Extremely Wet","navy"
"6811211",42,2021-02-11,104.1,"Extremely Wet","navy"
"6811211",56,2021-02-25,104.2,"Extremely Wet","navy"
"6811211",75,2021-03-16,104.44,"Extremely Wet","navy"
"6811211",89,2021-03-30,104.5,"Extremely Wet","navy"
"6811211",105,2021-04-15,104.66,"Extremely Wet","navy"
"6811211",119,2021-04-29,104.9,"Extremely Wet","navy"
"6811211",133,2021-05-13,105.01,"Extremely Wet","navy"
"6811211",146,2021-05-26,105.05,"Extremely Wet","navy"
"6811211",168,2021-06-17,105.25,"Extremely Wet","navy"
"6811211",180,2021-06-29,105.3,"Extremely Wet","navy"
"6811211",196,2021-07-15,105.27,"Extremely Wet","navy"
"6811211",210,2021-07-29,105.25,"Extremely Wet","navy"
"6811211",228,2021-08-16,105.23,"Extremely Wet","navy"
"6811211",242,2021-08-30,105.25,"Extremely Wet","navy"
"6811211",258,2021-09-15,105.33,"Extremely Wet","navy"
"6811211",273,2021-09-30,105.28,"Extremely Wet","navy"
"6811211",288,2021-10-15,105.35,"Extremely Wet","navy"
"6811211",301,2021-10-28,105.41,"Extremely Wet","navy"
"6811211",319,2021-11-15,105.3,"Extremely Wet","navy"
"6811211",334,2021-11-30,105.4,"Extremely Wet","navy"
"6811211",348,2021-12-14,105.28,"Extremely Wet","navy"
"6811211",362,2021-12-28,105.25,"Extremely Wet","navy"
"6811211",13,2022-01-13,105.2,"Extremely Wet","navy"
"6811211",27,2022-01-27,105.38,"Extremely Wet","navy"
"6811211",42,2022-02-11,105.35,"Extremely Dry","darkred"
"6811211",59,2022-02-28,105.26,"Extremely Wet","navy"
"6811211",75,2022-03-16,105.25,"Extremely Dry","darkred"
"6811211",89,2022-03-30,105.27,"Extremely Dry","darkred"
"6811211",104,2022-04-14,105.47,"Extremely Wet","navy"
"6811211",118,2022-04-28,105.53,"Extremely Wet","navy"
"6811211",132,2022-05-12,105.55,"Extremely Wet","navy"
"6811211",147,2022-05-27,106.42,"Extremely Wet","navy"
"6811211",167,2022-06-16,105.95,"Extremely Dry","darkred"
"6811211",180,2022-06-29,106.2,"Extremely Dry","darkred"
"6811211",195,2022-07-14,106.4,"Extremely Wet","navy"
"6811211",209,2022-07-28,106.52,"Extremely Wet","navy"
"6811211",228,2022-08-16,106.8,"Extremely Dry","darkred"
"6811211",242,2022-08-30,106.9,"Extremely Dry","darkred"
"6811211",258,2022-09-15,106.97,"Extremely Dry","darkred"
"6811211",272,2022-09-29,107.18,"Extremely Wet","navy"
"6811211",287,2022-10-14,107.38,"Extremely Wet","navy"
"6811211",300,2022-10-27,107.39,"Extremely Wet","navy"
"6811211",319,2022-11-15,107.98,"Extremely Dry","darkred"
"6811211",334,2022-11-30,108.22,"Extremely Dry","darkred"
"6811211",348,2022-12-14,109.02,"Extremely Dry","darkred"
"6811211",362,2022-12-28,109.15,"Extremely Dry","darkred"
"6811211",17,2023-01-17,120.62,"Extremely Wet","navy"
"6811211",30,2023-01-30,130.89,"Extremely Dry","darkred"
"6811211",46,2023-02-15,152.85,"Extremely Wet","navy"
"6811211",58,2023-02-27,174.87,"Extremely Dry","darkred"
"6811211",73,2023-03-14,180.58,"Extremely Wet","navy"
"6811211",88,2023-03-29,181.89,"Extremely Wet","navy"
"6811211",103,2023-04-13,182.65,"Extremely Wet","navy"
"6811211",117,2023-04-27,184.65,"Extremely Wet","navy"
"6811211",137,2023-05-17,183.89,"Extremely Wet","navy"
"6811211",151,2023-05-31,203.95,"Extremely Wet","navy"
"6811211",166,2023-06-15,209.1,"Extremely Wet","navy"
"6811211",181,2023-06-30,219.5,"Extremely Dry","darkred"
"6811302",14,2021-01-14,165.08,"Moderately Wet","cornflowerblue"
"6811302",28,2021-01-28,164.73,"Moderately Wet","cornflowerblue"
"6811302",42,2021-02-11,165.28,"Moderately Wet","cornflowerblue"
"6811302",56,2021-02-25,166.19,"Extremely Wet","navy"
"6811302",75,2021-03-16,166.75,"Extremely Dry","darkred"
"6811302",89,2021-03-30,167.12,"Moderately Dry","orange"
"6811302",105,2021-04-15,168.23,"Moderately Wet","cornflowerblue"
"6811302",119,2021-04-29,168.17,"Moderately Dry","orange"
"6811302",133,2021-05-13,162.55,"Extremely Wet","navy"
"6811302",146,2021-05-26,155.14,"Extremely Wet","navy"
"6811302",168,2021-06-17,162.44,"Extremely Wet","navy"
"6811302",180,2021-06-29,164.47,"Moderately Dry","orange"
"6811302",196,2021-07-15,164.46,"Extremely Wet","navy"
"6811302",210,2021-07-29,164.83,"Extremely Wet","navy"
"6811302",228,2021-08-16,164.92,"Very Wet","blue"
"6811302",242,2021-08-30,165.12,"Very Wet","blue"
"6811302",258,2021-09-15,164.9,"Very Wet","blue"
"6811302",273,2021-09-30,161.48,"Extremely Wet","navy"
"6811302",288,2021-10-15,155.42,"Extremely Wet","navy"
"6811302",301,2021-10-28,163.19,"Extremely Wet","navy"
"6811302",319,2021-11-15,164.44,"Very Wet","blue"
"6811302",334,2021-11-30,164.64,"Very Wet","blue"
"6811302",348,2021-12-14,164.7,"Extremely Wet","navy"
"6811302",362,2021-12-28,165.2,"Extremely Wet","navy"
"6811302",13,2022-01-13,164.8,"Extremely Wet","navy"
"6811302",27,2022-01-27,164.78,"Extremely Wet","navy"
"6811302",42,2022-02-11,164.99,"Extremely Wet","navy"
"6811302",59,2022-02-28,164.71,"Very Wet","blue"
"6811302",75,2022-03-16,165.1,"Moderately Dry","orange"
"6811302",89,2022-03-30,167.74,"Extremely Dry","darkred"
"6811302",104,2022-04-14,169.06,"Extremely Dry","darkred"
"6811302",118,2022-04-28,169.12,"Extremely Dry","darkred"
"6811302",132,2022-05-12,169.97,"Extremely Wet","navy"
"6811302",147,2022-05-27,169.79,"Extremely Wet","navy"
"6811302",167,2022-06-16,172.27,"Extremely Dry","darkred"
"6811302",180,2022-06-29,171.53,"Extremely Dry","darkred"
"6811302",195,2022-07-14,171.57,"Extremely Dry","darkred"
"6811302",209,2022-07-28,172.61,"Extremely Wet","navy"
"6811302",228,2022-08-16,172.52,"Very Dry","red"
"6811302",242,2022-08-30,172.01,"Extremely Dry","darkred"
"6811302",258,2022-09-15,171.92,"Extremely Dry","darkred"
"6811302",272,2022-09-29,172.76,"Extremely Dry","darkred"
"6811302",287,2022-10-14,172.69,"Extremely Dry","darkred"
"6811302",300,2022-10-27,172.55,"Extremely Wet","navy"
"6811302",319,2022-11-15,171.32,"Extremely Dry","darkred"
"6811302",334,2022-11-30,170.49,"Extremely Dry","darkred"
"6811302",348,2022-12-14,170.84,"Extremely Dry","darkred"
"6811302",362,2022-12-28,170,"Extremely Dry","darkred"
"6811302",17,2023-01-17,170.63,"Extremely Dry","darkred"
"6811302",30,2023-01-30,169.48,"Extremely Dry","darkred"
"6811302",46,2023-02-15,168.94,"Very Dry","red"
"6811302",58,2023-02-27,169.43,"Extremely Dry","darkred"
"6811302",73,2023-03-14,170.82,"Moderately Dry","orange"
"6811302",88,2023-03-29,170.93,"Extremely Dry","darkred"
"6811302",103,2023-04-13,170.79,"Extremely Wet","navy"
"6811302",117,2023-04-27,170.55,"Extremely Wet","navy"
"6811302",137,2023-05-17,169.58,"Extremely Dry","darkred"
"6811302",151,2023-05-31,170.18,"Extremely Dry","darkred"
"6811302",166,2023-06-15,171.31,"Extremely Dry","darkred"
"6811302",181,2023-06-30,173.21,"Extremely Dry","darkred"
"6811417",14,2021-01-14,294.71,"Extremely Dry","darkred"
"6811417",28,2021-01-28,292.41,"Extremely Dry","darkred"
"6811417",42,2021-02-11,290.06,"Extremely Dry","darkred"
"6811417",56,2021-02-25,293.39,"Extremely Dry","darkred"
"6811417",75,2021-03-16,289.86,"Extremely Dry","darkred"
"6811417",89,2021-03-30,289.1,"Extremely Dry","darkred"
"6811417",105,2021-04-15,288.37,"Extremely Dry","darkred"
"6811417",119,2021-04-29,288.14,"Extremely Dry","darkred"
"6811417",133,2021-05-13,288.38,"Extremely Dry","darkred"
"6811417",146,2021-05-26,286.46,"Extremely Wet","navy"
"6811417",168,2021-06-17,278.94,"Extremely Wet","navy"
"6811417",180,2021-06-29,280.27,"Moderately Dry","orange"
"6811417",196,2021-07-15,279.43,"Very Wet","blue"
"6811417",210,2021-07-29,278.59,"Moderately Dry","orange"
"6811417",228,2021-08-16,280.28,"Moderately Dry","orange"
"6811417",242,2021-08-30,281.92,"Moderately Wet","cornflowerblue"
"6811417",258,2021-09-15,282.5,"Moderately Wet","cornflowerblue"
"6811417",273,2021-09-30,284.73,"Moderately Wet","cornflowerblue"
"6811417",288,2021-10-15,285.93,"Extremely Dry","darkred"
"6811417",301,2021-10-28,285.98,"Moderately Dry","orange"
"6811417",319,2021-11-15,282.63,"Moderately Dry","orange"
"6811417",334,2021-11-30,278.94,"Very Dry","red"
"6811417",348,2021-12-14,275.46,"Moderately Dry","orange"
"6811417",362,2021-12-28,273.33,"Extremely Wet","navy"
"6811417",13,2022-01-13,272.55,"Extremely Dry","darkred"
"6811417",27,2022-01-27,270.81,"Extremely Wet","navy"
"6811417",42,2022-02-11,267.68,"Moderately Dry","orange"
"6811417",59,2022-02-28,264.77,"Moderately Dry","orange"
"6811417",75,2022-03-16,264.2,"Moderately Wet","cornflowerblue"
"6811417",89,2022-03-30,267.65,"Moderately Dry","orange"
"6811417",104,2022-04-14,274.54,"Extremely Dry","darkred"
"6811417",118,2022-04-28,280.76,"Extremely Dry","darkred"
"6811417",132,2022-05-12,281.76,"Extremely Wet","navy"
"6811417",147,2022-05-27,286.39,"Extremely Dry","darkred"
"6811417",167,2022-06-16,294.42,"Extremely Dry","darkred"
"6811417",180,2022-06-29,303.09,"Extremely Dry","darkred"
"6811417",195,2022-07-14,305.99,"Extremely Dry","darkred"
"6811417",209,2022-07-28,307.8,"Extremely Wet","navy"
"6811417",228,2022-08-16,309.81,"Extremely Dry","darkred"
"6811417",242,2022-08-30,307.93,"Extremely Dry","darkred"
"6811417",258,2022-09-15,305.85,"Extremely Dry","darkred"
"6811417",272,2022-09-29,306.86,"Extremely Dry","darkred"
"6811417",287,2022-10-14,308.9,"Extremely Dry","darkred"
"6811417",300,2022-10-27,303.03,"Extremely Wet","navy"
"6811417",319,2022-11-15,302.28,"Extremely Dry","darkred"
"6811417",334,2022-11-30,299.97,"Extremely Dry","darkred"
"6811417",348,2022-12-14,295.87,"Extremely Dry","darkred"
"6811417",362,2022-12-28,294.25,"Extremely Dry","darkred"
"6811417",17,2023-01-17,295,"Extremely Dry","darkred"
"6811417",30,2023-01-30,291.17,"Extremely Dry","darkred"
"6811417",46,2023-02-15,288.11,"Extremely Dry","darkred"
"6811417",58,2023-02-27,287.86,"Extremely Dry","darkred"
"6811417",73,2023-03-14,288.45,"Moderately Dry","orange"
"6811417",88,2023-03-29,293.21,"Extremely Dry","darkred"
"6811417",103,2023-04-13,294.31,"Extremely Wet","navy"
"6811417",117,2023-04-27,294.95,"Extremely Wet","navy"
"6811417",137,2023-05-17,293.24,"Extremely Dry","darkred"
"6811417",151,2023-05-31,293.55,"Extremely Dry","darkred"
"6811417",166,2023-06-15,293.97,"Extremely Dry","darkred"
"6811417",181,2023-06-30,288.85,"Very Dry","red"
"6811418",14,2021-01-14,461.67,"Extremely Dry","darkred"
"6811418",28,2021-01-28,457.13,"Extremely Dry","darkred"
