"site","julian","date2","mean_depth_ft","month","day_month","min","flow10","flow25","flow50","flow75","flow90","max","Nobs","startYr","endYr","date"
6802807,"244",NA,NA,NA,NA,130.9,171.225,177.825,182.91,195.4425,196.06,196.225,11,2000,2022,"09-01"
6802807,"245",NA,NA,NA,NA,173.5,173.9665,174.6662,184.8725,196.7475,200.451,202.92,4,2000,2022,"09-02"
6802807,"274",NA,NA,NA,NA,133.75,170.26,178.2575,185.95,189.4675,191.92,194.075,11,2000,2022,"10-01"
6802807,"275",NA,NA,NA,NA,173.75,173.954,174.26,182.1975,192.7287,197.7035,201.02,4,2000,2022,"10-02"
6802807,"305",NA,NA,NA,NA,133.95,170.635,177.2675,184.395,188.3525,192.035,192.71,11,2000,2022,"11-01"
6802807,"306",NA,NA,NA,NA,171.745,172.1815,172.8362,180.37,190.5,195.828,199.38,4,2000,2022,"11-02"
6802807,"335",NA,NA,NA,NA,134.9,169.495,175.2475,180.2,185.735,189.92,191.575,11,2000,2022,"12-01"
6802807,"336",NA,NA,NA,NA,169.385,170.6895,172.6463,179.7667,188.3363,192.9015,195.945,4,2000,2022,"12-02"
6803109,"1","2022-01-01",53.89,"Jan","01-01",36.325,37.8,42.62,52.37,54.87,59.755,65.1,15,2007,2022,"01-01"
6803109,"32","2022-02-01",54.135,"Feb","02-01",34.8,36.787,45.975,49.06,55.815,58.707,59.535,15,2007,2022,"02-01"
6803109,"60","2022-03-01",57.005,"Mar","03-01",34.425,39.47,43.815,49.955,55.5825,58.605,60.05,11,2007,2022,"03-01"
6803109,"61",NA,NA,NA,NA,38.35,38.53,38.8,42.525,47.025,48.69,49.8,4,2007,2022,"03-02"
6803109,"91",NA,NA,NA,NA,35.37,41.742,42.7887,47.3025,53.9412,60.207,64.95,10,2007,2022,"04-01"
6803109,"92",NA,NA,NA,NA,37.46,37.862,38.465,41.3,44.8962,46.8695,48.185,4,2007,2022,"04-02"
6803109,"121",NA,NA,NA,NA,34.79,38.993,41.8425,47.5525,56.9362,59.2705,75.25,10,2007,2022,"05-01"
6803109,"122",NA,NA,NA,NA,33.95,37.235,42.1625,46.4125,49.1362,51.3165,52.77,4,2007,2022,"05-02"
6803109,"152",NA,NA,NA,NA,33.22,43.318,45.4212,49.795,59.65,65.164,87.7,10,2007,2022,"06-01"
6803109,"153",NA,NA,NA,NA,34.17,38.484,44.955,51.88,56.3875,58.507,59.92,4,2007,2022,"06-02"
6803109,"182",NA,NA,NA,NA,40.365,42.0525,50.0475,51.6125,64.645,71.7185,82.55,10,2007,2022,"07-01"
6803109,"183",NA,NA,NA,NA,41,46.553,54.8825,60.08,61.1163,61.9555,62.515,4,2007,2022,"07-02"
6803109,"213",NA,NA,NA,NA,46.695,46.794,53.19,60.4575,68.5638,76.718,77.6,10,2007,2022,"08-01"
6803109,"214",NA,NA,NA,NA,49.48,51.406,54.295,58.055,62.0425,65.341,67.54,4,2007,2022,"08-02"
6803109,"244",NA,NA,NA,NA,32.55,51.425,52.5225,59.415,63.925,74.295,74.38,11,2007,2022,"09-01"
6803109,"245",NA,NA,NA,NA,52.55,53.282,54.38,56.9275,59.5787,60.8635,61.72,4,2007,2022,"09-02"
6803109,"274",NA,NA,NA,NA,39.65,44.43,53.535,56.71,62.475,66.7,72.385,11,2007,2022,"10-01"
6803109,"275",NA,NA,NA,NA,54.73,56.293,58.6375,60.21,61.8975,64.449,66.15,4,2007,2022,"10-02"
6803109,"305",NA,NA,NA,NA,35.25,44.965,46.535,54.36,58.8725,65.3,66.03,11,2007,2022,"11-01"
6803109,"306",NA,NA,NA,NA,46.225,48.7345,52.4988,57.49,60.5925,60.957,61.2,4,2007,2022,"11-02"
6803109,"335",NA,NA,NA,NA,36.15,38.5,44.8725,53.35,56.6575,64.85,65.2,11,2007,2022,"12-01"
6803109,"336",NA,NA,NA,NA,43.78,46.483,50.5375,55.4783,58.3762,58.7535,59.005,4,2007,2022,"12-02"
6803305,"1","2022-01-01",234.475,"Jan","01-01",206.505,217.54,229.6162,233.6075,236.155,246.235,255.755,6,2016,2022,"01-01"
6803305,"32","2022-02-01",235.255,"Feb","02-01",204.77,215.6475,227.5625,232.965,237.3625,243.7575,249.45,6,2016,2022,"02-01"
6803305,"60","2022-03-01",239.9,"Mar","03-01",203.385,211.825,224.485,239.9,240.425,242.723,244.255,5,2016,2022,"03-01"
6803305,"61",NA,NA,NA,NA,234.235,234.235,234.235,234.235,234.235,234.235,234.235,1,2016,2022,"03-02"
6803305,"91",NA,NA,NA,NA,221.28,221.7375,222.4237,232.8975,243.4413,244.2535,244.795,4,2016,2022,"04-01"
6803305,"92",NA,NA,NA,NA,238.625,238.625,238.625,238.625,238.625,238.625,238.625,1,2016,2022,"04-02"
6803305,"121",NA,NA,NA,NA,219.33,223.458,229.65,237.425,243.5037,246.6425,248.735,4,2016,2022,"05-01"
6803305,"122",NA,NA,NA,NA,239.695,239.695,239.695,239.695,239.695,239.695,239.695,1,2016,2022,"05-02"
6803305,"152",NA,NA,NA,NA,224.255,227.1215,231.4213,238.4775,246.5513,252.6825,256.77,4,2016,2022,"06-01"
6803305,"153",NA,NA,NA,NA,240.125,240.125,240.125,240.125,240.125,240.125,240.125,1,2016,2022,"06-02"
6803305,"182",NA,NA,NA,NA,227.615,230.846,235.6925,238.6975,244.6012,254.6655,261.375,4,2016,2022,"07-01"
6803305,"183",NA,NA,NA,NA,257.4,257.4,257.4,257.4,257.4,257.4,257.4,1,2016,2022,"07-02"
6803305,"213",NA,NA,NA,NA,234.055,237.97,243.8425,254.055,261.5825,262.622,263.315,4,2016,2022,"08-01"
6803305,"214",NA,NA,NA,NA,258.545,258.545,258.545,258.545,258.545,258.545,258.545,1,2016,2022,"08-02"
6803305,"244",NA,NA,NA,NA,243.41,244.745,246.7475,248.17,251.6137,257.2545,261.015,4,2016,2022,"09-01"
6803305,"245",NA,NA,NA,NA,260.505,260.505,260.505,260.505,260.505,260.505,260.505,1,2016,2022,"09-02"
6803305,"274",NA,NA,NA,NA,240.205,241.714,243.9775,246.5575,249.8138,253.2945,255.615,4,2016,2022,"10-01"
6803305,"275",NA,NA,NA,NA,259.365,259.365,259.365,259.365,259.365,259.365,259.365,1,2016,2022,"10-02"
6803305,"305",NA,NA,NA,NA,235.19,236.5985,238.7113,241.7275,243.8438,244.3365,244.665,4,2016,2022,"11-01"
6803305,"306",NA,NA,NA,NA,212.54,216.824,223.25,233.96,244.67,251.096,255.38,2,2016,2022,"11-02"
6803305,"335",NA,NA,NA,NA,234.77,235.19,235.82,236.2875,237.0838,238.3055,239.12,4,2016,2022,"12-01"
6803305,"336",NA,NA,NA,NA,208.775,213.0745,219.5238,230.2725,241.0213,247.4705,251.77,2,2016,2022,"12-02"
6803406,"1","2022-01-01",241.955,"Jan","01-01",189.355,193.845,205.95,231.795,234.25,241.955,246.545,11,2011,2022,"01-01"
6803406,"32","2022-02-01",240.42,"Feb","02-01",183.795,190.12,203.5,225.815,228.7,240.42,247.185,11,2011,2022,"02-01"
6803406,"60","2022-03-01",242.33,"Mar","03-01",181.61,187.7945,206.84,221.3325,232.4,244.724,250.31,8,2011,2022,"03-01"
6803406,"61",NA,NA,NA,NA,192.745,198.325,206.695,220.645,222.8275,224.137,225.01,3,2011,2022,"03-02"
6803406,"91",NA,NA,NA,NA,180.345,187.818,202.015,218.17,231.5525,241.024,253.27,7,2011,2022,"04-01"
6803406,"92",NA,NA,NA,NA,191.845,197.355,205.62,219.395,223.565,226.067,227.735,3,2011,2022,"04-02"
6803406,"121",NA,NA,NA,NA,183.92,188.453,197.0975,224.93,234.0425,242.433,249.585,7,2011,2022,"05-01"
6803406,"122",NA,NA,NA,NA,188.525,195.303,205.47,222.415,230.495,235.343,238.575,3,2011,2022,"05-02"
6803406,"152",NA,NA,NA,NA,187.905,190.5825,193.2225,235.1825,241.7063,243.4425,244.3,8,2011,2022,"06-01"
6803406,"153",NA,NA,NA,NA,184.35,192.884,205.685,227.02,237.2975,243.464,247.575,3,2011,2022,"06-02"
6803406,"182",NA,NA,NA,NA,193.495,195.4025,196.985,238.0875,247.4338,249.821,252.775,8,2011,2022,"07-01"
6803406,"183",NA,NA,NA,NA,192.3,200.284,212.26,232.22,243.6125,250.448,255.005,3,2011,2022,"07-02"
6803406,"213",NA,NA,NA,NA,201.195,203.5505,210.0162,244.1725,254.5337,255.6325,257.505,8,2011,2022,"08-01"
6803406,"214",NA,NA,NA,NA,204.58,212.64,224.73,244.88,251.24,255.056,257.6,3,2011,2022,"08-02"
6803406,"244",NA,NA,NA,NA,212.68,212.904,222.6675,246.0375,250.3025,256.292,258.49,8,2011,2022,"09-01"
6803406,"245",NA,NA,NA,NA,204.765,213.508,226.6225,248.48,252.03,254.16,255.58,3,2011,2022,"09-02"
6803406,"274",NA,NA,NA,NA,214.095,215.4985,221.3875,237.645,246.7663,251.9015,253.48,8,2011,2022,"10-01"
6803406,"275",NA,NA,NA,NA,204.77,212.2,223.345,241.92,249.2225,253.604,256.525,3,2011,2022,"10-02"
6803406,"305",NA,NA,NA,NA,208.78,209.3715,215.4263,233.715,244.6213,245.7035,246.925,8,2011,2022,"11-01"
6803406,"306",NA,NA,NA,NA,201.25,209.349,221.4975,241.745,248.5625,252.653,255.38,3,2011,2022,"11-02"
6803406,"335",NA,NA,NA,NA,202.38,202.751,212.6187,230.985,239.38,243.0355,244.145,8,2011,2022,"12-01"
6803406,"336",NA,NA,NA,NA,194.525,203.255,216.35,238.175,244.1675,247.763,250.16,3,2011,2022,"12-02"
6803804,"1","2022-01-01",249.875,"Jan","01-01",156.65,187.897,200.025,220.26,246.66,251.249,259.95,17,2005,2022,"01-01"
6803804,"32","2022-02-01",251.105,"Feb","02-01",158.2,181.133,199.6,218.685,240.91,249.779,266.62,17,2005,2022,"02-01"
6803804,"60","2022-03-01",249.175,"Mar","03-01",173.115,189.063,198.85,220.27,242.92,248.943,252.425,13,2005,2022,"03-01"
6803804,"61",NA,NA,NA,NA,158.1,170.394,188.835,211.8925,230.9025,242.058,249.495,4,2005,2022,"03-02"
6803804,"91",NA,NA,NA,NA,173.825,185.155,200.5337,223.0475,238.4812,255.966,262.4,12,2005,2022,"04-01"
6803804,"92",NA,NA,NA,NA,170.01,180.3015,195.7387,213.7075,230.1275,242.777,251.21,4,2005,2022,"04-02"
6803804,"121",NA,NA,NA,NA,171.76,179.551,204.655,222.8025,248.1275,260.294,262.71,12,2005,2022,"05-01"
6803804,"122",NA,NA,NA,NA,179.15,188.4155,202.3138,213.8475,227.8775,246.269,258.53,4,2005,2022,"05-02"
6803804,"152",NA,NA,NA,NA,174.79,179.3135,212.7612,226.3225,251.8112,262.513,289.44,12,2005,2022,"06-01"
6803804,"153",NA,NA,NA,NA,195.75,201.555,210.2625,221.02,238.0337,258.0025,271.315,4,2005,2022,"06-02"
6803804,"182",NA,NA,NA,NA,163.5,183.467,215.495,238.5875,257.985,275.688,300.965,12,2005,2022,"07-01"
6803804,"183",NA,NA,NA,NA,203.3,210.623,221.6075,231.065,251.8025,283.091,303.95,4,2005,2022,"07-02"
6803804,"213",NA,NA,NA,NA,162.6,203.906,208.5462,252.1125,272.2025,286.955,297.7,12,2005,2022,"08-01"
6803804,"214",NA,NA,NA,NA,199.25,214.529,237.4475,250.855,266.2338,292.7005,310.345,4,2005,2022,"08-02"
6803804,"244",NA,NA,NA,NA,152.4,191.903,212.0525,256.5675,273.5625,283.998,284.82,12,2005,2022,"09-01"
6803804,"245",NA,NA,NA,NA,202.35,215.7675,235.8937,248.27,258.72,275.379,286.485,4,2005,2022,"09-02"
6803804,"274",NA,NA,NA,NA,160.15,190.0925,212.15,253.9575,268.7162,273.955,276.85,12,2005,2022,"10-01"
6803804,"275",NA,NA,NA,NA,203.45,212.603,226.3325,241.17,256.8,271.956,282.06,4,2005,2022,"10-02"
6803804,"305",NA,NA,NA,NA,158.35,187.919,205.525,237.425,261.525,265.275,272.85,13,2005,2022,"11-01"
6803804,"306",NA,NA,NA,NA,203,211.181,223.4525,236.5225,249.745,262.291,270.655,4,2005,2022,"11-02"
6803804,"335",NA,NA,NA,NA,156.15,185.157,199.86,232.7,250.995,253.845,259.645,13,2005,2022,"12-01"
6803804,"336",NA,NA,NA,NA,202.7333,210.2128,221.4321,231.2675,242.7425,256.913,266.36,4,2005,2022,"12-02"
6804214,"1","2022-01-01",171.35,"Jan","01-01",117.725,146.822,158.5612,172.775,206.4237,221.3285,222.125,10,2012,2022,"01-01"
6804214,"32","2022-02-01",171.035,"Feb","02-01",137.3,149.8505,155.4275,172.1025,208.54,215.1495,222.93,10,2012,2022,"02-01"
6804214,"60","2022-03-01",171.075,"Mar","03-01",148.81,152.5795,166.855,183.0075,204.4638,210.8635,211.245,8,2012,2022,"03-01"
6804214,"61",NA,NA,NA,NA,136.45,139.4155,143.8637,151.2775,158.6913,163.1395,166.105,2,2012,2022,"03-02"
6804214,"91",NA,NA,NA,NA,149.035,153.163,165.465,199.955,216.33,225.745,231.265,7,2012,2022,"04-01"
6804214,"92",NA,NA,NA,NA,128.595,132.599,138.605,148.615,158.625,164.631,168.635,2,2012,2022,"04-02"
6804214,"121",NA,NA,NA,NA,146.075,160.949,173.27,178.27,213.0375,225.677,228.725,7,2012,2022,"05-01"
6804214,"122",NA,NA,NA,NA,98.665,105.7735,116.4362,134.2075,151.9787,162.6415,169.75,2,2012,2022,"05-02"
6804214,"152",NA,NA,NA,NA,107.7,131.232,160.3925,185.935,204.23,222.313,235.915,7,2012,2022,"06-01"
6804214,"153",NA,NA,NA,NA,81.085,89.8285,102.9438,124.8025,146.6613,159.7765,168.52,2,2012,2022,"06-02"
6804214,"182",NA,NA,NA,NA,131.055,148.812,166.575,196.6,224.25,238.878,246.63,7,2012,2022,"07-01"
6804214,"183",NA,NA,NA,NA,113.895,120.3755,130.0962,146.2975,162.4987,172.2195,178.7,2,2012,2022,"07-02"
6804214,"213",NA,NA,NA,NA,160.295,167.063,176.36,208.27,234.245,249.477,251.415,7,2012,2022,"08-01"
6804214,"214",NA,NA,NA,NA,128.39,133.303,140.6725,152.955,165.2375,172.607,177.52,2,2012,2022,"08-02"
6804214,"244",NA,NA,NA,NA,162.31,163.666,168.81,208.8,228.3825,244.839,248.655,7,2012,2022,"09-01"
6804214,"245",NA,NA,NA,NA,135.715,139.555,145.315,154.915,164.515,170.275,174.115,2,2012,2022,"09-02"
6804214,"274",NA,NA,NA,NA,161.71,167.854,175.685,180.03,205.755,224.239,240.085,7,2012,2022,"10-01"
6804214,"275",NA,NA,NA,NA,166.605,167.212,168.1225,169.64,171.1575,172.068,172.675,2,2012,2022,"10-02"
6804214,"305",NA,NA,NA,NA,145.345,155.518,162.8975,171.515,202.395,214.003,225.385,7,2012,2022,"11-01"
6804214,"306",NA,NA,NA,NA,157.115,161.127,167.145,177.175,198.115,210.679,219.055,3,2012,2022,"11-02"
6804214,"335",NA,NA,NA,NA,125.26,148.252,164.335,170.84,199.9475,212.863,222.055,7,2012,2022,"12-01"
6804214,"336",NA,NA,NA,NA,158.25,161.665,166.7875,175.325,194.1775,205.489,213.03,3,2012,2022,"12-02"
6804312,"1","2022-01-01",133.3,"Jan","01-01",110.37,111.969,116.4225,126.085,133.3575,135.498,137.37,15,2007,2022,"01-01"
6804312,"32","2022-02-01",134.36,"Feb","02-01",110.96,112.086,114.875,126.34,133.525,134.618,134.9,15,2007,2022,"02-01"
6804312,"60","2022-03-01",136.415,"Mar","03-01",110.62,113,118.1225,130.54,133.6025,136.415,138.43,11,2007,2022,"03-01"
6804312,"61",NA,NA,NA,NA,111.33,113.511,116.7825,121.89,126.7338,129.5305,131.395,4,2007,2022,"03-02"
6804312,"91",NA,NA,NA,NA,110.7,111.393,116.1913,128.92,133.49,137.0695,140.71,10,2007,2022,"04-01"
6804312,"92",NA,NA,NA,NA,110.48,113.696,118.52,123.45,126.9388,129.1685,130.655,4,2007,2022,"04-02"
6804312,"121",NA,NA,NA,NA,109.005,110.5755,115.4362,128.5825,134.0088,135.711,139.095,10,2007,2022,"05-01"
6804312,"122",NA,NA,NA,NA,106.42,111.529,119.1925,124.555,126.6788,128.5125,129.735,4,2007,2022,"05-02"
6804312,"152",NA,NA,NA,NA,109.63,113.446,114.6375,130.5125,134.795,135.723,137.55,10,2007,2022,"06-01"
6804312,"153",NA,NA,NA,NA,102.84,108.945,118.1025,125.07,127.77,129.246,130.23,4,2007,2022,"06-02"
6804312,"182",NA,NA,NA,NA,112.03,112.273,117.0488,132.33,135.3538,137.603,138.08,10,2007,2022,"07-01"
6804312,"183",NA,NA,NA,NA,106.75,112.6015,121.3788,127.7525,129.7463,130.6395,131.235,4,2007,2022,"07-02"
6804312,"213",NA,NA,NA,NA,114.465,115.365,117.62,134.44,138.2812,140.964,143.79,10,2007,2022,"08-01"
6804312,"214",NA,NA,NA,NA,109.04,114.911,123.7175,129.355,131.2512,133.3235,134.705,4,2007,2022,"08-02"
6804312,"244",NA,NA,NA,NA,101.6,114.8,117.32,133.39,137.2125,138.585,140.425,11,2007,2022,"09-01"
6804312,"245",NA,NA,NA,NA,109.89,115.596,124.155,130.53,132.7513,133.8335,134.555,4,2007,2022,"09-02"
6804312,"274",NA,NA,NA,NA,104.6,115.06,118.7,125.345,134.655,135.225,138.3,11,2007,2022,"10-01"
6804312,"275",NA,NA,NA,NA,110.695,116.425,125.02,130.6075,131.94,132.876,133.5,4,2007,2022,"10-02"
6804312,"305",NA,NA,NA,NA,108.15,115.165,118.255,124.24,131.5125,136.71,138.22,11,2007,2022,"11-01"
6804312,"306",NA,NA,NA,NA,111.73,117.481,126.1075,131.77,133.13,134.012,134.6,4,2007,2022,"11-02"
6804312,"335",NA,NA,NA,NA,109.45,111.4,118.6725,124.755,130.68,135.675,139.285,11,2007,2022,"12-01"
6804312,"336",NA,NA,NA,NA,111.99,117.852,126.645,132.6575,134.1637,134.8455,135.3,4,2007,2022,"12-02"
6804313,"1","2022-01-01",157.35,"Jan","01-01",127.75,132.27,137.49,151.7,161.5,164.942,179.7,15,2007,2022,"01-01"
6804313,"32","2022-02-01",158.75,"Feb","02-01",130.95,132.13,134.8,153.85,160.9675,161.72,162.55,15,2007,2022,"02-01"
6804313,"60","2022-03-01",162.4,"Mar","03-01",128.15,131.4,137.69,155.4,161.775,162.4,163.05,11,2007,2022,"03-01"
6804313,"61",NA,NA,NA,NA,131.95,132.505,133.3375,142.45,152.9875,156.385,158.65,4,2007,2022,"03-02"
6804313,"91",NA,NA,NA,NA,127.15,131.02,136.1875,156.45,162.5,164.49,165.75,10,2007,2022,"04-01"
6804313,"92",NA,NA,NA,NA,130.3,132.13,134.875,143.315,151.885,154.864,156.85,4,2007,2022,"04-02"
6804313,"121",NA,NA,NA,NA,127.015,127.4515,138.2262,154.125,161.9212,163.6145,164.6,10,2007,2022,"05-01"
6804313,"122",NA,NA,NA,NA,126.6,130.245,135.7125,144.8,152.1237,154.4165,155.945,4,2007,2022,"05-02"
6804313,"152",NA,NA,NA,NA,127.45,128.152,136.825,155.8025,160.175,163.8595,163.9,10,2007,2022,"06-01"
6804313,"153",NA,NA,NA,NA,121.6,127.81,137.125,145.8,151.3988,155.1765,157.695,4,2007,2022,"06-02"
6804313,"182",NA,NA,NA,NA,128.68,130.273,139.225,157.735,162.5875,165.0215,165.215,10,2007,2022,"07-01"
6804313,"183",NA,NA,NA,NA,124.9,130.705,139.4125,147.425,152.6775,156.417,158.91,4,2007,2022,"07-02"
6804313,"213",NA,NA,NA,NA,134.165,134.6465,140.875,159.125,163.6875,164.665,167.95,10,2007,2022,"08-01"
6804313,"214",NA,NA,NA,NA,127.75,132.955,140.7625,150.375,156.7925,158.849,160.22,4,2007,2022,"08-02"
6804313,"244",NA,NA,NA,NA,117.35,131.235,139.7,158.9,161.63,165.65,167.7,11,2007,2022,"09-01"
6804313,"245",NA,NA,NA,NA,130.35,135.495,143.2125,150.875,155.9812,159.0975,161.175,4,2007,2022,"09-02"
6804313,"274",NA,NA,NA,NA,120.2,132.03,142.175,151.95,159.9175,163.05,168.2,11,2007,2022,"10-01"
6804313,"275",NA,NA,NA,NA,131.75,136.895,144.6125,152.225,156.3375,157.755,158.7,4,2007,2022,"10-02"
6804313,"305",NA,NA,NA,NA,123.25,133.68,140.375,148.05,159.85,161.775,168.1,11,2007,2022,"11-01"
6804313,"306",NA,NA,NA,NA,134.7,139.29,146.175,153.55,157.9375,159.445,160.45,4,2007,2022,"11-02"
6804313,"335",NA,NA,NA,NA,124.55,132.475,139.215,150.5,159.1725,161.4,168.4,11,2007,2022,"12-01"
6804313,"336",NA,NA,NA,NA,134.6,139.43,146.675,154.3,158.725,160.21,161.2,4,2007,2022,"12-02"
6804705,"1","2022-01-01",189.925,"Jan","01-01",178.8,179.094,183.55,187.985,188.695,189.594,189.925,17,2005,2022,"01-01"
6804705,"32","2022-02-01",189.685,"Feb","02-01",174.33,178.576,183.2,187.945,188.825,189.391,190.045,17,2005,2022,"02-01"
6804705,"60","2022-03-01",189.375,"Mar","03-01",177.545,179.008,182.15,187.715,188.915,189.347,189.64,13,2005,2022,"03-01"
6804705,"61",NA,NA,NA,NA,180.9,182.814,185.685,187.7125,188.25,188.439,188.565,4,2005,2022,"03-02"
6804705,"91",NA,NA,NA,NA,178.95,179.8665,184.17,187.545,188.9375,189.332,189.89,12,2005,2022,"04-01"
6804705,"92",NA,NA,NA,NA,179.6,181.9475,185.4688,187.7325,188.26,188.656,188.92,4,2005,2022,"04-02"
6804705,"121",NA,NA,NA,NA,179.2,180.3085,184.5962,187.8325,188.9912,189.568,189.805,12,2005,2022,"05-01"
6804705,"122",NA,NA,NA,NA,178.9,181.1245,184.4612,187.2375,188.3425,188.671,188.89,4,2005,2022,"05-02"
6804705,"152",NA,NA,NA,NA,178.42,179.676,184.415,187.71,188.4,189.839,190.04,13,2005,2022,"06-01"
6804705,"153",NA,NA,NA,NA,178.9,181.0675,184.3187,187.3925,188.9038,189.3425,189.635,4,2005,2022,"06-02"
6804705,"182",NA,NA,NA,NA,179.085,179.925,185.1975,188.0075,189.1262,189.598,190.29,12,2005,2022,"07-01"
6804705,"183",NA,NA,NA,NA,178.9,181.084,184.36,187.4375,189.0163,189.5945,189.98,4,2005,2022,"07-02"
6804705,"213",NA,NA,NA,NA,179.6,180.1585,185.455,188.49,189.14,190.2815,190.67,12,2005,2022,"08-01"
6804705,"214",NA,NA,NA,NA,178.85,181.082,184.43,187.695,189.255,189.534,189.72,4,2005,2022,"08-02"
6804705,"244",NA,NA,NA,NA,179.335,183.6885,185.5012,188.5575,189.1125,190.2255,190.43,12,2005,2022,"09-01"
6804705,"245",NA,NA,NA,NA,178.85,181.2725,184.9063,187.995,189.3587,189.8875,190.24,4,2005,2022,"09-02"
6804705,"274",NA,NA,NA,NA,178.415,183.49,185.92,188.73,189.1812,189.7835,190.34,12,2005,2022,"10-01"
6804705,"275",NA,NA,NA,NA,178.9,181.3615,185.0538,187.9725,189.1687,189.7605,190.155,4,2005,2022,"10-02"
6804705,"305",NA,NA,NA,NA,178.165,179.01,183.05,188.675,188.78,189.451,190.125,13,2005,2022,"11-01"
6804705,"306",NA,NA,NA,NA,179,181.43,185.075,187.9925,189.175,189.697,190.045,4,2005,2022,"11-02"
6804705,"335",NA,NA,NA,NA,178.67,179.285,183.5,188.405,188.78,189.233,189.945,13,2005,2022,"12-01"
6804705,"336",NA,NA,NA,NA,178.9333,181.4673,185.2683,188.1175,189.1062,189.5585,189.86,4,2005,2022,"12-02"
6804706,"1","2022-01-01",248.425,"Jan","01-01",215.35,220.72,224.325,230.65,251.8275,257.28,267.505,15,2007,2022,"01-01"
6804706,"32","2022-02-01",246.87,"Feb","02-01",215.35,221.54,226.65,233.05,260.385,267.263,276.125,15,2007,2022,"02-01"
6804706,"60","2022-03-01",246.065,"Mar","03-01",219.8,223.16,225.715,229.635,260.085,277.77,310.175,11,2007,2022,"03-01"
6804706,"61",NA,NA,NA,NA,215.5,218.74,223.6,236.495,250.7937,258.1805,263.105,4,2007,2022,"03-02"
6804706,"91",NA,NA,NA,NA,219.575,221.2625,223.9562,229.6475,265.6712,270.511,277.72,10,2007,2022,"04-01"
6804706,"92",NA,NA,NA,NA,215.8,218.95,223.675,233.7375,246.6025,256.372,262.885,4,2007,2022,"04-02"
6804706,"121",NA,NA,NA,NA,219.61,220.816,227.2613,234.445,260.5638,265.457,274.475,10,2007,2022,"05-01"
6804706,"122",NA,NA,NA,NA,215.85,218.985,223.6875,232.63,246.965,261.374,270.98,4,2007,2022,"05-02"
6804706,"152",NA,NA,NA,NA,219.705,225.1005,227.2038,239.44,260.0362,279.1355,317.39,10,2007,2022,"06-01"
6804706,"153",NA,NA,NA,NA,217.5,220.254,224.385,232.34,247.7013,265.1635,276.805,4,2007,2022,"06-02"
6804706,"182",NA,NA,NA,NA,219.945,221.2095,228.2237,236.25,256.7587,276.045,278.25,10,2007,2022,"07-01"
6804706,"183",NA,NA,NA,NA,217.9,220.6225,224.7062,234.905,253.1475,271.71,284.085,4,2007,2022,"07-02"
6804706,"213",NA,NA,NA,NA,220.325,221.3375,228.8312,236.0225,258.795,274.7685,290.235,10,2007,2022,"08-01"
6804706,"214",NA,NA,NA,NA,217.8,220.701,225.0525,238.01,256.7275,271.447,281.26,4,2007,2022,"08-02"
6804706,"244",NA,NA,NA,NA,214.2,220.93,224.395,235.65,253.6375,275.12,297.84,11,2007,2022,"09-01"
6804706,"245",NA,NA,NA,NA,218.15,220.9625,225.1812,246.5325,271.0988,281.1045,287.775,4,2007,2022,"09-02"
6804706,"274",NA,NA,NA,NA,214.6,220.279,223.14,232.3675,259.8475,269.195,277.79,10,2007,2022,"10-01"
6804706,"275",NA,NA,NA,NA,219.1,221.59,225.325,245.395,269.4638,280.3965,287.685,4,2007,2022,"10-02"
6804706,"305",NA,NA,NA,NA,215.3,220.9,224.45,232.31,256.3725,269.99,273.52,11,2007,2022,"11-01"
6804706,"306",NA,NA,NA,NA,220.5,222.558,225.645,254.74,284.0975,287.657,290.03,4,2007,2022,"11-02"
6804706,"335",NA,NA,NA,NA,214.65,220.56,224.3875,233.275,253.4525,260.16,274.38,11,2007,2022,"12-01"
6804706,"336",NA,NA,NA,NA,220.7,222.665,225.6125,240.0825,258.3275,268.07,274.565,4,2007,2022,"12-02"
6804804,"1","2022-01-01",72.96,"Jan","01-01",60.74,66.36,72.005,81.055,85.16,87.3,89.98,11,2011,2022,"01-01"
6804804,"32","2022-02-01",76.325,"Feb","02-01",65.585,66.925,70.1975,83.205,85.17,87.89,89.83,11,2011,2022,"02-01"
6804804,"60","2022-03-01",78.8,"Mar","03-01",65.28,68.512,72.455,83.3833,84.465,86.965,88.325,9,2011,2022,"03-01"
6804804,"61",NA,NA,NA,NA,68.675,71.454,75.6225,82.57,82.875,83.058,83.18,3,2011,2022,"03-02"
6804804,"91",NA,NA,NA,NA,68.955,69.788,71.195,84.335,85.325,87.677,89.035,8,2011,2022,"04-01"
6804804,"92",NA,NA,NA,NA,65.67,67.009,69.0175,72.365,77.3525,80.345,82.34,3,2011,2022,"04-02"
6804804,"121",NA,NA,NA,NA,59.965,62.114,69.485,84.32,85.26,87.786,88.955,8,2011,2022,"05-01"
6804804,"122",NA,NA,NA,NA,60.22,62.671,66.3475,72.475,76.82,79.427,81.165,3,2011,2022,"05-02"
6804804,"152",NA,NA,NA,NA,59.19,64.4925,67.1438,79.45,84.8662,85.497,86.085,8,2011,2022,"06-01"
6804804,"153",NA,NA,NA,NA,61.515,63.531,66.555,71.595,74.72,76.595,77.845,3,2011,2022,"06-02"
6804804,"182",NA,NA,NA,NA,67.815,68.8825,69.7413,81.58,84.1163,85.4895,85.815,8,2011,2022,"07-01"
